wbid	N2	sp117	N2vssp117.log2.deseq	N2vssp117.log2	N2vssp117.log2.pval
AH6.1	WBGene00001528	1.04901827141929	0.202490461266772	-1.1985641459384	2.37311395290439	NA
AH6.10	WBGene00005032	2.30551504988191	1.23840858316981	0.277948099267048	0.896601707698946	NA
AH6.11	WBGene00005033	0.491776569728237	0.202489648920028	-0.105605032969112	1.28015483993511	NA
AH6.12	WBGene00005034	NA	NA	NA	NA	NA
AH6.14	WBGene00005035	0.362469115362743	0.202489134605383	0.33453622953491	0.840013577431084	NA
AH6.2	WBGene00007080	0.460095693643299	0.402862850611428	0.982904629329794	0.1916451776362	NA
AH6.3	WBGene00007081	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
AH6.4	WBGene00005027	0.753644737260561	0.202490095789786	-0.721483456125545	1.89603326309154	NA
AH6.5	WBGene00003231	47.1964498288035	22.4999082014951	0.105790579806931	1.06875922715906	0.970623285819019
AH6.6	WBGene00005028	NA	NA	NA	NA	NA
AH6.7	WBGene00005029	0.802762728822052	0.202489987208873	-0.812573258022898	1.98712306498889	NA
AH6.8	WBGene00005030	0.726057666158587	0.38901111034612	0.274277029941717	0.900272777024277	NA
AH9.1	WBGene00014998	15.063207596597	8.42453331264598	0.336189466959925	0.83836034000607	0.89983520389649
AH9.2	WBGene00000797	20.2573038903175	14.8112335267977	0.722799430847825	0.451750376118169	0.67287214765279
AH9.3	WBGene00014999	93.2234383876794	33.5575928641509	-0.299503685403874	1.47405349236987	0.750399478119047
AH9.4	WBGene00015000	9.61392080354379	6.01957284924332	0.499086004438709	0.675463802527285	0.86865782214766
AH9.6	WBGene00044701	66.3076546008834	23.8777621251989	-0.298957988203625	1.47350779516962	0.852769004602197
AH9.7	WBGene00175029	6.6711199624671	1.5733205301701	-0.909566558893749	2.08411636585974	0.784354521990824
B0001.1	WBGene00003010	485.891170917832	305.581284096131	0.505472774839005	0.669077032126988	0.325675152842002
B0001.2	WBGene00007087	178.518494032904	81.9913190947268	0.0520193419499893	1.12253046501601	0.982037142847178
B0001.3	WBGene00007088	339.303028286681	139.233703780669	-0.110516017982721	1.28506582494872	0.860923871895028
B0001.4	WBGene00007089	397.732102693647	161.323011177256	-0.127294966334055	1.30184477330005	0.806079152908083
B0001.5	WBGene00007090	279.277346777567	138.068186518487	0.158232185035874	1.01631762193012	0.802489298255438
B0001.6	WBGene00007091	1748.25621570338	681.397174845496	-0.184798956577985	1.35934876354398	0.834606459643987
B0001.7	WBGene00007092	109.950224706606	39.0739679921281	-0.318021070795437	1.49257087776143	0.865769549989001
B0001.8	WBGene00007093	170.044135182258	64.7660476847619	-0.218049829277236	1.39259963624323	0.777471528718568
B0019.1	WBGene00000138	540.709706614221	219.677359023383	-0.12491826187602	1.29946806884201	0.939118687957199
B0019.2	WBGene00007094	218.611402756265	86.4198140612941	-0.164384814906925	1.33893462187292	0.890937688952835
B0024.1	WBGene00000722	5076.26712775133	2397.26344523074	0.0921702784797205	1.08237952848627	0.979444547412524
B0024.10	WBGene00007100	291.930523421827	125.714004778173	-0.0409298781634435	1.21547968512944	0.9811882234771
B0024.11	WBGene00007101	371.843890966819	116.721636845932	-0.497075243154356	1.67162505012035	0.310642923447769
B0024.12	WBGene00001646	139.597154851141	66.9303161808775	0.114012003653123	1.06053780331287	0.925168991482892
B0024.13	WBGene00007102	176.181759892103	97.4824303602373	0.320699362112001	0.853850444853993	0.685226278621378
B0024.14	WBGene00007103	547.686305485831	232.432053039687	-0.0619909660661509	1.23654077303215	0.967288445679164
B0024.15	WBGene00007104	18.1072474837221	11.2126587954296	0.483110967722563	0.691438839243431	0.860428916693326
B0024.2	WBGene00000723	205.885637725192	79.9476837393092	-0.190165244894308	1.3647150518603	0.956519606646019
B0024.3	WBGene00007096	14.4666986989585	6.27342559794244	-0.030860583889046	1.20541039085504	0.993915594273473
B0024.4	WBGene00007097	59.6102183653849	24.9389286374328	-0.0826103621441689	1.25716016911016	0.99239817788514
B0024.6	WBGene00001533	5.93478171210055	2.94336697486244	0.162822266742602	1.01172754022339	0.976831476838682
B0024.8	WBGene00000491	113.814123703725	46.3744075014202	-0.120729037772623	1.29527884473862	0.935637526968204
B0024.9	WBGene00007099	343.36527931833	157.338453550113	0.0486769526377165	1.12587285432828	0.967615863133766
B0025.1	WBGene00006932	640.923005198622	278.184818230924	-0.0295575598949324	1.20410736686093	0.982037142847178
B0025.2	WBGene00000814	553.433296535912	230.372701938955	-0.0898898628508903	1.26443966981688	0.94097516569743
B0025.4	WBGene00015001	80.0417898732321	31.6640103697699	-0.163359631829496	1.33790943879549	0.918263215534667
B0025.5	WBGene00194700	1.86530919653138	1.57096751754294	0.926788364043891	0.247761442922103	NA
B0034.1	WBGene00015002	80.9028420112724	34.8095530561292	-0.0421572861503016	1.2167070931163	0.991759522410709
B0034.2	WBGene00015003	NA	NA	NA	NA	NA
B0034.3	WBGene00000403	3828.0949980738	1813.63549144527	0.096807703646772	1.07774210331922	0.962102957304788
B0034.4	WBGene00015004	4.28352426492406	0.958862988827233	-0.984851864462401	2.15940167142839	0.829794668770785
B0034.5	WBGene00015005	6.0758408974095	3.52014358624831	0.387099992617173	0.78744981434882	0.916178313337152
B0034.7	WBGene00044394	32.4194678598237	14.9976560829559	0.0624264425648756	1.11212336440112	0.988247386512217
B0035.1	WBGene00007105	870.499845211022	348.423169859936	-0.14645366919175	1.32100347615774	0.788447746016568
B0035.10	WBGene00001919	6.82735276086297	1.59145612807056	-0.926429102590654	2.10097890955665	0.802489298255438
B0035.11	WBGene00007110	381.768692744085	170.267235829873	0.00965185568456805	1.16489795128143	0.99250632651567
B0035.12	WBGene00007111	828.979918902359	297.264679699217	-0.305039291783437	1.47958909874943	0.300771597777603
B0035.13	WBGene00007112	351.330849485459	218.328525875282	0.488220184424238	0.686329622541757	0.0736861390511173
B0035.14	WBGene00001019	737.886574519517	348.500235134075	0.0923103694255791	1.08223943754041	0.856599110683536
B0035.15	WBGene00007113	265.508945668688	99.8235198128622	-0.236758983141474	1.41130879010747	0.762790085968604
B0035.16	WBGene00007114	30.0279913132397	14.283680102868	0.102609565029077	1.07194024193692	0.967615863133766
B0035.18	WBGene00044290	23.0474332803501	13.4604330692203	0.398668542984323	0.775881263981671	0.813479916901368
B0035.2	WBGene00001020	264.928585788212	131.187880509974	0.160580734153713	1.01396907281228	0.90529975057856
B0035.3	WBGene00007106	162.136642007716	68.1865336443428	-0.0751016115657627	1.24965141853176	0.969562875886592
B0035.4	WBGene00007107	425.758756668625	147.459408212668	-0.355168523212408	1.5297183301784	0.447017244736332
B0035.5	WBGene00007108	860.709286928261	255.249967014151	-0.579065453751585	1.75361526071758	0.0488517198106412
B0035.6	WBGene00007109	273.901081662972	82.6410033650484	-0.55417548089412	1.72872528786011	0.595284278466478
B0035.7	WBGene00001921	3.63663847656455	4.45774229548562	1.46825751044368	-0.293707703477689	0.425320407278468
B0035.8	WBGene00001922	7.35883470524548	2.32959239158089	-0.484849973245857	1.65939978021185	0.888976631472369
B0035.9	WBGene00001920	NA	NA	NA	NA	NA
B0041.1	WBGene00015006	0.364199150788395	0.202489142632448	0.327666802090257	0.846883004875737	NA
B0041.2	WBGene00015007	2493.59287366345	1201.11280641775	0.120695522709145	1.05385428425685	0.843390156179811
B0041.3	WBGene00015008	57.9696974053059	31.0320856557569	0.2730115151852	0.901538291780794	0.812853571620633
B0041.4	WBGene00004415	71915.2991175045	32885.8210638582	0.0457167782261989	1.12883302873979	0.945409182970119
B0041.5	WBGene00015009	300.981887018805	149.049225944113	0.160662021249406	1.01388778571659	0.88101181195512
B0041.6	WBGene00015010	64.6843785955123	24.6169354589506	-0.219216360490058	1.39376616745605	0.876742177328364
B0041.7	WBGene00006961	1408.26827434551	550.558391411783	-0.180404898689019	1.35495470565501	0.689044095877535
B0041.8	WBGene00015011	80.0184926378164	35.1173109357126	-0.0136012684270942	1.18815107539309	0.995297649295442
B0047.1	WBGene00015012	2.78751386036526	0.390358417265555	-1.66155788776925	2.83610769473524	NA
B0047.2	WBGene00015013	7.60063547855039	2.45281691644654	-0.457130686317033	1.63168049328303	0.90493243979265
B0047.3	WBGene00015014	13.5689689999733	8.55525271120732	0.509121076998901	0.665428729967094	0.790127540621767
B0047.4	WBGene00015015	NA	NA	NA	NA	NA
B0198.1	WBGene00006646	48.2562476289969	32.0425722858671	0.583824037795095	0.590725769170899	0.535231076332039
B0198.2	WBGene00007115	58.7429624100567	22.2355116583725	-0.22700061296953	1.40155041993552	0.890017507625922
B0198.3	WBGene00007116	205.767141124192	90.6603477851367	-0.00791920952440528	1.1824690164904	0.995297649295442
B0205.1	WBGene00015017	209.200311052467	72.8575070866895	-0.347185652340667	1.52173545930666	0.697818860038982
B0205.10	WBGene00015024	2.12867741092431	1.99731868805396	1.08265701751746	0.0918927894485326	0.871219150592634
B0205.11	WBGene00015025	753.023281102314	293.509432847422	-0.184737792579864	1.35928759954586	0.776011730045838
B0205.12	WBGene00044413	118.171141278858	64.5145313010873	0.301368106740422	0.873181700225572	0.775886925419657
B0205.13	WBGene00044644	37.0506326135663	16.6523278976196	0.0207755029052297	1.15377430406076	0.995297649295442
B0205.14	WBGene00044646	3.88831576675549	0.39058483994561	-2.14088771770113	3.31543752466712	0.694215328603441
B0205.2	WBGene00015018	1.61694048082795	0.398066304711171	-0.847636106295946	2.02218591326194	NA
B0205.3	WBGene00004466	1249.90187648691	530.937783631565	-0.0606503155216631	1.23520012248766	0.955848642075683
B0205.4	WBGene00015019	64.2979203261479	34.3453260599099	0.269891512556056	0.904658294409938	0.888048603656282
B0205.5	WBGene00015020	0.34303847045624	0.405775868880806	1.4168625006412	-0.242312693675209	NA
B0205.6	WBGene00015021	627.487447456674	267.361597059849	-0.0562445357172527	1.23079434268325	0.957635122410649
B0205.7	WBGene00002191	4398.92333419819	1803.25245872807	-0.111999259840654	1.28654906680665	0.843390156179811
B0205.8	WBGene00015022	181.905111817436	81.846222162081	0.0223514532092929	1.1521983537567	0.991183500016162
B0205.9	WBGene00015023	146.703322898123	55.6227031804182	-0.224605977797098	1.39915578476309	0.839149591499897
B0207.1	WBGene00015026	0.44259630048677	0.403014191903426	1.03938905806772	0.135160748898269	NA
B0207.10	WBGene00015033	13.0108382317937	3.35843237059184	-0.779304222173759	1.95385402913975	0.695522408492248
B0207.11	WBGene00015034	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
B0207.12	WBGene00000232	90.6092572604621	38.3602549765595	-0.0654963365832275	1.24004614354922	0.965478463340034
B0207.2	WBGene00015027	7.69114467263911	4.4696115986519	0.391500945781755	0.783048861184238	0.904867418615792
B0207.3	WBGene00001676	18.6516303363183	7.00264842658327	-0.238779372011105	1.4133291789771	0.944534385337959
B0207.4	WBGene00000099	122.403758380528	56.1755258016725	0.0509155787953663	1.12363422817063	0.979121729681095
B0207.5	WBGene00015028	8.5559196033742	2.41246673572989	-0.651864069226631	1.82641387619262	0.849181543415963
B0207.6	WBGene00015029	98.2822443048897	40.527108814815	-0.103493737630252	1.27804354459625	0.956360425846185
B0207.7	WBGene00015030	0.766525474478027	0.202489958919782	-0.745933562458326	1.92048336942432	NA
B0207.8	WBGene00015031	NA	NA	NA	NA	NA
B0207.9	WBGene00015032	0.263507105806824	1.15146809033126	3.30211046683347	-2.12756065986747	NA
B0212.1	WBGene00015035	67.6304851035646	33.1462459810938	0.145721590314238	1.02882821665176	0.969199426722522
B0212.2	WBGene00015036	3.90952236904435	2.59742594743847	0.58464006293028	0.589909744035714	0.912710719252957
B0212.3	WBGene00015037	23.5595929667221	10.0970343947693	-0.0478331868505053	1.2223829938165	0.988812672558119
B0212.4	WBGene00015038	37.9274572257219	15.3420903558821	-0.131197782098511	1.30574758906451	0.958116676432622
B0212.5	WBGene00003889	127.851484197636	30.4015707138604	-0.897701333276932	2.07225114024293	0.129328711758926
B0212.6	WBGene00044111	17.6282046516147	4.05069089458601	-0.947095840300692	2.12164564726669	0.791191567987966
B0213.10	WBGene00015040	14.891611342244	11.7171898433049	0.828676545079303	0.345873261886691	0.611157311568938
B0213.11	WBGene00015041	9.73521701899285	6.23884359208849	0.532615308373029	0.641934498592965	0.842891051168269
B0213.12	WBGene00015042	5.24717910761578	6.34756481884174	1.44921099326493	-0.274661186298934	0.509817405227007
B0213.14	WBGene00015043	134.90175897144	66.9844578778696	0.164538944438079	1.01001086252791	0.910889677633949
B0213.15	WBGene00015044	209.635281188336	83.6682692693257	-0.150579235506856	1.32512904247285	0.960454577336854
B0213.16	WBGene00015045	22.8284976063527	13.1190647033672	0.375378760871376	0.799171046094619	0.904008474117879
B0213.17	WBGene00015046	339.142198862703	225.565727693618	0.586207381711085	0.588342425254909	0.784354521990824
B0213.2	WBGene00003765	749.084128109956	433.197344779923	0.384446453230644	0.79010335373535	0.77803567794507
B0213.3	WBGene00003766	43.3350864576809	20.0772991834841	0.0645794337176502	1.10997037324834	0.986150096885059
B0213.4	WBGene00003767	830.072117362214	344.785565372958	-0.0929875009818259	1.26753730794782	0.978660344643285
B0213.5	WBGene00003768	496.720183066072	157.333521501812	-0.484057477240006	1.658607284206	0.873681063171531
B0213.6	WBGene00003769	831.921614651978	370.007396715261	0.00565631740596166	1.16889348956003	0.999286268267345
B0213.7	WBGene00006142	0.804231735230364	1.86634362661127	2.38908127152257	-1.21453146455658	NA
B0213.8	WBGene00006141	0.363667666571219	0.4064778778806	1.33510598175932	-0.160556174793327	NA
B0213.9	WBGene00006274	0.263508175039686	0.406650233749463	1.8004905296286	-0.625940722662604	NA
B0218.1	WBGene00015047	827.402750359208	364.943777137584	-0.00636572526025251	1.18091553222625	0.997943846665327
B0218.2	WBGene00015048	648.414544007079	399.475299395061	0.475739656239461	0.698810150726533	0.542614031773964
B0218.3	WBGene00004055	275.809158751207	144.174452091761	0.238694981682902	0.935854825283093	0.745456474934403
B0218.5	WBGene00015049	3.39193363828058	0.94651176266819	-0.666865797421729	1.84141560438772	0.915091661017262
B0218.6	WBGene00015050	208.602062488984	86.4238913713502	-0.0967015180561358	1.27125132502213	0.915091661017262
B0218.7	WBGene00015051	0.421623944405952	0.405627828079655	1.11874963747289	0.0558001694931024	NA
B0218.8	WBGene00015052	220.371277313325	54.3950590804904	-0.843838874822251	2.01838868178824	0.362185436637953
B0222.1	WBGene00015053	103.348142590193	45.6563615449888	-0.00407485565637392	1.17862466262237	0.999490578879952
B0222.10	WBGene00015058	0.482161731008205	0.403719701634585	0.918386650092769	0.256163156873225	NA
B0222.11	WBGene00044582	38.0323653083578	17.5786758235539	0.061148539561883	1.11340126740411	0.983760583086962
B0222.2	WBGene00015054	0.90857872594877	0.962125142959308	1.25716283793011	-0.0826130309641199	NA
B0222.3	WBGene00015055	51.6893656143447	23.172580603788	0.0171010290470752	1.15744877791892	0.995433542083296
B0222.4	WBGene00006418	87.6468076264311	38.855893734102	0.000981708427731469	1.17356809853826	0.999490578879952
B0222.5	WBGene00015056	252.073036099875	90.5881145149631	-0.301898315368251	1.47644812233424	0.888895334809706
B0222.6	WBGene00000717	4640.27924762802	2100.81235447519	0.0312854845556496	1.14326432241034	0.988813792183802
B0222.7	WBGene00000718	1969.41934342138	752.228713868903	-0.213977243643278	1.38852705060927	0.969012486863885
B0222.8	WBGene00000599	11503.756102494	4416.07243828282	-0.20671944444915	1.38126925141514	0.902104164181859
B0222.9	WBGene00015057	432.625501392137	249.690104040365	0.381569742674507	0.792980064291486	0.725804872547641
B0228.1	WBGene00015059	173.189873429321	69.1748330030943	-0.149485608761542	1.32403541572754	0.971801554345648
B0228.4	WBGene00015061	8841.63412295458	3349.19668789517	-0.225948124650835	1.40049793161683	0.543312223249715
B0228.5	WBGene00015062	3.18001007107997	4.39210012287045	1.64042941501612	-0.465879608050128	0.38078671506835
B0228.6	WBGene00015063	20.158368983665	11.2557576854191	0.333834067657055	0.840715739308939	0.923273201204252
B0228.7	WBGene00015064	717.762140704432	283.792411264818	-0.164120009764895	1.33866981673089	0.80579172796948
B0228.8	WBGene00015065	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
B0228.9	WBGene00015066	0.198021012298489	0.407015447077675	2.21397983085298	-1.03943002388698	NA
B0238.1	WBGene00015067	91.7947820552241	40.7172488507924	0.00177774484671441	1.17277206211928	0.999490578879952
B0238.10	WBGene00015074	1260.30737845011	499.694689963266	-0.160107038573599	1.33465684553959	0.64033369265641
B0238.11	WBGene00015075	828.164095010436	306.736588395669	-0.258366583609861	1.43291639057586	0.421273678408282
B0238.12	WBGene00015076	70.4979740003871	77.2504737307989	1.30651178984611	-0.131961982880112	0.0128606917607987
B0238.13	WBGene00015077	1.64286247885199	1.09980785635582	0.595589584586142	0.578960222379852	NA
B0238.15	WBGene00044537	0.26350839357044	0.387752854623813	1.7318382923748	-0.557288485408805	NA
B0238.3	WBGene00015068	0.198021012298489	0.407015447077675	2.21397983085298	-1.03943002388698	NA
B0238.5	WBGene00015069	0.361408108905979	0.387753669291757	1.27606136415288	-0.101511557186888	NA
B0238.6	WBGene00015070	1.23165121907257	1.11163266652993	1.02663617317686	0.147913633789136	NA
B0238.7	WBGene00015071	NA	NA	NA	NA	NA
B0238.8	WBGene00015072	0.9382722755989	0.685938914360559	0.722623274586034	0.45192653237996	NA
B0238.9	WBGene00015073	83.7715484647674	34.7568628123316	-0.0946126651184153	1.26916247208441	0.971801554345648
B0240.1	WBGene00004359	41.4669597110056	22.4743867633689	0.290869282729031	0.883680524236963	0.879291933281817
B0240.2	WBGene00007117	2.35225938121387	0.397566614455703	-1.39022882928268	2.56477863624868	NA
B0240.3	WBGene00000907	27.2963922380254	8.11779881163386	-0.574999985492286	1.74954979245828	0.821148036307734
B0240.4	WBGene00007118	572.631600064054	212.143634592428	-0.258016088198829	1.43256589516482	0.784613616265567
B0244.10	WBGene00015085	14.9205889813022	5.76185843684451	-0.19814855881529	1.37269836578128	0.958936718899437
B0244.11	WBGene00015086	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
B0244.2	WBGene00002048	4382.82633791872	1770.68602017023	-0.133003294048452	1.30755310101445	0.955848642075683
B0244.4	WBGene00015079	0.669837429661161	5.23891503999433	4.1419349734655	-2.96738516649951	0.162004009942219
B0244.5	WBGene00015080	6.76178363864	0.202490399239711	-3.88692863547558	5.06147844244158	0.115979547332766
B0244.6	WBGene00015081	10.0479203204688	0.202490586623467	-4.45834847010226	5.63289827706825	0.0585726325753095
B0244.7	WBGene00015082	3.26819997064485	0.667669102490651	-1.11674126933615	2.29129107630214	NA
B0244.8	WBGene00015083	31.5613288767944	12.5271233760989	-0.158552979485567	1.33310278645156	0.960454577336854
B0244.9	WBGene00015084	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
B0250.1	WBGene00004413	33714.1870847712	17389.0995135046	0.219377220371718	0.955172586594277	0.616943126236262
B0250.10	WBGene00007127	NA	NA	NA	NA	NA
B0250.2	WBGene00007119	54.5960951136955	17.2792404845492	-0.485208157035637	1.65975796400163	0.69817618314195
B0250.4	WBGene00007121	35.7141942413333	13.3748072013017	-0.242429670531592	1.41697947749759	0.884175783211444
B0250.5	WBGene00007122	1564.77193690164	675.82104217839	-0.0366894192645234	1.21123922623052	0.973951751126972
B0250.6	WBGene00007123	0.198021012298489	0.407015447077675	2.21397983085298	-1.03943002388698	NA
B0250.8	WBGene00007125	0.975506004336752	1.01153718455852	1.22687650404467	-0.0523266970786791	NA
B0250.9	WBGene00007126	116.430854519498	57.6310610091618	0.159994865247869	1.01455494171812	0.917696315022356
B0252.1	WBGene00015087	35.4434358354098	11.7285823983746	-0.420940007170539	1.59548981413653	0.764670940441159
B0252.2	WBGene00000211	76.93837229505	58.8000187647778	0.786663114071088	0.387886692894905	0.279413464792131
B0252.3	WBGene00015088	116.33050961211	57.3758999138603	0.154837071551552	1.01971273541444	0.906621351044351
B0252.4	WBGene00000886	55.1591536442137	15.1638273498975	-0.688416577819841	1.86296638478584	0.460239414185138
B0252.5	WBGene00015089	6.12228503644752	1.78498587017228	-0.603607753280802	1.7781575602468	0.877376684209284
B0252.8	WBGene00044615	50.331937411501	39.0569165425817	0.808653730982971	0.365896075983023	0.384135806087035
B0261.1	WBGene00015091	656.267050001073	255.685684410435	-0.185361805039976	1.35991161200597	0.627839436690276
B0261.2	WBGene00002583	2328.50705074502	945.662275103217	-0.125458493523855	1.30000830048985	0.772473972461748
B0261.4	WBGene00015092	526.103802143282	199.676425091551	-0.22313365923506	1.39768346620105	0.673400770232358
B0261.5	WBGene00015093	0.362469115362743	0.202489134605383	0.33453622953491	0.840013577431084	NA
B0261.6	WBGene00015094	0.675063163829442	0.401524535440043	0.425015456759063	0.749534350206931	NA
B0261.7	WBGene00015095	202.9087198294	65.1020418122443	-0.465506361218946	1.64005616818494	0.676929257214425
B0261.8	WBGene00015096	340.87125534487	117.852282783311	-0.357697435803096	1.53224724276909	0.666598383919817
B0261.9	WBGene00195057	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
B0272.1	WBGene00006538	142.121580529983	66.8581251957506	0.0865989741813905	1.0879508327846	0.967615863133766
B0272.2	WBGene00007128	53.5734631633948	20.8101138117211	-0.189683897341181	1.36423370430717	0.929786915896857
B0272.3	WBGene00007129	1446.0710452571	719.543927754259	0.167566044033229	1.00698376293276	0.903170866015399
B0272.4	WBGene00007130	325.283007990517	129.842024375249	-0.150388256105184	1.32493806307118	0.908165245588586
B0273.1	WBGene00015097	2.07701841261725	1.2985141516121	0.496897538382455	0.677652268583538	NA
B0273.2	WBGene00004243	7.10281242146404	1.70073798828129	-0.887679678756684	2.06222948572268	0.82496750360623
B0273.3	WBGene00015098	20.048436706581	7.77200627297654	-0.192580968291114	1.36713077525711	0.96582662671693
B0273.4	WBGene00006745	353.433495998574	159.886950310641	0.0301632252849866	1.14438658168101	0.984278126522535
B0280.1	WBGene00015099	228.966518959055	102.847257150358	0.0199164728131477	1.15463333415285	0.990745297108386
B0280.10	WBGene00015105	34.3845555492227	15.8908267823574	0.0609832978473143	1.11356650911868	0.981410574569578
B0280.11	WBGene00015106	0.720652147914015	0.20249008227367	-0.656901996821807	1.8314518037878	NA
B0280.12	WBGene00001613	68.7920532248182	15.3431750560035	-0.990095049847544	2.16464485681354	0.115784158973769
B0280.13	WBGene00015107	113.257663986497	52.1865531238005	0.0566911497230775	1.11785865724292	0.97346900274306
B0280.17	WBGene00044674	0.364199123638282	0.202489142632323	0.327666909638582	0.846882897327411	NA
B0280.2	WBGene00015100	7.18885500348242	6.92608134065653	1.12082713238133	0.0537226745846644	0.528658961588335
B0280.3	WBGene00015101	737.693658131927	280.723593109732	-0.219321707373157	1.39387151433915	0.727504393103752
B0280.4	WBGene00003845	30.2946874369301	18.8415049303822	0.489399188370524	0.68515061859547	0.795809141330099
B0280.5	WBGene00015102	154.44039129752	48.6488070983444	-0.492023973017302	1.6665737799833	0.758033116529631
B0280.7	WBGene00015103	177.183239979596	84.9927424432485	0.114719222685132	1.05983058428086	0.982657614810182
B0280.8	WBGene00003609	303.298514184903	170.473004661353	0.343354675174199	0.831195131791795	0.658084499571903
B0280.9	WBGene00015104	462.667560508541	150.732604509722	-0.443434626653138	1.61798443361913	0.280269848741195
B0281.1	WBGene00015108	0.462165759741841	0.202489540910843	-0.0160131813976222	1.19056298836362	NA
B0281.3	WBGene00015110	107.210960154951	41.9535614596001	-0.179037400686682	1.35358720765268	0.918078199011341
B0281.4	WBGene00015111	0.364199123638282	0.202489142632323	0.327666909638582	0.846882897327411	NA
B0281.5	WBGene00015112	3.51702015691791	5.36837198621083	1.78468084602436	-0.610131039058369	0.502669802956335
B0281.6	WBGene00015113	7.01292828366603	1.27144283060238	-1.28900057381109	2.46355038077708	0.699772339317403
B0281.8	WBGene00015114	0.263507782732927	0.202488597076635	0.79454490080396	0.380004906162034	NA
B0284.1	WBGene00007131	17.4503867465108	10.1062570336292	0.386539574025087	0.788010232940907	0.923474444639602
B0284.2	WBGene00007132	7.17827388082575	11.1849691669704	1.81440221226813	-0.639852405302141	0.610377800411232
B0284.3	WBGene00007133	30.1705149808915	25.5872996529087	0.936838385965141	0.237711421000853	0.235340201087948
B0284.4	WBGene00007134	1.01592107916776	1.11071000684588	1.30324367024967	-0.128693863283675	NA
B0285.1	WBGene00007135	865.201940279341	302.080290546814	-0.343555036262095	1.51810484322809	0.320362309677976
B0285.10	WBGene00000513	2.33447809535339	1.41109277261268	0.448262596641658	0.726287210324336	NA
B0285.3	WBGene00007136	101.383491624609	45.1047415392098	0.00607805776528988	1.1684717492007	0.997695577953645
B0285.4	WBGene00007137	388.531845351966	163.554237568509	-0.0737139054996524	1.24826371246565	0.939118687957199
B0285.5	WBGene00002003	373.498231753163	115.160921901795	-0.522900362618342	1.69745016958433	0.167258014831863
