wbid	N2	sp117
B0281.8	WBGene00015114	0.263507782732927	0.202488597076635
B0284.1	WBGene00007131	17.4503867465108	10.1062570336292
B0284.2	WBGene00007132	7.17827388082575	11.1849691669704
B0284.3	WBGene00007133	30.1705149808915	25.5872996529087
B0284.4	WBGene00007134	1.01592107916776	1.11071000684588
B0285.1	WBGene00007135	865.201940279341	302.080290546814
B0285.10	WBGene00000513	2.33447809535339	1.41109277261268
B0285.3	WBGene00007136	101.383491624609	45.1047415392098
B0285.4	WBGene00007137	388.531845351966	163.554237568509
B0285.5	WBGene00002003	373.498231753163	115.160921901795
B0285.6	WBGene00007138	22.5185472729384	6.65664749004765
B0285.7	WBGene00007139	445.444989563218	260.085594221767
B0285.8	WBGene00000511	86.7800434516422	31.9609826955233
B0285.9	WBGene00000512	192.770153906178	108.07420115838
B0286.1	WBGene00015115	156.012390369462	63.7708274343828
B0286.2	WBGene00002252	238.846538867322	120.724377178387
B0286.3	WBGene00015116	764.023380312813	209.977974379981
B0286.4	WBGene00003825	2397.23928195183	977.875159951827
B0286.5	WBGene00001438	10.7045732125439	4.17334829634687
B0286.6	WBGene00023425	1.20468065430088	0.736189757615873
B0294.1	WBGene00015117	530.684436694063	262.83514658946
B0294.3	WBGene00015118	0.263507782732927	0.202488597076635
B0302.1	WBGene00002207	979.492460049475	587.293971331562
B0302.2	WBGene00015119	0.26350835282102	0.4069044862065
B0302.4	WBGene00015121	0.198020978041697	0.387752117861488
B0302.5	WBGene00015122	418.62186235941	202.192747037497
B0303.11	WBGene00015131	479.492568077892	181.765740192382
B0303.14	WBGene00015132	46.8626693933417	19.4554740526062
B0303.15	WBGene00015133	672.988388408167	275.173934047895
B0303.16	WBGene00044678	1.31483933352214	1.19011797127217
B0303.2	WBGene00015124	112.813840248482	39.9745586819099
B0303.3	WBGene00015125	2509.88585712989	1649.49902097031
B0303.4	WBGene00015126	646.183910932293	318.60616307583
B0303.7	WBGene00015128	364.232076393533	158.514788869407
B0303.8	WBGene00015129	0.60235092183684	0.202489990828806
B0303.9	WBGene00015130	207.832033158093	104.314700428006
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	67.6122015232534	24.9664014062548
B0304.3	WBGene00015135	107.858262969477	32.7640933814879
B0304.4	WBGene00015136	14.3827013479836	8.98249918019226
B0304.5	WBGene00005058	1.32598761213257	1.36626206622234
B0304.6	WBGene00005059	1.02131451980007	0.20249000813288
B0304.7	WBGene00005060	0.486120239219928	0.202489609942065
B0304.8	WBGene00005061	1.23007754202648	0.746613994037232
B0304.9	WBGene00005062	1.14912374030148	0.202490051523274
B0310.1	WBGene00015137	274.432634097305	102.062121964267
B0310.2	WBGene00015138	130.521016667329	65.198204581307
B0310.3	WBGene00015139	129.326590241419	61.2350017130656
B0310.5	WBGene00015141	986.734146123774	325.039407774954
B0310.6	WBGene00015142	9.55618348572432	2.7094630002421
B0331.1	WBGene00007140	1.49715381897439	1.33575541880241
B0331.2	WBGene00007141	33.220380771319	15.4838556111272
B0334.1	WBGene00007142	2559.79290439176	1116.05217522792
B0334.10	WBGene00007148	0.998490626602824	0.202490426470104
B0334.11	WBGene00003868	340.212129610365	168.682168077416
B0334.13	WBGene00007149	33.8709204902144	28.9052411296291
B0334.15	WBGene00195248	1.07935822881875	2.06877638023886
B0334.2	WBGene00006660	42.7134758792185	14.5129915378209
B0334.3	WBGene00007143	3005.77887598375	1310.66442369757
B0334.4	WBGene00007144	167.537325365827	82.1531236237489
B0334.5	WBGene00007145	NA	NA
B0334.6	WBGene00007146	110.062496495147	44.7867327743966
B0334.7	WBGene00005267	2.33721477581379	1.06628924901423
B0334.8	WBGene00000090	337.699986837852	139.521864328337
B0336.1	WBGene00006943	251.525802098561	113.5103018328
B0336.10	WBGene00004435	20112.4605444006	9949.60248991695
B0336.11	WBGene00015148	673.784582327382	257.420259012529
B0336.12	WBGene00015149	0.263508439157607	0.407016795261837
B0336.13	WBGene00015150	95.8437793417175	45.9763192172247
B0336.2	WBGene00000182	6311.75515240521	2970.56461908359
B0336.3	WBGene00015143	1860.40952885124	752.374056561503
B0336.4	WBGene00004348	171.89217854401	74.2126886145654
B0336.5	WBGene00015145	87.3327158490154	39.3628851535921
B0336.6	WBGene00015146	322.38002962049	157.010489494938
B0336.7	WBGene00015147	160.279870643419	69.3880662259772
B0336.8	WBGene00002982	122.424648049327	54.8941085162214
B0336.9	WBGene00006359	366.221144604449	112.007426592028
B0344.2	WBGene00006955	866.705286334868	348.187940179383
B0348.1	WBGene00015151	0.391748128166291	0.202489265558425
B0348.2	WBGene00015152	5.55595028746506	14.011973652671
B0348.4	WBGene00001177	2431.16774652956	942.384735133273
B0348.5	WBGene00015153	82.7174770212837	47.8338474895599
B0348.6	WBGene00002061	1075.03991356177	398.83759477458
B0350.2	WBGene00006780	15214.0520413603	5487.0345561342
B0350.3	WBGene00015154	NA	NA
B0353.1	WBGene00015155	1.53049915801537	0.625451538188991
B0361.10	WBGene00015164	508.495291349105	241.267298232477
B0361.11	WBGene00015165	0.912780904531574	0.401940756374051
B0361.2	WBGene00015156	184.850968171417	61.2325572705012
B0361.3	WBGene00015157	383.723915425523	132.021813474999
B0361.4	WBGene00015158	57.7714886453956	27.048676646254
B0361.5	WBGene00015159	709.147800878991	268.221090245716
B0361.6	WBGene00015160	235.254236437609	73.0190163632727
B0361.7	WBGene00015161	246.152703665564	89.2968188604566
B0361.8	WBGene00015162	328.561405965953	151.334039853935
B0361.9	WBGene00015163	352.855660397046	115.596409597663
B0365.1	WBGene00007150	1244.79151889233	503.470825872755
B0365.3	WBGene00001137	30826.0712041415	15522.9961390087
B0365.5	WBGene00007152	449.620432227124	164.441946268216
B0365.6	WBGene00007153	1781.72910570269	1355.39169021283
B0365.7	WBGene00007154	19.5148295449249	7.76670784632254
B0379.1	WBGene00007155	420.035474953918	209.312412654751
B0379.2	WBGene00007156	0.263508419463251	2.65872916308019
B0379.3	WBGene00003508	668.110343728179	214.446788771462
B0379.4	WBGene00007054	620.539408801296	243.606613539282
B0379.6	WBGene00007158	NA	NA
B0379.7	WBGene00007159	0.610185867933735	0.202489911192594
B0391.10	WBGene00007165	29.4498958008614	4.32369125911156
B0391.11	WBGene00007166	7.4122628690844	5.87978100098927
B0391.12	WBGene00006289	0.263507782732927	0.202488597076635
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	2.82078287817744	0.396499616532668
B0391.5	WBGene00007162	9.26561705315008	3.67930289387379
B0391.6	WBGene00007163	3.62247216633645	2.52141910158359
B0391.9	WBGene00007164	0.364199150788395	0.202489142632448
B0393.1	WBGene00004469	59065.0678914647	28839.4110249062
B0393.2	WBGene00007167	330.057119361917	137.500373368174
B0393.3	WBGene00007168	227.039354480356	91.2355297129437
B0393.4	WBGene00007169	8.91318683447646	0.970720126405472
B0393.5	WBGene00007170	406.749727986219	157.908306986208
B0393.6	WBGene00007171	75.7277104175293	24.1519613080502
B0393.7	WBGene00007172	4.0928881913678	1.25421377923401
B0393.8	WBGene00007173	2.67435821462467	0.202491850032077
B0393.9	WBGene00044636	70.5765073122413	39.3021101809007
B0395.1	WBGene00003729	62.5629679229295	31.1236767574244
B0395.2	WBGene00007174	480.984071018879	357.545710577122
B0395.3	WBGene00007175	1798.67285110602	1050.28667247681
B0399.1	WBGene00007176	403.299119926293	125.85202361673
B0399.2	WBGene00007177	288.485260770781	133.37466664781
B0403.2	WBGene00006712	61.5837111366366	27.1641798806655
B0403.3	WBGene00015167	27.7906285783848	8.85483685327291
B0403.4	WBGene00015168	8245.9472679192	3406.47897244033
B0403.5	WBGene00015169	306.584138141452	150.683571882012
B0403.6	WBGene00043982	17.1868399981495	4.0856970686068
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	74.1051196901045	27.9046642596415
B0410.3	WBGene00015172	396.157444379457	177.037407616986
B0412.1	WBGene00000895	131.69792164903	69.6757587968004
B0412.2	WBGene00000903	972.289884205121	609.492225032334
B0412.3	WBGene00015173	930.131964039997	370.361920774001
B0412.4	WBGene00004498	9558.58261362474	4222.88162935872
B0414.1	WBGene00015175	0.937221871869191	0.202489950170777
B0414.2	WBGene00004393	30.1368643571074	23.3133027237809
B0414.3	WBGene00001856	1377.72502510282	473.726149975331
B0414.5	WBGene00000772	254.619108562167	71.1290958587792
B0414.6	WBGene00001600	102.162656149411	37.1006320905234
B0414.7	WBGene00003472	756.455005821769	343.686139253769
B0414.8	WBGene00015176	295.354392345068	150.864489594175
B0416.1	WBGene00015177	361.591226828854	130.720081636067
B0416.2	WBGene00015178	0.198021120999084	0.830549713452249
B0416.3	WBGene00015179	20.5198393877831	7.59943028750147
B0416.4	WBGene00015180	0.842995100568033	2.64234215219746
B0416.5	WBGene00015181	1441.52917763614	620.9379299606
B0416.6	WBGene00001638	216.187578504476	94.1738092456796
B0416.7	WBGene00015182	30.7085453396638	9.03562430971073
B0432.1	WBGene00015183	1.20201414954538	0.20249052293268
B0432.10	WBGene00015191	77.692122699012	29.0187975633735
B0432.11	WBGene00015192	0.198020978041697	0.387752117861488
B0432.12	WBGene00015193	0.263507782732927	0.202488597076635
B0432.13	WBGene00015194	63.4177137443622	19.2571039097136
B0432.14	WBGene00044640	78.7543928086355	26.6740658120091
B0432.2	WBGene00015184	386.663567253273	169.073120856013
B0432.3	WBGene00015185	390.480058009625	150.684413861537
B0432.4	WBGene00015186	1284.21899921162	622.376818275514
B0432.5	WBGene00000296	62.6986518060974	29.3478262591879
B0432.6	WBGene00015187	62.3278447691357	29.8547669736435
B0432.7	WBGene00015188	97.3637602504221	33.7760000158407
B0432.8	WBGene00015189	3.44205202785774	1.97326279474303
B0432.9	WBGene00015190	31.1190668669956	5.4504829546102
B0454.1	WBGene00002997	104.601402117824	45.5917740467594
B0454.10	WBGene00005542	11.0619178306542	3.48145885174149
B0454.2	WBGene00005543	1.39087254281475	0.907118357079188
B0454.3	WBGene00005540	1.40095550440611	0.627935210584641
B0454.4	WBGene00005541	6.70399576187428	1.55305281803776
B0454.5	WBGene00015196	164.23522503031	66.9064110158278
B0454.6	WBGene00015197	315.446268393894	103.16721590711
B0454.7	WBGene00015198	1.63947231682454	2.27913316248519
B0454.8	WBGene00015199	9.6748439670268	5.04456310485621
B0454.9	WBGene00015200	90.0972872868512	39.7701736345495
B0457.1	WBGene00002251	748.83323197393	339.10875752582
B0457.2	WBGene00007178	183.944526304542	65.4912791796486
B0457.4	WBGene00007179	0.343348300747609	0.404790413472662
B0457.6	WBGene00007180	224.354685981927	108.569449074883
B0462.1	WBGene00007181	3.81055642758907	4.36880753315161
B0462.3	WBGene00007182	0.263507647993389	0.806133188274669
B0462.4	WBGene00007183	10.12766242452	3.87516264441645
B0462.5	WBGene00194695	17.3870861509477	20.4020007785025
B0464.1	WBGene00001094	3661.33644452855	1410.23185492717
B0464.2	WBGene00007184	1305.65813269539	480.421045986556
B0464.3	WBGene00007185	1931.29879489306	952.649083934265
B0464.4	WBGene00000268	581.748048865993	273.525492757526
B0464.5	WBGene00004980	4347.78954201592	1819.54792789124
B0464.6	WBGene00007186	575.267008349096	224.048610795636
B0464.7	WBGene00000235	698.965709145395	318.19414103276
B0464.8	WBGene00007187	70.8360771987506	31.8442669915508
B0464.9	WBGene00007188	132.169532963066	49.0620318304904
B0478.1	WBGene00002178	135.548368398585	45.4696335245665
B0478.3	WBGene00015202	29.784396928833	17.3180046427595
B0491.1	WBGene00007189	160.878921269877	89.7732221738952
B0491.2	WBGene00005016	14603.1632292634	6435.24493001584
B0491.3	WBGene00007190	2.96805815657456	1.87603012814346
B0491.4	WBGene00007191	33.7887048871221	21.6132791656592
B0491.5	WBGene00007192	4222.9412884693	1853.71970958345
B0491.6	WBGene00007193	312.391918251542	122.995266809668
B0491.7	WBGene00007194	254.487735088596	78.6951155701561
B0491.8	WBGene00000529	214.148082933686	84.366866240563
B0495.1	WBGene00005149	2.15664280209261	2.17770198372966
B0495.10	WBGene00007044	517.459973874504	173.416509407808
B0495.2	WBGene00015203	543.022805103187	216.537431394157
B0495.4	WBGene00003730	925.122077370457	383.536858274966
B0495.5	WBGene00015204	229.875328006899	103.651065092738
B0495.6	WBGene00015205	246.369978209914	120.665155899474
B0495.7	WBGene00015206	2959.31259009583	1299.62244546348
B0495.8	WBGene00015207	329.749121078108	142.485626723222
B0495.9	WBGene00015208	228.814417451598	98.8145212980633
B0496.1	WBGene00015210	0.48506131146056	0.388191033021824
B0496.11	WBGene00194883	16.1082365981641	8.01782710429654
B0496.2	WBGene00015211	0.342673294887143	0.202489039927645
B0496.3	WBGene00006814	1320.44481570676	469.742772442703
B0496.5	WBGene00015214	5.86686099113723	0.685517432681163
B0496.6	WBGene00015215	1.27915978642575	0.764045548550643
B0496.7	WBGene00015216	56.8161657171083	31.4315813805544
B0496.8	WBGene00015217	180.108115223838	80.8281733077125
B0507.1	WBGene00015218	365.462739036795	198.163013454879
B0507.10	WBGene00015227	35.4012214252889	19.5747973180711
