wbid	N2	sp117	N2vssp117.log2.deseq	N2vssp117.log2	N2vssp117.log2.pval
B0001.5	WBGene00007090	573.917245901337	1313.36625543309	0.175612116025019	-1.19435466102194	0.999816266586626
B0001.6	WBGene00007091	2652.54665626193	5936.98319033294	0.143609356080502	-1.16235190107742	0.999816266586626
B0001.7	WBGene00007092	862.306716933476	1435.6103281802	-0.283351360569592	-0.735391184427326	0.999816266586626
B0001.8	WBGene00007093	602.571058280702	976.091990857782	-0.322856806784279	-0.695885738212639	0.999816266586626
B0019.1	WBGene00000138	154.459533899603	326.451961325615	0.0608992412233271	-1.07964178622024	0.999816266586626
B0019.2	WBGene00007094	476.885723708488	1077.54811286274	0.157294243298645	-1.17603678829556	0.999816266586626
B0024.1	WBGene00000722	7.21902765447195	18.9922335941366	0.376790603789367	-1.39553314878628	NA
B0024.10	WBGene00007100	416.134479235625	797.308316021795	-0.08065465759745	-0.938087887399467	0.999816266586626
B0024.11	WBGene00007101	492.5284657835	783.145584589086	-0.34966912738197	-0.669073417614948	0.999816266586626
B0024.12	WBGene00001646	126.431010999134	283.614742127194	0.146839608799484	-1.1655821537964	0.999816266586626
B0024.13	WBGene00007102	289.387054601272	585.614216413801	-0.00179235398028109	-1.01695019101664	0.999816266586626
B0024.14	WBGene00007103	208.297965951813	472.551520456978	0.16308033294722	-1.18182287794414	0.999816266586626
B0024.15	WBGene00007104	2.66555782598255	4.83516495295029	-0.159614916439701	-0.859127628557216	NA
B0024.2	WBGene00000723	7.41996732013959	35.8857903182107	1.25518541086294	-2.27392795585986	NA
B0024.3	WBGene00007096	15.8876457110131	34.5282187790642	0.10112800949316	-1.11987055449008	NA
B0024.4	WBGene00007097	3.25013946347082	74.8781118467811	3.50722798024936	-4.52597052524628	NA
B0024.6	WBGene00001533	2.9883755139712	7.67073117713847	0.341260111529088	-1.36000265652601	NA
B0024.8	WBGene00000491	125.489538075369	169.853613316792	-0.582017729116619	-0.436724815880298	0.999816266586626
B0024.9	WBGene00007099	243.541496177965	318.151042699286	-0.633198304131133	-0.385544240865784	0.542340812340844
B0025.1	WBGene00006932	962.926952946342	2192.00682413231	0.168011479328435	-1.18675402432535	0.999816266586626
B0025.2	WBGene00000814	2010.71028544182	3237.76927555368	-0.331447587513149	-0.687294957483768	0.999816266586626
B0025.4	WBGene00015001	367.981516596116	631.939687048929	-0.238588975007705	-0.780153569989212	0.999816266586626
B0025.5	WBGene00194700	1.7904553298291	4.83526703533628	0.414526496813129	-1.43326904181005	NA
B0034.1	WBGene00015002	36.5731002516566	59.9142260300244	-0.306626875036789	-0.712115669960128	0.999816266586626
B0034.2	WBGene00015003	NA	NA	NA	NA	NA
B0034.3	WBGene00000403	2212.05826643265	3423.17503592658	-0.388796869172032	-0.629945675824886	0.999816266586626
B0034.4	WBGene00015004	0.828935232460353	5.71105807736016	1.76568422229635	-2.78442676729326	NA
B0034.5	WBGene00015005	5.10196957774376	8.91349863404411	-0.213805026789903	-0.804937518207014	NA
B0034.7	WBGene00044394	72.5958176500106	78.7834372823156	-0.900736617470798	-0.118005927526119	0.999816266586626
B0035.1	WBGene00007105	2844.37801803947	5079.82740051279	-0.182076278210585	-0.836666266786331	0.999816266586626
B0035.10	WBGene00001919	12.2424792418679	12.8879934902054	-0.944610624393072	-0.0741319206038457	NA
B0035.11	WBGene00007110	1276.78964602181	2168.66327743708	-0.254457335360931	-0.764285209635987	0.999816266586626
B0035.12	WBGene00007111	521.434126304837	904.242467221871	-0.224517876456039	-0.794224668540879	0.999816266586626
B0035.13	WBGene00007112	15.8315221872543	13.6817573562765	-1.22928897162789	0.210546426630968	NA
B0035.14	WBGene00001019	859.166190609641	1810.32385519708	0.056496136699119	-1.07523868169604	0.999816266586626
B0035.15	WBGene00007113	174.935519351037	396.386748776936	0.161342941529118	-1.18008548652604	0.999816266586626
B0035.16	WBGene00007114	46.5030509316431	102.063249375464	0.115323657961391	-1.13406620295831	0.999816266586626
B0035.18	WBGene00044290	138.87311766647	185.401282339988	-0.601858679472185	-0.416883865524733	0.999816266586626
B0035.2	WBGene00001020	184.580504310541	455.649936128708	0.284933138999169	-1.30367568399609	0.999816266586626
B0035.3	WBGene00007106	198.004508826511	410.166722968765	0.0319346222314552	-1.05067716722837	0.999816266586626
B0035.4	WBGene00007107	583.322654841641	758.748261662859	-0.639415344951677	-0.37932720004524	0.999816266586626
B0035.5	WBGene00007108	331.028810869669	567.215178654264	-0.241803191932964	-0.776939353063953	0.999816266586626
B0035.6	WBGene00007109	1707.84124641073	2035.57443871573	-0.76548043923986	-0.253262105757058	0.999816266586626
B0035.7	WBGene00001921	13.2053041189731	14.0401836674204	-0.930298263781858	-0.0884442812150591	NA
B0035.8	WBGene00001922	24.2196302994719	21.3383828227465	-1.20146854575753	0.182726000760612	0.999816266586626
B0035.9	WBGene00001920	NA	NA	NA	NA	NA
B0041.1	WBGene00015006	2.90370155861759	3.37097211978001	-0.803471030974907	-0.215271514022011	NA
B0041.2	WBGene00015007	4845.80875239794	9023.44418386881	-0.121801807699135	-0.896940737297782	0.999816266586626
B0041.3	WBGene00015008	161.325057591204	347.730999599385	0.0892586009877087	-1.10800114598463	0.999816266586626
B0041.4	WBGene00004415	13384.6821196819	24499.5102677988	-0.146572510201015	-0.872170034795901	0.999816266586626
B0041.5	WBGene00015009	681.109619541858	1217.34224319808	-0.180966634213962	-0.837775910782956	0.999816266586626
B0041.6	WBGene00015010	77.7771658762926	128.569340508922	-0.29361446632033	-0.725128078676588	0.999816266586626
B0041.7	WBGene00006961	3146.5228924399	7272.93801627189	0.190037296728291	-1.20877984172521	0.999816266586626
B0041.8	WBGene00015011	496.059333752992	801.146411822808	-0.32718931354483	-0.691553231452087	0.999816266586626
B0047.1	WBGene00015012	2.50718060980593	6.89784310329664	0.441336841616874	-1.46007938661379	NA
B0047.2	WBGene00015013	4.17819928066834	10.4934151605681	0.309788536249263	-1.32853108124618	NA
B0047.3	WBGene00015014	9.74520117361909	23.03243744278	0.22216067664856	-1.24090322164548	NA
B0047.4	WBGene00015015	0.272198515863674	0.185674401808112	-1.57062681535291	0.551884270355993	NA
B0198.1	WBGene00006646	125.828732837227	245.81565415389	-0.052627149426842	-0.966115395570076	0.999816266586626
B0198.2	WBGene00007115	29.7178706552301	31.6499750989319	-0.927868928003134	-0.090873616993784	0.999816266586626
B0198.3	WBGene00007116	233.284543028858	524.996462690741	0.151474436879961	-1.17021698187688	0.999816266586626
B0205.1	WBGene00015017	915.471742148158	1491.21234472193	-0.314844096939547	-0.70389844805737	0.999816266586626
B0205.10	WBGene00015024	5.90656426508263	0.52698815182074	-4.50521929990791	3.48647675491099	NA
B0205.11	WBGene00015025	495.474603876602	1110.23204951459	0.145235683255733	-1.16397822825265	0.999816266586626
B0205.12	WBGene00044413	127.093195321056	261.08495725004	0.0198900030161976	-1.03863254801311	0.999816266586626
B0205.13	WBGene00044644	9.77115191793803	5.15345538008893	-1.94173111559576	0.922988570598841	NA
B0205.14	WBGene00044646	0.335689438978246	0.18567492844834	-1.8730906722096	0.854348127212684	NA
B0205.2	WBGene00015018	0.27453100367992	1.77203809083872	1.67162607888449	-2.6903686238814	NA
B0205.3	WBGene00004466	1857.66259261435	2853.90162163237	-0.399295429951822	-0.619447115045095	0.999816266586626
B0205.4	WBGene00015019	41.8930629865344	91.0945581276325	0.101910956992668	-1.12065350198959	0.999816266586626
B0205.5	WBGene00015020	0.274530377284635	0.891358078866182	0.680296771800974	-1.69903931679789	NA
B0205.6	WBGene00015021	342.998448652405	630.046648963965	-0.141485945826712	-0.877256599170206	0.999816266586626
B0205.7	WBGene00002191	7033.91989774073	12050.5674583652	-0.242042271537071	-0.776700273459847	0.999816266586626
B0205.8	WBGene00015022	473.905506655087	744.558605267314	-0.366956559938577	-0.651785985058341	0.999816266586626
B0205.9	WBGene00015023	804.622951359485	1292.09043226983	-0.335420294102202	-0.683322250894715	0.999816266586626
B0207.1	WBGene00015026	0.429207246947737	0.487223077501474	-0.835834511827179	-0.182908033169738	NA
B0207.10	WBGene00015033	1.27505212880268	2.21498302255043	-0.222003135123295	-0.796739409873622	NA
B0207.11	WBGene00015034	0.274528947229789	0.185674423222549	-1.58292572798859	0.564183182991668	NA
B0207.12	WBGene00000232	92.8664401140931	129.182793215908	-0.542557862774923	-0.476184682221994	0.999816266586626
B0207.2	WBGene00015027	5.89796175346744	7.66658766353901	-0.640374423338288	-0.37836812165863	NA
B0207.3	WBGene00001676	7.04032064541599	8.90858084592386	-0.679188055720401	-0.339554489276516	NA
B0207.4	WBGene00000099	1292.54005054547	2276.75351320009	-0.201973419165212	-0.816769125831705	0.999816266586626
B0207.5	WBGene00015028	33.7004791798889	51.4029053636786	-0.409661745068146	-0.609080799928772	0.999816266586626
B0207.6	WBGene00015029	144.721769071762	331.800997579491	0.178293730239522	-1.19703627523644	0.999816266586626
B0207.7	WBGene00015030	0.426877855449904	1.57760847511926	0.867101433248165	-1.88584397824508	NA
B0207.8	WBGene00015031	NA	NA	NA	NA	NA
B0207.9	WBGene00015032	0.350701533487519	0.901482890102473	0.343313825991159	-1.36205637098808	NA
B0212.1	WBGene00015035	45.6998414293344	49.8492304293757	-0.893360471861595	-0.125382073135323	0.999816266586626
B0212.2	WBGene00015036	0.590707639790282	0.185676348040225	-2.68839676331747	1.66965421832056	NA
B0212.3	WBGene00015037	243.668266946395	550.436434624809	0.156915043112639	-1.17565758810956	0.999816266586626
B0212.4	WBGene00015038	22.7511476247627	52.5729958211144	0.189640082539903	-1.20838262753682	0.999816266586626
B0212.5	WBGene00003889	52.4181307276912	72.9591342761907	-0.541719841157527	-0.47702270383939	0.999816266586626
B0212.6	WBGene00044111	10.1355941065159	14.8141998519626	-0.471192495863219	-0.547550049133699	NA
B0213.10	WBGene00015040	0.983707835983512	1.41706208837598	-0.492141373653316	-0.526601171343601	NA
B0213.11	WBGene00015041	6.15662377849444	14.4271854370594	0.209836015017996	-1.22857856001491	NA
B0213.12	WBGene00015042	0.594956968820573	0.536074784320695	-1.16909359628652	0.150351051289601	NA
B0213.14	WBGene00015043	5.63954967916212	8.23492149778989	-0.472567615273348	-0.54617492972357	NA
B0213.15	WBGene00015044	9.49429793641512	24.4352597030821	0.345088664762592	-1.36383120975951	NA
B0213.16	WBGene00015045	0.349058453978505	2.1444166266691	1.60030212297561	-2.61904466797253	NA
B0213.17	WBGene00015046	80.9906877317666	169.390944148689	0.0457862611562526	-1.06452880615317	0.999816266586626
B0213.2	WBGene00003765	5.92478655757867	125.809075172967	3.3895864574391	-4.40832900243601	NA
B0213.3	WBGene00003766	1.07206614505739	2.48092490874916	0.191741603295931	-1.21048414829285	NA
B0213.4	WBGene00003767	136.173201968478	239.162622999024	-0.206193424197172	-0.812549120799745	0.999816266586626
B0213.5	WBGene00003768	66.3844112505273	70.8514285119933	-0.924790103657243	-0.0939524413396742	0.999816266586626
B0213.6	WBGene00003769	510.382019167482	838.245550633898	-0.302947128354416	-0.715795416642501	0.999816266586626
B0213.7	WBGene00006142	0.423595232456344	1.46804500401481	0.774395393682873	-1.79313793867979	NA
B0213.8	WBGene00006141	0.347716978466377	0.185675016874855	-1.92387634885603	0.90513380385911	NA
B0213.9	WBGene00006274	0.218788769083343	0.48559201503367	0.131463470168305	-1.15020601516522	NA
B0218.1	WBGene00015047	161.453372338219	192.408657557239	-0.765686404781304	-0.253056140215614	0.999816266586626
B0218.2	WBGene00015048	61.7597175379082	130.537810536614	0.0609871423455833	-1.0797296873425	0.999816266586626
B0218.3	WBGene00004055	426.588758781427	1199.74368016776	0.473065814229368	-1.49180835922629	0.999816266586626
B0218.5	WBGene00015049	3.82264876805337	3.73219774956751	-1.05328976475309	0.0345472197561721	NA
B0218.6	WBGene00015050	6.31016281188892	9.91455625835697	-0.366871570630889	-0.651870974366029	NA
B0218.7	WBGene00015051	0.972528277241512	0.185672961373482	-3.40771900542835	2.38897646043143	NA
B0218.8	WBGene00015052	6.34592374603831	8.53329483520214	-0.591469834969443	-0.427272710027474	NA
B0222.1	WBGene00015053	9.66658740759306	15.3878683759289	-0.348027721162751	-0.670714823834166	NA
B0222.10	WBGene00015058	0.902887848423953	2.26037142265893	0.30519860916499	-1.32394115416191	NA
B0222.11	WBGene00044582	2.78435887110951	2.68127483003119	-1.07316861179233	0.0544260667954112	NA
B0222.2	WBGene00015054	0.218788862322673	0.559542780854785	0.335966596188859	-1.35470914118578	NA
B0222.3	WBGene00015055	31.0115800729144	54.3476990677701	-0.209330622861424	-0.809411922135493	0.999816266586626
B0222.4	WBGene00006418	30.14762763128	41.7933628143414	-0.547513176703533	-0.471229368293385	0.999816266586626
B0222.5	WBGene00015056	7.28273903118347	12.3681940106537	-0.254660743782787	-0.76408180121413	NA
B0222.6	WBGene00000717	270.977680155395	297.233591086101	-0.885319402262417	-0.133423142734501	0.999816266586626
B0222.7	WBGene00000718	70.9267873237038	202.253102574962	0.493016782510267	-1.51175932750718	0.999816266586626
B0222.8	WBGene00000599	607.08255634634	687.442803159191	-0.83939558205777	-0.179346962939148	0.999816266586626
B0222.9	WBGene00015057	162.19918976779	291.837652367077	-0.17134312871408	-0.847399416282838	0.999816266586626
B0228.1	WBGene00015059	16.1749015259588	41.0438823365959	0.324667727771163	-1.34341027276808	NA
B0228.4	WBGene00015061	2023.96423230279	3479.45599404926	-0.237064578568616	-0.781677966428302	0.999816266586626
B0228.5	WBGene00015062	17.1900288196503	117.370286234313	1.75268080460533	-2.77142334960224	0.999816266586626
B0228.6	WBGene00015063	239.064244227195	746.082304289851	0.623193876870991	-1.64193642186791	0.999816266586626
B0228.7	WBGene00015064	234.010400779281	526.579679500532	0.151336651468178	-1.1700791964651	0.999816266586626
B0228.8	WBGene00015065	NA	NA	NA	NA	NA
B0228.9	WBGene00015066	0.335689438978246	0.18567492844834	-1.8730906722096	0.854348127212684	NA
B0238.1	WBGene00015067	53.6090512159472	98.0570288349813	-0.14759809912774	-0.871144445869178	0.999816266586626
B0238.10	WBGene00015074	1482.37325789017	2636.36452816839	-0.188101440885522	-0.830641104111396	0.999816266586626
B0238.11	WBGene00015075	3415.69877245964	6942.03682958647	0.00443572358765673	-1.02317826858457	0.999816266586626
B0238.12	WBGene00015076	6.74246556606745	26.0561343991513	0.931532367664569	-1.95027491266149	NA
B0238.13	WBGene00015077	0.274528947229789	0.185674423222549	-1.58292572798859	0.564183182991668	NA
B0238.15	WBGene00044537	18.5485184228007	32.8468512732323	-0.194291420850377	-0.824451124146541	NA
B0238.3	WBGene00015068	0.218789493792504	1.46138248534297	1.72097590976165	-2.73971845475857	NA
B0238.5	WBGene00015069	NA	NA	NA	NA	NA
B0238.6	WBGene00015070	0.433204551003278	1.01040050669435	0.203064418441338	-1.22180696343825	NA
B0238.7	WBGene00015071	0.445052874885201	0.185673853132214	-2.27994862475116	1.26120607975424	NA
B0238.8	WBGene00015072	2.46412492655195	3.59343213570073	-0.474455504756028	-0.544287040240889	NA
B0238.9	WBGene00015073	519.002430295374	914.919895138694	-0.200838403940385	-0.817904141056533	0.999816266586626
B0240.1	WBGene00004359	14.607411682727	38.0867575028852	0.363846358319147	-1.38258890331606	NA
B0240.2	WBGene00007117	2.22358983150535	4.8654320798348	0.110934695997899	-1.12967724099482	NA
B0240.3	WBGene00000907	56.1702583637559	88.5369132966159	-0.362269906859156	-0.656472638137761	0.999816266586626
B0240.4	WBGene00007118	2064.9376559192	3132.60672963072	-0.417477106015218	-0.6012654389817	0.999816266586626
B0244.10	WBGene00015085	8.90693676708227	15.314597659726	-0.236836336676511	-0.781906208320407	NA
B0244.11	WBGene00015086	0.353108834334385	0.487659250932126	-0.552982035901986	-0.465760509094931	NA
B0244.2	WBGene00002048	1040.06763315294	1652.11967161378	-0.351101699038612	-0.667640845958306	0.999816266586626
B0244.4	WBGene00015079	1.58649669870637	24.3192611792903	2.91944043097249	-3.9381829759694	NA
B0244.5	WBGene00015080	2.35427068787771	0.530186840134896	-3.16944998584419	2.15070744084728	NA
B0244.6	WBGene00015081	5.90618351014928	0.525978861977347	-4.50789200111781	3.48914945612089	NA
B0244.7	WBGene00015082	1.32683990135849	3.70893192983619	0.464266941951847	-1.48300948694876	NA
B0244.8	WBGene00015083	79.4226694376599	155.921012074966	-0.0455499413300328	-0.973192603666885	0.999816266586626
B0244.9	WBGene00015084	NA	NA	NA	NA	NA
B0250.1	WBGene00004413	6871.15776127476	12136.8760642955	-0.197970526594494	-0.820772018402423	0.999816266586626
B0250.10	WBGene00007127	0.274528947229789	0.185674423222549	-1.58292572798859	0.564183182991668	NA
B0250.2	WBGene00007119	73.256427317727	119.717377414695	-0.310137213360806	-0.708605331636111	0.999816266586626
B0250.4	WBGene00007121	252.089374350265	520.02170215169	0.0258939783346296	-1.04463652333155	0.999816266586626
B0250.5	WBGene00007122	742.129179768937	1143.765562304	-0.39469341044543	-0.624049134551488	0.999816266586626
B0250.6	WBGene00007123	0.272198515863674	0.185674401808112	-1.57062681535291	0.551884270355993	NA
B0250.8	WBGene00007125	0.93479029665694	1.56056806816178	-0.279385923336112	-0.739356621660805	NA
B0250.9	WBGene00007126	65.1601276328823	59.4411851528302	-1.15126909378425	0.132526548787332	0.999816266586626
B0252.1	WBGene00015087	13.089019957239	25.7737540795864	-0.0411969358279299	-0.977545609168987	NA
B0252.2	WBGene00000211	293.429155105273	507.333028881422	-0.228821681990027	-0.78992086300689	0.999816266586626
B0252.3	WBGene00015088	58.5324238730049	70.7983151611405	-0.744263540164596	-0.274479004832321	0.999816266586626
B0252.4	WBGene00000886	289.804390948948	452.680701590588	-0.375328195144555	-0.643414349852363	0.999816266586626
B0252.5	WBGene00015089	0.859845017162119	0.185673068232351	-3.23005462115991	2.211312076163	NA
B0252.8	WBGene00044615	5.9392526409088	10.0014414243749	-0.266887914075625	-0.751854630921293	NA
B0261.1	WBGene00015091	1170.97513148972	2114.32126037734	-0.166258378456171	-0.852484166540746	0.999816266586626
B0261.2	WBGene00002583	4101.59129063163	6997.96611874859	-0.247990604748726	-0.770751940248191	0.999816266586626
B0261.4	WBGene00015092	324.310197603587	542.681047435084	-0.276012408625964	-0.742730136370953	0.999816266586626
B0261.5	WBGene00015093	0.489061686956304	1.46709182849757	0.566128276659921	-1.58487082165684	NA
B0261.6	WBGene00015094	1.09657863350719	1.06288078841446	-1.06377201876295	0.0450294737660374	NA
B0261.7	WBGene00015095	628.80945335722	1103.45713460562	-0.207406769847154	-0.811335775149764	0.999816266586626
B0261.8	WBGene00015096	374.707136245925	920.876274273277	0.278501335005029	-1.29724388000195	0.999816266586626
B0261.9	WBGene00195057	0.658658791689627	2.38929344935832	0.84023831194477	-1.85898085694169	NA
B0272.1	WBGene00006538	453.60033332077	1073.28824845234	0.223801436062688	-1.24254398105961	0.999816266586626
B0272.2	WBGene00007128	201.634686755747	322.065589482874	-0.34313186192055	-0.675610683076367	0.999816266586626
B0272.3	WBGene00007129	1381.12452705644	2124.8283970072	-0.397239616282068	-0.621502928714849	0.999816266586626
B0272.4	WBGene00007130	186.254238759398	286.691135653526	-0.396518505827023	-0.622224039169895	0.999816266586626
B0273.1	WBGene00015097	6.10551953063981	4.50632263873923	-1.4569059974191	0.438163452422187	NA
B0273.2	WBGene00004243	406.945025821459	634.528105144947	-0.377892392312955	-0.640850152683963	0.999816266586626
B0273.3	WBGene00015098	26.0718417086536	14.8904567612647	-1.82684703417181	0.808104489174897	0.744683377279171
B0273.4	WBGene00006745	898.311598620976	2128.93227454616	0.226099644032451	-1.24484218902937	0.999816266586626
B0280.1	WBGene00015099	227.685952627548	481.739706159692	0.0624660089398707	-1.08120855393679	0.999816266586626
B0280.10	WBGene00015105	90.0657390771965	195.283761538773	0.0977791289044961	-1.11652167390141	0.999816266586626
B0280.11	WBGene00015106	0.444952188389833	0.531318480060346	-0.762815974167313	-0.255926570829604	NA
B0280.12	WBGene00001613	41.9814091786233	63.9013099276722	-0.412647633381174	-0.606094911615743	0.999816266586626
B0280.13	WBGene00015107	36.1097663258208	65.3950128398724	-0.161951012334792	-0.856791532662125	0.999816266586626
B0280.17	WBGene00044674	1.29706677543903	1.00946337985301	-1.38040672396102	0.361664178964101	NA
B0280.2	WBGene00015100	4.57905100941655	8.83664537903051	-0.0702923924413801	-0.948450152555538	NA
B0280.3	WBGene00015101	405.442340893595	695.811153273639	-0.239543499925354	-0.779199045071564	0.999816266586626
B0280.4	WBGene00003845	44.8015913447583	139.672495717461	0.621683525889437	-1.64042607088635	0.999816266586626
B0280.5	WBGene00015102	348.67936773634	399.751373054345	-0.821540554584193	-0.197201990412723	0.999816266586626
B0280.7	WBGene00015103	22.0968186131295	26.332049468739	-0.76576140452288	-0.252981140474038	0.999816266586626
B0280.8	WBGene00003609	380.81778823275	728.248236545727	-0.0834131115065443	-0.935329433490373	0.999816266586626
B0280.9	WBGene00015104	694.571178697483	1209.59814907236	-0.218409160231722	-0.800333384765195	0.999816266586626
B0281.1	WBGene00015108	0.348352063947831	0.487548084105624	-0.533744145405998	-0.48499839959092	NA
B0281.3	WBGene00015110	2.47540284235432	8.52400245527421	0.765125137933588	-1.78386768293051	NA
B0281.4	WBGene00015111	4.45839179211227	2.94607441778211	-1.61647207424767	0.597729529250752	NA
B0281.5	WBGene00015112	1721.05416723877	3124.56982268754	-0.158377470042297	-0.860365074954621	0.999816266586626
B0281.6	WBGene00015113	0.931806916968663	4.30614204102072	1.18955041858824	-2.20829296358515	NA
B0281.8	WBGene00015114	NA	NA	NA	NA	NA
B0284.1	WBGene00007131	11.0215426865743	77.0372544857576	1.78648757096998	-2.8052301159669	NA
B0284.2	WBGene00007132	15.4443215668654	52.510139158116	0.746776975868875	-1.76551952086579	NA
B0284.3	WBGene00007133	320.819950376653	846.787667833517	0.381493854437024	-1.40023639943394	0.999816266586626
B0284.4	WBGene00007134	0.786584626248358	0.896625455514464	-0.829839075567475	-0.188903469429443	NA
B0285.1	WBGene00007135	2093.64332490009	3350.72532740544	-0.340284801473342	-0.678457743523575	0.999816266586626
B0285.10	WBGene00000513	1.76300454675737	4.61484433693674	0.369503244879163	-1.38824578987608	NA
B0285.3	WBGene00007136	455.931659413884	943.772371268726	0.0308788006078516	-1.04962134560477	0.999816266586626
B0285.4	WBGene00007137	517.960337406732	905.39283047141	-0.213040291006374	-0.805702253990543	0.999816266586626
B0285.5	WBGene00002003	1274.83252888225	2236.87684031661	-0.20756445621883	-0.811178088778088	0.999816266586626
B0285.6	WBGene00007138	2.0662655774823	3.49778760256099	-0.259325554348475	-0.759416990648442	NA
B0285.7	WBGene00007139	3298.20992364849	9036.50753690858	0.435339531215763	-1.45408207621268	0.999816266586626
