wbid	N2	sp117
B0001.2	WBGene00007087	246.139452620294	518.911158118697
B0001.3	WBGene00007088	460.548909920852	989.883943934126
B0001.4	WBGene00007089	508.962872641892	865.260298907184
B0001.5	WBGene00007090	573.917245901337	1313.36625543309
B0001.6	WBGene00007091	2652.54665626193	5936.98319033294
B0001.7	WBGene00007092	862.306716933476	1435.6103281802
B0001.8	WBGene00007093	602.571058280702	976.091990857782
B0019.1	WBGene00000138	154.459533899603	326.451961325615
B0019.2	WBGene00007094	476.885723708488	1077.54811286274
B0024.1	WBGene00000722	7.21902765447195	18.9922335941366
B0024.10	WBGene00007100	416.134479235625	797.308316021795
B0024.11	WBGene00007101	492.5284657835	783.145584589086
B0024.12	WBGene00001646	126.431010999134	283.614742127194
B0024.13	WBGene00007102	289.387054601272	585.614216413801
B0024.14	WBGene00007103	208.297965951813	472.551520456978
B0024.15	WBGene00007104	2.66555782598255	4.83516495295029
B0024.2	WBGene00000723	7.41996732013959	35.8857903182107
B0024.3	WBGene00007096	15.8876457110131	34.5282187790642
B0024.4	WBGene00007097	3.25013946347082	74.8781118467811
B0024.6	WBGene00001533	2.9883755139712	7.67073117713847
B0024.8	WBGene00000491	125.489538075369	169.853613316792
B0024.9	WBGene00007099	243.541496177965	318.151042699286
B0025.1	WBGene00006932	962.926952946342	2192.00682413231
B0025.2	WBGene00000814	2010.71028544182	3237.76927555368
B0025.4	WBGene00015001	367.981516596116	631.939687048929
B0025.5	WBGene00194700	1.7904553298291	4.83526703533628
B0034.1	WBGene00015002	36.5731002516566	59.9142260300244
B0034.2	WBGene00015003	NA	NA
B0034.3	WBGene00000403	2212.05826643265	3423.17503592658
B0034.4	WBGene00015004	0.828935232460353	5.71105807736016
B0034.5	WBGene00015005	5.10196957774376	8.91349863404411
B0034.7	WBGene00044394	72.5958176500106	78.7834372823156
B0035.1	WBGene00007105	2844.37801803947	5079.82740051279
B0035.10	WBGene00001919	12.2424792418679	12.8879934902054
B0035.11	WBGene00007110	1276.78964602181	2168.66327743708
B0035.12	WBGene00007111	521.434126304837	904.242467221871
B0035.13	WBGene00007112	15.8315221872543	13.6817573562765
B0035.14	WBGene00001019	859.166190609641	1810.32385519708
B0035.15	WBGene00007113	174.935519351037	396.386748776936
B0035.16	WBGene00007114	46.5030509316431	102.063249375464
B0035.18	WBGene00044290	138.87311766647	185.401282339988
B0035.2	WBGene00001020	184.580504310541	455.649936128708
B0035.3	WBGene00007106	198.004508826511	410.166722968765
B0035.4	WBGene00007107	583.322654841641	758.748261662859
B0035.5	WBGene00007108	331.028810869669	567.215178654264
B0035.6	WBGene00007109	1707.84124641073	2035.57443871573
B0035.7	WBGene00001921	13.2053041189731	14.0401836674204
B0035.8	WBGene00001922	24.2196302994719	21.3383828227465
B0035.9	WBGene00001920	NA	NA
B0041.1	WBGene00015006	2.90370155861759	3.37097211978001
B0041.2	WBGene00015007	4845.80875239794	9023.44418386881
B0041.3	WBGene00015008	161.325057591204	347.730999599385
B0041.4	WBGene00004415	13384.6821196819	24499.5102677988
B0041.5	WBGene00015009	681.109619541858	1217.34224319808
B0041.6	WBGene00015010	77.7771658762926	128.569340508922
B0041.7	WBGene00006961	3146.5228924399	7272.93801627189
B0041.8	WBGene00015011	496.059333752992	801.146411822808
B0047.1	WBGene00015012	2.50718060980593	6.89784310329664
B0047.2	WBGene00015013	4.17819928066834	10.4934151605681
B0047.3	WBGene00015014	9.74520117361909	23.03243744278
B0047.4	WBGene00015015	0.272198515863674	0.185674401808112
B0198.1	WBGene00006646	125.828732837227	245.81565415389
B0198.2	WBGene00007115	29.7178706552301	31.6499750989319
B0198.3	WBGene00007116	233.284543028858	524.996462690741
B0205.1	WBGene00015017	915.471742148158	1491.21234472193
B0205.10	WBGene00015024	5.90656426508263	0.52698815182074
B0205.11	WBGene00015025	495.474603876602	1110.23204951459
B0205.12	WBGene00044413	127.093195321056	261.08495725004
B0205.13	WBGene00044644	9.77115191793803	5.15345538008893
B0205.14	WBGene00044646	0.335689438978246	0.18567492844834
B0205.2	WBGene00015018	0.27453100367992	1.77203809083872
B0205.3	WBGene00004466	1857.66259261435	2853.90162163237
B0205.4	WBGene00015019	41.8930629865344	91.0945581276325
B0205.5	WBGene00015020	0.274530377284635	0.891358078866182
B0205.6	WBGene00015021	342.998448652405	630.046648963965
B0205.7	WBGene00002191	7033.91989774073	12050.5674583652
B0205.8	WBGene00015022	473.905506655087	744.558605267314
B0205.9	WBGene00015023	804.622951359485	1292.09043226983
B0207.1	WBGene00015026	0.429207246947737	0.487223077501474
B0207.10	WBGene00015033	1.27505212880268	2.21498302255043
B0207.11	WBGene00015034	0.274528947229789	0.185674423222549
B0207.12	WBGene00000232	92.8664401140931	129.182793215908
B0207.2	WBGene00015027	5.89796175346744	7.66658766353901
B0207.3	WBGene00001676	7.04032064541599	8.90858084592386
B0207.4	WBGene00000099	1292.54005054547	2276.75351320009
B0207.5	WBGene00015028	33.7004791798889	51.4029053636786
B0207.6	WBGene00015029	144.721769071762	331.800997579491
B0207.7	WBGene00015030	0.426877855449904	1.57760847511926
B0207.8	WBGene00015031	NA	NA
B0207.9	WBGene00015032	0.350701533487519	0.901482890102473
B0212.1	WBGene00015035	45.6998414293344	49.8492304293757
B0212.2	WBGene00015036	0.590707639790282	0.185676348040225
B0212.3	WBGene00015037	243.668266946395	550.436434624809
B0212.4	WBGene00015038	22.7511476247627	52.5729958211144
B0212.5	WBGene00003889	52.4181307276912	72.9591342761907
B0212.6	WBGene00044111	10.1355941065159	14.8141998519626
B0213.10	WBGene00015040	0.983707835983512	1.41706208837598
B0213.11	WBGene00015041	6.15662377849444	14.4271854370594
B0213.12	WBGene00015042	0.594956968820573	0.536074784320695
B0213.14	WBGene00015043	5.63954967916212	8.23492149778989
B0213.15	WBGene00015044	9.49429793641512	24.4352597030821
B0213.16	WBGene00015045	0.349058453978505	2.1444166266691
B0213.17	WBGene00015046	80.9906877317666	169.390944148689
B0213.2	WBGene00003765	5.92478655757867	125.809075172967
B0213.3	WBGene00003766	1.07206614505739	2.48092490874916
B0213.4	WBGene00003767	136.173201968478	239.162622999024
B0213.5	WBGene00003768	66.3844112505273	70.8514285119933
B0213.6	WBGene00003769	510.382019167482	838.245550633898
B0213.7	WBGene00006142	0.423595232456344	1.46804500401481
B0213.8	WBGene00006141	0.347716978466377	0.185675016874855
B0213.9	WBGene00006274	0.218788769083343	0.48559201503367
B0218.1	WBGene00015047	161.453372338219	192.408657557239
B0218.2	WBGene00015048	61.7597175379082	130.537810536614
B0218.3	WBGene00004055	426.588758781427	1199.74368016776
B0218.5	WBGene00015049	3.82264876805337	3.73219774956751
B0218.6	WBGene00015050	6.31016281188892	9.91455625835697
B0218.7	WBGene00015051	0.972528277241512	0.185672961373482
B0218.8	WBGene00015052	6.34592374603831	8.53329483520214
B0222.1	WBGene00015053	9.66658740759306	15.3878683759289
B0222.10	WBGene00015058	0.902887848423953	2.26037142265893
B0222.11	WBGene00044582	2.78435887110951	2.68127483003119
B0222.2	WBGene00015054	0.218788862322673	0.559542780854785
B0222.3	WBGene00015055	31.0115800729144	54.3476990677701
B0222.4	WBGene00006418	30.14762763128	41.7933628143414
B0222.5	WBGene00015056	7.28273903118347	12.3681940106537
B0222.6	WBGene00000717	270.977680155395	297.233591086101
B0222.7	WBGene00000718	70.9267873237038	202.253102574962
B0222.8	WBGene00000599	607.08255634634	687.442803159191
B0222.9	WBGene00015057	162.19918976779	291.837652367077
B0228.1	WBGene00015059	16.1749015259588	41.0438823365959
B0228.4	WBGene00015061	2023.96423230279	3479.45599404926
B0228.5	WBGene00015062	17.1900288196503	117.370286234313
B0228.6	WBGene00015063	239.064244227195	746.082304289851
B0228.7	WBGene00015064	234.010400779281	526.579679500532
B0228.8	WBGene00015065	NA	NA
B0228.9	WBGene00015066	0.335689438978246	0.18567492844834
B0238.1	WBGene00015067	53.6090512159472	98.0570288349813
B0238.10	WBGene00015074	1482.37325789017	2636.36452816839
B0238.11	WBGene00015075	3415.69877245964	6942.03682958647
B0238.12	WBGene00015076	6.74246556606745	26.0561343991513
B0238.13	WBGene00015077	0.274528947229789	0.185674423222549
B0238.15	WBGene00044537	18.5485184228007	32.8468512732323
B0238.3	WBGene00015068	0.218789493792504	1.46138248534297
B0238.5	WBGene00015069	NA	NA
B0238.6	WBGene00015070	0.433204551003278	1.01040050669435
B0238.7	WBGene00015071	0.445052874885201	0.185673853132214
B0238.8	WBGene00015072	2.46412492655195	3.59343213570073
B0238.9	WBGene00015073	519.002430295374	914.919895138694
B0240.1	WBGene00004359	14.607411682727	38.0867575028852
B0240.2	WBGene00007117	2.22358983150535	4.8654320798348
B0240.3	WBGene00000907	56.1702583637559	88.5369132966159
B0240.4	WBGene00007118	2064.9376559192	3132.60672963072
B0244.10	WBGene00015085	8.90693676708227	15.314597659726
B0244.11	WBGene00015086	0.353108834334385	0.487659250932126
B0244.2	WBGene00002048	1040.06763315294	1652.11967161378
B0244.4	WBGene00015079	1.58649669870637	24.3192611792903
B0244.5	WBGene00015080	2.35427068787771	0.530186840134896
B0244.6	WBGene00015081	5.90618351014928	0.525978861977347
B0244.7	WBGene00015082	1.32683990135849	3.70893192983619
B0244.8	WBGene00015083	79.4226694376599	155.921012074966
B0244.9	WBGene00015084	NA	NA
B0250.1	WBGene00004413	6871.15776127476	12136.8760642955
B0250.10	WBGene00007127	0.274528947229789	0.185674423222549
B0250.2	WBGene00007119	73.256427317727	119.717377414695
B0250.4	WBGene00007121	252.089374350265	520.02170215169
B0250.5	WBGene00007122	742.129179768937	1143.765562304
B0250.6	WBGene00007123	0.272198515863674	0.185674401808112
B0250.8	WBGene00007125	0.93479029665694	1.56056806816178
B0250.9	WBGene00007126	65.1601276328823	59.4411851528302
B0252.1	WBGene00015087	13.089019957239	25.7737540795864
B0252.2	WBGene00000211	293.429155105273	507.333028881422
B0252.3	WBGene00015088	58.5324238730049	70.7983151611405
B0252.4	WBGene00000886	289.804390948948	452.680701590588
B0252.5	WBGene00015089	0.859845017162119	0.185673068232351
B0252.8	WBGene00044615	5.9392526409088	10.0014414243749
B0261.1	WBGene00015091	1170.97513148972	2114.32126037734
B0261.2	WBGene00002583	4101.59129063163	6997.96611874859
B0261.4	WBGene00015092	324.310197603587	542.681047435084
B0261.5	WBGene00015093	0.489061686956304	1.46709182849757
B0261.6	WBGene00015094	1.09657863350719	1.06288078841446
B0261.7	WBGene00015095	628.80945335722	1103.45713460562
B0261.8	WBGene00015096	374.707136245925	920.876274273277
B0261.9	WBGene00195057	0.658658791689627	2.38929344935832
B0272.1	WBGene00006538	453.60033332077	1073.28824845234
B0272.2	WBGene00007128	201.634686755747	322.065589482874
B0272.3	WBGene00007129	1381.12452705644	2124.8283970072
B0272.4	WBGene00007130	186.254238759398	286.691135653526
B0273.1	WBGene00015097	6.10551953063981	4.50632263873923
B0273.2	WBGene00004243	406.945025821459	634.528105144947
B0273.3	WBGene00015098	26.0718417086536	14.8904567612647
B0273.4	WBGene00006745	898.311598620976	2128.93227454616
B0280.1	WBGene00015099	227.685952627548	481.739706159692
B0280.10	WBGene00015105	90.0657390771965	195.283761538773
B0280.11	WBGene00015106	0.444952188389833	0.531318480060346
B0280.12	WBGene00001613	41.9814091786233	63.9013099276722
B0280.13	WBGene00015107	36.1097663258208	65.3950128398724
B0280.17	WBGene00044674	1.29706677543903	1.00946337985301
B0280.2	WBGene00015100	4.57905100941655	8.83664537903051
B0280.3	WBGene00015101	405.442340893595	695.811153273639
B0280.4	WBGene00003845	44.8015913447583	139.672495717461
B0280.5	WBGene00015102	348.67936773634	399.751373054345
B0280.7	WBGene00015103	22.0968186131295	26.332049468739
B0280.8	WBGene00003609	380.81778823275	728.248236545727
B0280.9	WBGene00015104	694.571178697483	1209.59814907236
B0281.1	WBGene00015108	0.348352063947831	0.487548084105624
B0281.3	WBGene00015110	2.47540284235432	8.52400245527421
B0281.4	WBGene00015111	4.45839179211227	2.94607441778211
B0281.5	WBGene00015112	1721.05416723877	3124.56982268754
B0281.6	WBGene00015113	0.931806916968663	4.30614204102072
B0281.8	WBGene00015114	NA	NA
B0284.1	WBGene00007131	11.0215426865743	77.0372544857576
B0284.2	WBGene00007132	15.4443215668654	52.510139158116
B0284.3	WBGene00007133	320.819950376653	846.787667833517
B0284.4	WBGene00007134	0.786584626248358	0.896625455514464
B0285.1	WBGene00007135	2093.64332490009	3350.72532740544
B0285.10	WBGene00000513	1.76300454675737	4.61484433693674
B0285.3	WBGene00007136	455.931659413884	943.772371268726
B0285.4	WBGene00007137	517.960337406732	905.39283047141
B0285.5	WBGene00002003	1274.83252888225	2236.87684031661
B0285.6	WBGene00007138	2.0662655774823	3.49778760256099
B0285.7	WBGene00007139	3298.20992364849	9036.50753690858
B0285.8	WBGene00000511	27.4405323899551	89.7097775622791
B0285.9	WBGene00000512	180.018340084327	289.654621459574
B0286.1	WBGene00015115	256.085431589143	695.302556335928
B0286.2	WBGene00002252	100.068977338486	166.13424354001
B0286.3	WBGene00015116	149.983836307294	139.060864623669
B0286.4	WBGene00003825	4282.34080150039	8301.85318500127
B0286.5	WBGene00001438	4.56988399601511	11.7285485021785
B0286.6	WBGene00023425	0.21878933385974	1.14595544964887
B0294.1	WBGene00015117	13.5157951326424	11.5074347090625
B0294.3	WBGene00015118	NA	NA
B0302.1	WBGene00002207	2467.47938755069	6023.23611799588
B0302.2	WBGene00015119	4.18817060319447	8.35385158213087
B0302.4	WBGene00015121	6.09795359888067	14.5397211844916
B0302.5	WBGene00015122	127.642472427191	308.422273208265
B0303.11	WBGene00015131	75.4331893584611	87.729476726695
B0303.14	WBGene00015132	339.877834560732	449.855066249668
B0303.15	WBGene00015133	393.543877552006	680.314313453323
B0303.16	WBGene00044678	0.435958280073881	0.185675584971259
B0303.2	WBGene00015124	100.196139430936	135.508877304422
B0303.3	WBGene00015125	2636.60496193093	4572.59255323006
B0303.4	WBGene00015126	1190.92792321292	2197.7649284381
B0303.7	WBGene00015128	420.254736349934	687.755491409209
B0303.8	WBGene00015129	127.122934050349	224.542482796927
B0303.9	WBGene00015130	150.334381352843	311.605719756599
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	269.602271667297	448.89705732246
B0304.3	WBGene00015135	99.7018863531037	209.33930140133
B0304.4	WBGene00015136	95.9150223754086	142.722526746447
B0304.5	WBGene00005058	0.866444708906206	0.185675162855746
B0304.6	WBGene00005059	13.6599623296693	20.6729724096328
B0304.7	WBGene00005060	0.274274025630321	1.01545895909123
B0304.8	WBGene00005061	2.34382616623416	4.17879379077077
B0304.9	WBGene00005062	0.726188253708809	0.488833040482915
B0310.1	WBGene00015137	70.3574651344647	151.684330016073
B0310.2	WBGene00015138	1021.56929520079	1462.34188168767
B0310.3	WBGene00015139	2.40693946883141	5.91181501340303
B0310.5	WBGene00015141	155.816239648115	287.015184540002
B0310.6	WBGene00015142	6.27318007510867	2.14742445005198
B0331.1	WBGene00007140	2.01435309852762	0.515192651743727
B0331.2	WBGene00007141	1.40070831680491	8.00811822811202
B0334.1	WBGene00007142	85.5130848072516	189.602517435012
B0334.10	WBGene00007148	0.272199350716497	0.559545541177871
B0334.11	WBGene00003868	651.18168268943	924.038747969301
B0334.13	WBGene00007149	82.4221958540418	74.6256764846673
B0334.15	WBGene00195248	4.37320098937855	5.65628091478664
B0334.2	WBGene00006660	3.75340431665901	6.88295553541669
B0334.3	WBGene00007143	1475.15330453771	2849.73508963058
B0334.4	WBGene00007144	742.72751255373	1423.02625766629
B0334.5	WBGene00007145	0.274528947229789	0.185674423222549
B0334.6	WBGene00007146	63.4659197963868	106.579812532805
B0334.7	WBGene00005267	0.55323009794697	0.487158621380631
B0334.8	WBGene00000090	819.407942513676	1469.44052448618
B0336.1	WBGene00006943	1294.02353609081	2976.79429051175
B0336.10	WBGene00004435	5798.70640016546	8103.93512261937
B0336.11	WBGene00015148	195.510504814252	344.071612666873
B0336.12	WBGene00015149	0.274528947229789	0.185674423222549
B0336.13	WBGene00015150	606.601587581339	1128.89515345944
B0336.2	WBGene00000182	9918.57764468817	17103.7257553322
B0336.3	WBGene00015143	4638.08585662432	8309.07713284257
B0336.4	WBGene00004348	365.134071367961	868.396639225281
B0336.5	WBGene00015145	512.602494253281	852.935091247105
B0336.6	WBGene00015146	903.734091950815	2135.84970334293
B0336.7	WBGene00015147	441.902960893651	763.96203918934
B0336.8	WBGene00002982	429.283422149208	735.018940177913
B0336.9	WBGene00006359	647.929008219185	1270.91971101842
B0344.2	WBGene00006955	507.352026363066	779.744632477298
B0348.1	WBGene00015151	0.218788862322673	0.559542780854785
B0348.2	WBGene00015152	4.88878835036846	19.183440140183
B0348.4	WBGene00001177	1481.86980929356	2005.04296250732
B0348.5	WBGene00015153	36.8182531533455	61.5485911480004
B0348.6	WBGene00002061	1491.53231516994	2281.00702077021
B0350.2	WBGene00006780	14716.3953101344	34530.60217832
B0350.3	WBGene00015154	0.272198515863674	0.185674401808112
B0353.1	WBGene00015155	15.930223846971	15.6608476438027
B0361.10	WBGene00015164	955.167171050313	1252.65202875105
B0361.11	WBGene00015165	1.52644141000824	6.42787372453566
B0361.2	WBGene00015156	490.21690891675	703.631793840712
B0361.3	WBGene00015157	407.77933187	761.782947112496
B0361.4	WBGene00015158	14.8197319415609	18.1820967548434
B0361.5	WBGene00015159	368.805772075326	1141.94722112496
B0361.6	WBGene00015160	477.998401517023	747.940046342927
B0361.7	WBGene00015161	189.756372338644	447.419630994606
B0361.8	WBGene00015162	520.210261981643	824.948187018815
B0361.9	WBGene00015163	175.687883186641	260.549368392708
B0365.1	WBGene00007150	308.654258999261	653.746943749856
B0365.3	WBGene00001137	10491.1810054925	19910.2415506887
B0365.5	WBGene00007152	234.466364768363	404.820059697144
B0365.6	WBGene00007153	70.7835612575119	158.208444862697
B0365.7	WBGene00007154	11.8882597083041	25.693674650532
B0379.1	WBGene00007155	79.1578791960635	102.809518910435
B0379.2	WBGene00007156	0.274528947229789	0.185674423222549
B0379.3	WBGene00003508	4045.48317097081	5758.58731615362
B0379.4	WBGene00007054	398.555088731964	551.529951037896
B0379.6	WBGene00007158	0.274528947229789	0.185674423222549
B0379.7	WBGene00007159	0.852355760050403	4.71351590237594
B0391.10	WBGene00007165	8.49375106753461	37.114552071865
B0391.11	WBGene00007166	6.35919199881575	7.43605323736441
B0391.12	WBGene00006289	0.356367256040022	0.485594369623633
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	0.745591129607116	2.02544705614527
B0391.5	WBGene00007162	82.3013528671347	190.919097886174
B0391.6	WBGene00007163	1.16168459039726	2.57104853617398
B0391.9	WBGene00007164	5.01951980307853	22.8201227257412
B0393.1	WBGene00004469	11070.624852347	20135.7214752071
B0393.2	WBGene00007167	900.707536399803	1769.24006413637
B0393.3	WBGene00007168	3966.40174421805	6644.85577878858
B0393.4	WBGene00007169	14.339805107295	6.95329590096552
B0393.5	WBGene00007170	858.264995346381	1966.51621012808
B0393.6	WBGene00007171	724.82235850183	1229.54878167769
B0393.7	WBGene00007172	1.22192168599342	0.93389730405182
B0393.8	WBGene00007173	0.21878933385974	1.14595544964887
B0393.9	WBGene00044636	17.0358965803957	50.1257975438515
B0395.1	WBGene00003729	52.4940298772601	257.533748854705
B0395.2	WBGene00007174	251.001800160421	735.852523945731
B0395.3	WBGene00007175	1116.09541476984	3387.85416816661
B0399.1	WBGene00007176	79.0265098173008	96.922026693138
B0399.2	WBGene00007177	18.0219891003716	24.4303041307016
B0403.2	WBGene00006712	29.220824342576	47.0759280953355
B0403.3	WBGene00015167	3.27625832513742	4.76836406798327
B0403.4	WBGene00015168	8923.34619674208	18389.9640196281
B0403.5	WBGene00015169	218.993313985961	413.362959639248
B0403.6	WBGene00043982	4.50513218349413	7.96201589167403
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	1392.46957548488	2667.91193146661
B0410.3	WBGene00015172	185.126098054737	99.4538350240038
B0412.1	WBGene00000895	13.1203404072489	38.9947369886875
B0412.2	WBGene00000903	13.1444397527252	45.4591397803486
B0412.3	WBGene00015173	1344.25829660778	2421.77567360188
B0412.4	WBGene00004498	3869.08170012842	5664.2691070531
B0414.1	WBGene00015175	0.73703567277256	0.539681228156853
B0414.2	WBGene00004393	52.9332177012267	125.915951858311
B0414.3	WBGene00001856	7241.89964243575	9009.93488672089
B0414.5	WBGene00000772	1824.9922397722	2400.60362969467
B0414.6	WBGene00001600	443.035565944554	656.382991166281
B0414.7	WBGene00003472	1423.21953828086	3168.995020516
B0414.8	WBGene00015176	367.069165403133	720.793667673656
B0416.1	WBGene00015177	305.841594536229	627.660158917241
B0416.2	WBGene00015178	NA	NA
B0416.3	WBGene00015179	5.78927887791992	13.2055365825925
B0416.4	WBGene00015180	206.513356874491	349.049727199149
B0416.5	WBGene00015181	4583.30493507683	9925.76489419161
B0416.6	WBGene00001638	182.498775811992	427.071742057216
B0416.7	WBGene00015182	1.88596551424883	4.95986218997386
B0432.1	WBGene00015183	2.02804679824372	6.99505863439122
B0432.10	WBGene00015191	240.259931825537	456.444798322987
B0432.11	WBGene00015192	NA	NA
B0432.12	WBGene00015193	0.34981497231246	0.185675031985446
B0432.13	WBGene00015194	227.235014668696	419.274189534034
B0432.14	WBGene00044640	5.3281179992459	9.02582116135636
B0432.2	WBGene00015184	796.982904208265	1144.45368757588
B0432.3	WBGene00015185	173.570276684433	372.627787409057
B0432.4	WBGene00015186	1056.39042646187	1958.38770174533
B0432.5	WBGene00000296	23.1885042621122	26.593016647805
B0432.6	WBGene00015187	236.137048143186	432.286887236231
B0432.7	WBGene00015188	378.655368756622	725.033356417441
B0432.8	WBGene00015189	7.48057070741501	16.2444319571114
B0432.9	WBGene00015190	25.3243583030528	60.5541205078287
B0454.1	WBGene00002997	381.774927477038	703.159466856528
B0454.10	WBGene00005542	2.26988267160645	0.921351377826534
B0454.2	WBGene00005543	1.99111547793754	4.66042663531957
B0454.3	WBGene00005540	0.349036014179459	1.01282560335684
B0454.4	WBGene00005541	0.855519255087668	1.01376216020962
B0454.5	WBGene00015196	7.78161563013208	12.9010835057953
B0454.6	WBGene00015197	80.271608556625	143.175328044377
B0454.7	WBGene00015198	0.41824657754272	0.185673659598009
B0454.8	WBGene00015199	9.48918159927241	94.974784120567
B0454.9	WBGene00015200	318.479466468539	592.74923122923
B0457.1	WBGene00002251	3923.61486876266	8031.356116727
B0457.2	WBGene00007178	38.3658631762079	65.5559097057832
B0457.4	WBGene00007179	0.274528947229789	0.185674423222549
B0457.6	WBGene00007180	119.310335854139	161.813376465904
B0462.1	WBGene00007181	12.0092579178012	32.9415331900677
B0462.3	WBGene00007182	213.643649208552	372.904309451427
B0462.4	WBGene00007183	65.3074255013683	11.7692932733208
B0462.5	WBGene00194695	2.26280256723251	2.20487404538348
B0464.1	WBGene00001094	2089.60575780768	3873.44321557695
B0464.2	WBGene00007184	3762.64642586443	6955.29897099378
B0464.3	WBGene00007185	1000.4367509781	1160.89120107022
B0464.4	WBGene00000268	355.104068466154	719.463643354629
B0464.5	WBGene00004980	4914.0495279932	10178.6515654324
B0464.6	WBGene00007186	2361.1973599603	4043.19764725726
B0464.7	WBGene00000235	2504.55448704677	4003.22976613131
B0464.8	WBGene00007187	490.787938784804	821.472866457046
B0464.9	WBGene00007188	512.734290280725	799.423875528767
B0478.1	WBGene00002178	158.503191174955	266.987986464313
B0478.3	WBGene00015202	5.06535002315151	8.10441199503491
B0491.1	WBGene00007189	308.554134249253	762.660489835016
B0491.2	WBGene00005016	26.5534006478726	15.0378257416073
B0491.3	WBGene00007190	0.941460074872937	0.185673998830472
B0491.4	WBGene00007191	82.1671068330694	142.719578046688
B0491.5	WBGene00007192	3132.37884040572	5355.86104135464
B0491.6	WBGene00007193	475.76488503711	808.70945160317
B0491.7	WBGene00007194	136.009452493291	264.890217309135
B0491.8	WBGene00000529	34.902998518784	37.7446291283717
B0495.1	WBGene00005149	0.454448932849235	3.17146491830311
B0495.10	WBGene00007044	420.37637334006	830.924201706147
B0495.2	WBGene00015203	1077.12639403355	1611.77764318818
B0495.4	WBGene00003730	191.69392255928	435.466866216858
B0495.5	WBGene00015204	245.756724589974	504.702093260994
B0495.6	WBGene00015205	674.573270393227	1391.37930446042
B0495.7	WBGene00015206	3137.38611903037	5328.30045179488
B0495.8	WBGene00015207	1057.92856387755	2198.42717154104
B0495.9	WBGene00015208	265.780778929607	457.38423567202
B0496.1	WBGene00015210	0.274528947229789	0.185674423222549
B0496.11	WBGene00194883	0.444265269635179	1.56510639655645
B0496.2	WBGene00015211	0.356367537026194	0.559549152988727
B0496.3	WBGene00006814	944.574582640474	1805.68743998803
B0496.5	WBGene00015214	2.61493511009401	4.96036621036538
B0496.6	WBGene00015215	0.920453579164091	1.4870727022697
B0496.7	WBGene00015216	114.782320184652	186.026137081621
B0496.8	WBGene00015217	256.696928980235	481.923481543584
B0507.1	WBGene00015218	406.103253717348	738.880261242827
B0507.10	WBGene00015227	11.0512032008788	14.8545077204063
B0507.11	WBGene00006006	0.533838824863881	0.914463796172425
