wbid	N2	ty1916
B0035.16	WBGene00007114	30.0230503689419	6.00000279648126
B0035.18	WBGene00044290	23.1084004123127	5.00000292619181
B0035.2	WBGene00001020	264.865879413673	176.999992601387
B0035.3	WBGene00007106	162.052731979741	84.0000000713712
B0035.4	WBGene00007107	425.722451730097	133.00000441782
B0035.5	WBGene00007108	860.27678118343	320.000008404019
B0035.6	WBGene00007109	273.946511767407	59.0000170261009
B0035.7	WBGene00001921	3.63537671838665	1.00000173056906
B0035.8	WBGene00001922	7.35929765086144	3.9999998570224
B0035.9	WBGene00001920	NA	NA
B0041.1	WBGene00015006	0.364143945517165	0.183939862077015
B0041.2	WBGene00015007	2492.38717628585	1745.99997304139
B0041.3	WBGene00015008	57.9244447354629	34.9999990520914
B0041.4	WBGene00004415	71917.4348098661	30890.0002119232
B0041.5	WBGene00015009	301.046643608047	187.999995589626
B0041.6	WBGene00015010	64.672181256587	46.9999971959167
B0041.7	WBGene00006961	1407.68675247289	827.999995560029
B0041.8	WBGene00015011	80.051434338389	38.0000010343466
B0047.1	WBGene00015012	2.76584560588344	1.00000167004434
B0047.2	WBGene00015013	7.59288467390396	3.99999998113877
B0047.3	WBGene00015014	13.605229654793	7.9999994182777
B0047.4	WBGene00015015	NA	NA
B0198.1	WBGene00006646	48.300742577161	24.0000003591263
B0198.2	WBGene00007115	58.6438547891671	22.0000020470543
B0198.3	WBGene00007116	205.606017613721	262.999980096611
B0205.1	WBGene00015017	209.24662989231	76.0000048483321
B0205.10	WBGene00015024	2.11517368809816	1.00000048669245
B0205.11	WBGene00015025	753.232274444581	222.000010748472
B0205.12	WBGene00044413	118.189244253027	53.0000014105474
B0205.13	WBGene00044644	37.1061257426608	20.9999988765648
B0205.14	WBGene00044646	3.86827775090212	2.0000000484465
B0205.2	WBGene00015018	1.63590345390295	3.99998964320501
B0205.3	WBGene00004466	1249.72432761515	648.00000021986
B0205.4	WBGene00015019	64.3081488725678	38.9999977720785
B0205.5	WBGene00015020	0.342618258094862	0.183939582151135
B0205.6	WBGene00015021	627.310097228962	279.000002189578
B0205.7	WBGene00002191	4398.05193811877	2318.99999880581
B0205.8	WBGene00015022	181.9112854442	80.0000020372765
B0205.9	WBGene00015023	146.73520484781	46.0000038749157
B0207.1	WBGene00015026	0.440803050511034	0.183940390687241
B0207.10	WBGene00015033	13.003280311938	2.00000316919868
B0207.11	WBGene00015034	0.263450659168009	0.183938375067786
B0207.12	WBGene00000232	90.5822121165873	94.9999943523546
B0207.2	WBGene00015027	7.69161081891671	4.00000000696767
B0207.3	WBGene00001676	18.6250732341399	15.9999955712137
B0207.4	WBGene00000099	122.535866725711	119.999988580757
B0207.5	WBGene00015028	8.54782647666121	4.99999946428984
B0207.6	WBGene00015029	98.3123064659721	39.0000021381118
B0207.7	WBGene00015030	0.756734566329263	0.99999475493556
B0207.8	WBGene00015031	NA	NA
B0207.9	WBGene00015032	0.263450659168009	0.183938375067786
B0212.1	WBGene00015035	67.6610725582955	36.9999986688723
B0212.2	WBGene00015036	3.90138283614091	3.99999468240578
B0212.3	WBGene00015037	23.5656023474251	9.00000117205394
B0212.4	WBGene00015038	37.8514485875741	2.00000552434309
B0212.5	WBGene00003889	127.809511676957	70.9999991797872
B0212.6	WBGene00044111	17.6046274008822	10.9999969711966
B0213.10	WBGene00015040	14.8741700528851	4.00000258928357
B0213.11	WBGene00015041	9.74072569029324	9.99999618005845
B0213.12	WBGene00015042	5.30844984691819	12.9999826984173
B0213.14	WBGene00015043	134.745222086315	45.0000045187178
B0213.15	WBGene00015044	209.328296377358	105.000002229455
B0213.16	WBGene00015045	22.7380887242459	3.00000596734576
B0213.17	WBGene00015046	338.443985947091	325.999842467928
B0213.2	WBGene00003765	749.160496668362	222.000042891101
B0213.3	WBGene00003766	43.3262126520915	5.00000549670114
B0213.4	WBGene00003767	828.819750238857	341.000043184909
B0213.5	WBGene00003768	495.350864418105	248.000009687375
B0213.6	WBGene00003769	830.347349057364	285.000060652779
B0213.7	WBGene00006142	0.80964900996758	0.1839417009324
B0213.8	WBGene00006141	0.364143945517165	0.183939862077015
B0213.9	WBGene00006274	0.263450659168009	0.183938375067786
B0218.1	WBGene00015047	826.905835825134	680.999907709874
B0218.2	WBGene00015048	648.089480366564	157.000023780529
B0218.3	WBGene00004055	275.637226930943	153.999999086648
B0218.5	WBGene00015049	3.40307284686188	1.9999995009551
B0218.6	WBGene00015050	208.613489419939	57.0000029441567
B0218.7	WBGene00015051	0.419830259514264	0.183940515816616
B0218.8	WBGene00015052	220.307979845012	52.0000116019506
B0222.1	WBGene00015053	103.17805859761	62.9999961963574
B0222.10	WBGene00015058	0.484012474627379	0.183940616090042
B0222.11	WBGene00044582	37.9775951889915	11.0000027324042
B0222.2	WBGene00015054	0.906847242491948	0.183940892794853
B0222.3	WBGene00015055	51.6725156634264	54.9999827446365
B0222.4	WBGene00006418	87.5837831875528	35.0000026745762
B0222.5	WBGene00015056	252.115734022049	81.0000202143761
B0222.6	WBGene00000717	4642.75219622687	2414.00000074261
B0222.7	WBGene00000718	1970.30095651835	679.000319421688
B0222.8	WBGene00000599	11511.495362477	4950.00025595069
B0222.9	WBGene00015057	432.160904912073	204.000003769632
B0228.1	WBGene00015059	173.117006130634	32.0000331408797
B0228.4	WBGene00015061	8839.71605662772	4018.00002699998
B0228.5	WBGene00015062	3.15103799546212	3.99999469092678
B0228.6	WBGene00015063	20.1668634832839	12.9999977597476
B0228.7	WBGene00015064	717.478972414385	126.000011543282
B0228.8	WBGene00015065	0.263450659168009	0.183938375067786
B0228.9	WBGene00015066	0.19797927748586	1.99987056226777
B0238.1	WBGene00015067	91.6068221816668	65.9999938214708
B0238.10	WBGene00015074	1260.15173150526	536.000003195528
B0238.11	WBGene00015075	827.951772121735	490.99999743702
B0238.12	WBGene00015076	70.5835196585676	32.0000010774451
B0238.13	WBGene00015077	1.63833765260304	0.999999472199838
B0238.15	WBGene00044537	0.263450659168009	0.183938375067786
B0238.3	WBGene00015068	0.197979563899972	2.99978257497815
B0238.5	WBGene00015069	0.361051638122001	0.999964782143957
B0238.6	WBGene00015070	1.22683460555698	0.183941136870358
B0238.7	WBGene00015071	0.19797927748586	1.99987056226777
B0238.8	WBGene00015072	0.936680372078606	0.18394133640481
B0238.9	WBGene00015073	83.8277096900311	16.0000074628309
B0240.1	WBGene00004359	41.4649615975993	11.0000027601893
B0240.2	WBGene00007117	2.34141142824985	0.183941666354906
B0240.3	WBGene00000907	27.3561165593724	20.9999956464916
B0240.4	WBGene00007118	572.781718820591	282.000002597663
B0244.10	WBGene00015085	14.9263350544356	17.999992726909
B0244.11	WBGene00015086	0.263450659168009	0.183938375067786
B0244.2	WBGene00002048	4379.55196411969	2187.00003092315
B0244.4	WBGene00015079	0.641523599741109	0.183942125380496
B0244.5	WBGene00015080	6.77170864802116	19.999984306907
B0244.6	WBGene00015081	10.0389023710677	9.99999426309163
B0244.7	WBGene00015082	3.2663574663374	0.183942040733114
B0244.8	WBGene00015083	31.5542485506735	13.0000016070446
B0244.9	WBGene00015084	0.263450659168009	0.183938375067786
B0250.1	WBGene00004413	33719.6148756893	14262.0001898051
B0250.10	WBGene00007127	NA	NA
B0250.2	WBGene00007119	54.547599662363	20.0000022427004
B0250.4	WBGene00007121	35.7086420508008	25.9999982512435
B0250.5	WBGene00007122	1564.91931756506	413.000019570789
B0250.6	WBGene00007123	NA	NA
B0250.8	WBGene00007125	0.977663814261038	0.999997106054625
B0250.9	WBGene00007126	116.335280996759	57.000000694272
B0252.1	WBGene00015087	35.4424260010357	15.0000009516736
B0252.2	WBGene00000211	76.8982358051941	52.9999965498355
B0252.3	WBGene00015088	116.302425158734	44.0000025320484
B0252.4	WBGene00000886	55.2070386633616	21.0000018239311
B0252.5	WBGene00015089	6.10382848605169	2.00000134561623
B0252.8	WBGene00044615	50.2813920525783	15.0000035637118
B0261.1	WBGene00015091	655.761235784631	328.000000541454
B0261.2	WBGene00002583	2328.2448165964	1322.99999715963
B0261.4	WBGene00015092	526.12034022579	166.000006321307
B0261.5	WBGene00015093	0.362305519755568	0.183939838824661
B0261.6	WBGene00015094	0.680961436984002	0.999994329087898
B0261.7	WBGene00015095	202.968246343649	24.0000117794424
B0261.8	WBGene00015096	340.957651360061	164.000001646988
B0261.9	WBGene00195057	0.263450659168009	0.183938375067786
B0272.1	WBGene00006538	142.089215465618	84.9999977234451
B0272.2	WBGene00007128	53.567787852467	32.9999986521476
B0272.3	WBGene00007129	1446.2127220322	527.000025015288
B0272.4	WBGene00007130	325.302722987881	116.000007382764
B0273.1	WBGene00015097	2.06447275089797	1.99999754523095
B0273.2	WBGene00004243	7.10756027756798	3.00000105265475
B0273.3	WBGene00015098	20.1111744550584	0.183943407940644
B0273.4	WBGene00006745	353.100797285584	226.999995489888
B0280.1	WBGene00015099	228.997339902412	120.999999849781
B0280.10	WBGene00015105	34.3361893083801	28.9999973149814
B0280.11	WBGene00015106	0.711908360600417	0.183941497304445
B0280.12	WBGene00001613	68.7452268539263	50.9999969599515
B0280.13	WBGene00015107	113.080114463824	50.0000013093116
B0280.17	WBGene00044674	0.36414391667388	0.183939862076651
B0280.2	WBGene00015100	7.19147536757674	4.99999866819479
B0280.3	WBGene00015101	737.529866717582	199.000011346829
B0280.4	WBGene00003845	30.3042791998322	11.0000023424539
B0280.5	WBGene00015102	154.494909879954	18.0000153184766
B0280.7	WBGene00015103	177.08916664396	114.999969756591
B0280.8	WBGene00003609	303.275123075078	136.000003017361
B0280.9	WBGene00015104	462.703912045743	167.000004428981
B0281.1	WBGene00015108	0.46122632715763	0.183940447753357
B0281.3	WBGene00015110	107.342322556202	62.9999986676644
B0281.4	WBGene00015111	0.36414391667388	0.183939862076651
B0281.5	WBGene00015112	3.5235324732162	0.183942329611479
B0281.6	WBGene00015113	7.02523142260868	3.99999954386146
B0281.8	WBGene00015114	0.263451919468243	0.999959561979177
B0284.1	WBGene00007131	17.4138319165914	15.9999897690027
B0284.2	WBGene00007132	7.17087157923722	5.99998939429689
B0284.3	WBGene00007133	30.1927679743299	41.9999904895769
B0284.4	WBGene00007134	1.03132116170052	1.99998821285396
B0285.1	WBGene00007135	864.767290600839	547.999993613707
B0285.10	WBGene00000513	2.3344983286618	5.99998413332048
B0285.3	WBGene00007136	101.431710276477	36.0000025420626
B0285.4	WBGene00007137	388.537525010535	126.0000038696
B0285.5	WBGene00002003	373.296925366751	176.000001071776
B0285.6	WBGene00007138	22.5195519436073	15.9999986141015
B0285.7	WBGene00007139	445.083556468313	472.999933330191
B0285.8	WBGene00000511	86.7397063705612	32.0000020723326
B0285.9	WBGene00000512	192.827569930638	49.0000190739347
B0286.1	WBGene00015115	156.001285573029	99.9999961639949
B0286.2	WBGene00002252	238.734371855832	151.999990238515
B0286.3	WBGene00015116	763.766048622131	233.000027291071
B0286.4	WBGene00003825	2397.00494160857	1044.00000781101
B0286.5	WBGene00001438	10.6811671248218	1.00000510364191
B0286.6	WBGene00023425	1.2102814174429	0.183941409353804
B0294.1	WBGene00015117	530.244204239944	503.999703520396
B0294.3	WBGene00015118	0.263450659168009	0.183938375067786
B0302.1	WBGene00002207	979.425212139445	991.999934090096
B0302.2	WBGene00015119	0.263452250697576	0.999954532694875
B0302.4	WBGene00015121	NA	NA
B0302.5	WBGene00015122	418.51159727965	229.999999528506
B0303.11	WBGene00015131	479.296283575107	235.000002512235
B0303.14	WBGene00015132	46.8571683539335	37.9999969712385
B0303.15	WBGene00015133	672.982813666513	264.000009124724
B0303.16	WBGene00044678	1.31230576483938	1.99999347658095
B0303.2	WBGene00015124	112.755824045228	38.0000018019803
B0303.3	WBGene00015125	2508.90420340351	946.000024946627
B0303.4	WBGene00015126	645.933446599895	250.00000593091
B0303.7	WBGene00015128	364.138491844683	160.000002504819
B0303.8	WBGene00015129	0.599392040324255	0.99998775770322
B0303.9	WBGene00015130	207.813681953724	102.000000399838
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	67.5472894160046	5.0000055542049
B0304.3	WBGene00015135	107.850114155037	50.0000006693235
B0304.4	WBGene00015136	14.3882652589856	0.183942981214902
B0304.5	WBGene00005058	1.31090101719449	0.183941603041732
B0304.6	WBGene00005059	1.0185635594493	2.99998650570813
B0304.7	WBGene00005060	0.483633460321277	0.183940574588947
B0304.8	WBGene00005061	1.20778795514607	0.183941718724875
B0304.9	WBGene00005062	1.14673520940346	0.999997833611336
B0310.1	WBGene00015137	274.520259182913	87.0000063694947
B0310.2	WBGene00015138	130.522505187532	63.00000149471
B0310.3	WBGene00015139	129.142741108524	19.00001044371
B0310.5	WBGene00015141	986.702270825162	409.000011884873
B0310.6	WBGene00015142	9.51199102383588	12.999993477442
B0331.1	WBGene00007140	1.50399934457476	3.99998595170984
B0331.2	WBGene00007141	33.1991880980459	12.0000026489092
B0334.1	WBGene00007142	2560.0455399214	1219.00002913577
B0334.10	WBGene00007148	0.980997925486207	0.183942269608918
B0334.11	WBGene00003868	340.028019946474	183.999999506956
B0334.13	WBGene00007149	33.92515892802	76.9999495251148
B0334.15	WBGene00195248	1.08011270147698	3.99997415586073
B0334.2	WBGene00006660	42.6666882349972	12.0000038147652
B0334.3	WBGene00007143	3005.13005588867	1121.00003603413
B0334.4	WBGene00007144	167.500887973213	122.999996136012
B0334.5	WBGene00007145	NA	NA
B0334.6	WBGene00007146	110.030761266398	58.9999991642614
B0334.7	WBGene00005267	2.33854158404889	1.99999773013285
B0334.8	WBGene00000090	337.629674469487	202.999997226245
B0336.1	WBGene00006943	251.604843584549	143.999998699084
B0336.10	WBGene00004435	20108.107340833	6700.0000979014
B0336.11	WBGene00015148	673.351724385873	278.000003128434
B0336.12	WBGene00015149	0.263450659168009	0.183938375067786
B0336.13	WBGene00015150	95.8894248045854	41.0000010574408
B0336.2	WBGene00000182	6308.23830258289	5234.99984989664
B0336.3	WBGene00015143	1860.15173440774	1043.9999975755
B0336.4	WBGene00004348	171.888258523829	93.9999995497261
B0336.5	WBGene00015145	87.2640359370599	32.0000016037583
B0336.6	WBGene00015146	322.418773076687	146.000001661441
B0336.7	WBGene00015147	160.337254375052	59.0000034574488
B0336.8	WBGene00002982	122.378493120747	41.0000028705672
B0336.9	WBGene00006359	366.348360755981	213.999998266272
B0344.2	WBGene00006955	866.409371255968	1056.99935543083
B0348.1	WBGene00015151	0.391803464036202	0.183940198412491
B0348.2	WBGene00015152	5.46185030977636	4.99999627041642
B0348.4	WBGene00001177	2430.95893859123	2652.99983975603
B0348.5	WBGene00015153	82.6615767810177	152.999797833865
B0348.6	WBGene00002061	1075.18840653	779.99997528908
B0350.2	WBGene00006780	15213.0003379889	10610.999606221
B0350.3	WBGene00015154	NA	NA
B0353.1	WBGene00015155	1.52240985519149	0.999998622530569
B0361.10	WBGene00015164	508.0532096711	430.999957996611
B0361.11	WBGene00015165	0.893014234131936	0.999995361407365
B0361.2	WBGene00015156	184.687937726645	66.0000026891205
B0361.3	WBGene00015157	383.785060461434	142.00000463373
B0361.4	WBGene00015158	57.6807080788919	46.9999922442888
B0361.5	WBGene00015159	708.918842161669	179.000006554344
B0361.6	WBGene00015160	235.212980610906	102.000002181156
B0361.7	WBGene00015161	246.172527772874	86.0000028282416
B0361.8	WBGene00015162	328.648258573578	148.000001857157
B0361.9	WBGene00015163	352.368211489665	126.000020744067
B0365.1	WBGene00007150	1244.46720176758	437.000013408598
B0365.3	WBGene00001137	30829.8715239036	13942.0001549416
B0365.5	WBGene00007152	449.50203648355	148.000007533181
B0365.6	WBGene00007153	1782.36035335825	2115.99963055105
B0365.7	WBGene00007154	19.5807011056179	16.9999974627991
B0379.1	WBGene00007155	419.692394230888	222.999999466649
B0379.2	WBGene00007156	0.263450659168009	0.183938375067786
B0379.3	WBGene00003508	668.092524792926	324.00000129858
B0379.4	WBGene00007054	620.344527191175	333.999999277095
B0379.6	WBGene00007158	NA	NA
B0379.7	WBGene00007159	0.616102177515578	0.183941209650807
B0391.10	WBGene00007165	29.4443824223804	12.0000024410546
B0391.11	WBGene00007166	7.41164154697551	5.99999522855346
B0391.12	WBGene00006289	0.263450659168009	0.183938375067786
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	2.80362824082779	2.99999696204108
B0391.5	WBGene00007162	9.2931439360311	7.99999777255369
B0391.6	WBGene00007163	3.62054907653998	0.183941804198668
B0391.9	WBGene00007164	0.364143945517165	0.183939862077015
B0393.1	WBGene00004469	59061.6177563077	23633.0002325405
B0393.2	WBGene00007167	330.093571854522	188.999997404849
B0393.3	WBGene00007168	227.091022444844	105.000002995612
B0393.4	WBGene00007169	8.8885036475574	6.99999649393529
B0393.5	WBGene00007170	406.306474995574	336.999927459639
B0393.6	WBGene00007171	75.7680408674137	8.00000932085145
B0393.7	WBGene00007172	4.11005739179606	5.99999415281593
B0393.8	WBGene00007173	2.67832773591706	0.183945944690355
B0393.9	WBGene00044636	70.5578319709024	17.0000036290531
B0395.1	WBGene00003729	62.6056067223794	20.0000046577489
B0395.2	WBGene00007174	480.773685754304	303.999980811873
B0395.3	WBGene00007175	1798.22250280365	563.000022271095
B0399.1	WBGene00007176	402.99681764563	311.999974867104
B0399.2	WBGene00007177	287.937734442447	231.999875221921
B0403.2	WBGene00006712	61.5043915794873	37.9999985914195
B0403.3	WBGene00015167	27.7779679394125	27.9999966590908
B0403.4	WBGene00015168	8247.18018141063	3893.00003064698
B0403.5	WBGene00015169	306.568205490673	592.999613618253
B0403.6	WBGene00043982	17.1424172252605	8.00000043389192
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	74.0794440631049	56.9999970297187
B0410.3	WBGene00015172	395.882126485604	134.000011067065
B0412.1	WBGene00000895	131.61685571372	86.9999942966133
B0412.2	WBGene00000903	971.468901867339	737.99991608838
B0412.3	WBGene00015173	930.277691779916	507.999999059817
B0412.4	WBGene00004498	9559.17951706626	2985.00025333347
B0414.1	WBGene00015175	0.945870907116308	0.183941029304946
B0414.2	WBGene00004393	30.062918384989	49.9999644101382
B0414.3	WBGene00001856	1377.79035749247	273.000071257018
B0414.5	WBGene00000772	254.660197493855	8.00002117574735
B0414.6	WBGene00001600	102.23231194755	11.0000102024505
B0414.7	WBGene00003472	756.06908003976	461.999996541855
B0414.8	WBGene00015176	295.179194375658	161.999998832767
B0416.1	WBGene00015177	361.642446061337	228.999996583336
B0416.2	WBGene00015178	NA	NA
B0416.3	WBGene00015179	20.4990136313384	10.9999997827586
B0416.4	WBGene00015180	0.842374724503604	0.999995611206132
B0416.5	WBGene00015181	1441.19993627095	780.999997503101
B0416.6	WBGene00001638	216.26408388423	108.000000520124
B0416.7	WBGene00015182	30.7455095282748	15.0000011666752
B0432.1	WBGene00015183	1.2180930532892	0.183942470541779
B0432.10	WBGene00015191	77.7454708127325	27.0000021067446
B0432.11	WBGene00015192	NA	NA
B0432.12	WBGene00015193	0.263450659168009	0.183938375067786
B0432.13	WBGene00015194	63.286305026081	31.0000003098661
B0432.14	WBGene00044640	78.6454778812292	79.9999620888557
B0432.2	WBGene00015184	386.274180966244	122.000005174398
B0432.3	WBGene00015185	390.383500865676	79.0000043923391
B0432.4	WBGene00015186	1283.71323096954	353.000011223365
B0432.5	WBGene00000296	62.8298179705052	7.0000059185162
B0432.6	WBGene00015187	62.3119009281533	41.9999987744759
B0432.7	WBGene00015188	97.392645582624	62.9999985299209
B0432.8	WBGene00015189	3.43524581733837	3.99999604038215
B0432.9	WBGene00015190	31.0950839870636	12.0000012653911
B0454.1	WBGene00002997	104.604580121159	52.0000002305445
B0454.10	WBGene00005542	11.0463425638133	3.0000028053163
B0454.2	WBGene00005543	1.39765216703519	0.183942007588763
B0454.3	WBGene00005540	1.39712286188483	0.183941928514568
B0454.4	WBGene00005541	6.72674362806707	7.99999250577746
B0454.5	WBGene00015196	164.267993087972	67.0000111166021
B0454.6	WBGene00015197	315.349386268003	103.00000585652
B0454.7	WBGene00015198	1.65342786345686	0.999999470905419
B0454.8	WBGene00015199	9.63022939455633	85.9997117697225
B0454.9	WBGene00015200	90.0749794946321	67.9999977183342
B0457.1	WBGene00002251	748.566653135908	472.999996001586
B0457.2	WBGene00007178	183.885951469866	127.9999861852
B0457.4	WBGene00007179	0.342618258094862	0.183939582151135
B0457.6	WBGene00007180	224.194747875058	119.999999566649
B0462.1	WBGene00007181	3.8040662931697	3.99999472532405
B0462.3	WBGene00007182	0.263450659168009	0.183938375067786
B0462.4	WBGene00007183	10.1076693614821	4.00000106919826
B0462.5	WBGene00194695	17.2813148333701	16.9999946881047
B0464.1	WBGene00001094	3661.57556628536	1480.00002778205
B0464.2	WBGene00007184	1305.51644827715	686.999999739238
B0464.3	WBGene00007185	1932.08676220603	1026.99999707249
B0464.4	WBGene00000268	581.614760960004	386.999990801555
B0464.5	WBGene00004980	4347.0201656072	2124.00000426539
B0464.6	WBGene00007186	575.347249661683	264.000003472006
B0464.7	WBGene00000235	699.016042776521	348.000002180026
B0464.8	WBGene00007187	70.9042419002643	32.0000009816356
B0464.9	WBGene00007188	132.124904330765	57.0000009595997
B0478.1	WBGene00002178	135.404717779317	92.9999945495847
B0478.3	WBGene00015202	29.7257335009827	11.0000018948858
B0491.1	WBGene00007189	160.856737780633	86.999999589524
B0491.2	WBGene00005016	14587.396190154	14869.9918480763
B0491.3	WBGene00007190	2.96802843831252	1.00000141542923
B0491.4	WBGene00007191	33.8607629454917	23.9999981581467
B0491.5	WBGene00007192	4223.71368091147	1482.00003524699
B0491.6	WBGene00007193	312.196873278761	118.000004283267
B0491.7	WBGene00007194	254.450619612556	101.000002586552
B0491.8	WBGene00000529	214.169125126784	139.999996466018
B0495.1	WBGene00005149	2.1581665076246	1.00000038508437
B0495.10	WBGene00007044	517.220495656995	251.000001362555
B0495.2	WBGene00015203	542.96011693227	221.000002702722
B0495.4	WBGene00003730	924.834974843063	362.00002035482
B0495.5	WBGene00015204	229.668769477265	80.0000026660203
B0495.6	WBGene00015205	246.391352580453	115.000001990602
B0495.7	WBGene00015206	2959.19275684731	1447.0000084273
B0495.8	WBGene00015207	329.565319001092	154.000000918023
B0495.9	WBGene00015208	228.908432452165	104.000001015777
B0496.1	WBGene00015210	0.486558710188908	0.183941062058377
B0496.11	WBGene00194883	16.0352371597017	2.00000465200409
B0496.2	WBGene00015211	0.342618258094862	0.183939582151135
B0496.3	WBGene00006814	1320.20875918603	1012.99995705245
B0496.5	WBGene00015214	5.87973477467446	2.00000153149269
B0496.6	WBGene00015215	1.27837005691205	0.999998293963574
B0496.7	WBGene00015216	56.7937597991243	55.9999950512387
B0496.8	WBGene00015217	180.137718724487	114.999996320273
B0507.1	WBGene00015218	365.202655744834	448.999721649431
B0507.10	WBGene00015227	35.3408777653573	37.999976124733
B0507.11	WBGene00006006	0.780160106445533	1.99998823546365
B0507.2	WBGene00015219	368.792545815027	266.999994176707
