wbid	N2	ty1916	N2vsty1916.log2.deseq	N2vsty1916.log2	N2vsty1916.log2.pval
AH6.14	WBGene00005035	0.360393160273297	0.999980650680861	2.41317099926097	-1.47232854824755	NA
AH6.2	WBGene00007080	0.461221933379096	0.18394044675372	-0.385379921333513	1.32622237234693	NA
AH6.3	WBGene00007081	0.263451882893357	0.999960117325099	2.86517351551131	-1.92433106449789	NA
AH6.4	WBGene00005027	0.758181882620176	0.183941493158058	-1.10245457476806	2.04329702578148	NA
AH6.5	WBGene00003231	47.2471844266777	4.00000631687577	-2.62131172377336	3.56215417478678	0.0744369723480342
AH6.6	WBGene00005028	NA	NA	NA	NA	NA
AH6.7	WBGene00005029	0.808646401362597	0.183941168684444	-1.19542212717965	2.13626457819307	NA
AH6.8	WBGene00005030	0.74916623822117	1.99998403179077	2.35747314239264	-1.41663069137922	NA
AH9.1	WBGene00014998	15.0198526129478	8.99999918805393	0.2019685713934	0.738873879620021	0.921895238713046
AH9.2	WBGene00000797	20.3087632594871	11.999998884186	0.181774336030448	0.759068114982973	0.934024713406617
AH9.3	WBGene00014999	93.288582888955	39.000001368222	-0.317383902234373	1.25822635324779	0.720589376991328
AH9.4	WBGene00015000	9.62829687579262	4.00000087828692	-0.326437858302192	1.26728030931561	0.895948584193138
AH9.6	WBGene00044701	66.2448505244747	35.9999995679668	0.0610310277525344	0.879811423260886	0.966176709895373
AH9.7	WBGene00175029	6.66174482260699	2.00000161851756	-0.795056474271311	1.73589892528473	0.769071532780996
B0001.1	WBGene00003010	485.570626077513	279.999996360111	0.146588109034254	0.794254341979166	0.871529291498217
B0001.2	WBGene00007087	178.566885053161	36.0000089247862	-1.36955293940646	2.31039539041988	0.101605213878809
B0001.3	WBGene00007088	339.215172369697	157.000000898328	-0.170593681624966	1.11143613263839	0.729393869135485
B0001.4	WBGene00007089	397.761430225199	167.000001448182	-0.311212822767262	1.25205527378068	0.416320633488284
B0001.5	WBGene00007090	279.504567545408	138.00000048898	-0.0773611360443635	1.01820358705778	0.906328730716677
B0001.6	WBGene00007091	1747.63836387368	1061.99998142848	0.222219510876908	0.718622940136512	0.775971885056589
B0001.7	WBGene00007092	110.006170460673	13.0000101977764	-2.14015733850518	3.0809997895186	0.0650129645589866
B0001.8	WBGene00007093	170.083777196139	82.0000005862302	-0.111707265331226	1.05254971634465	0.884551825328359
B0019.1	WBGene00000138	540.681047598473	237.000008264435	-0.249048226315164	1.18989067732859	0.816646269660779
B0019.2	WBGene00007094	218.573145836359	67.0000050121051	-0.765040601001965	1.70588305201539	0.249114664725726
B0024.1	WBGene00000722	5080.97549456783	1379.00049595607	-0.940640079337054	1.88148253035047	0.530276392161719
B0024.10	WBGene00007100	292.042287118152	175.999996516653	0.210240567838602	0.730601883174819	0.812022832728874
B0024.11	WBGene00007101	372.00938667927	163.00000327907	-0.24962457991822	1.19046703093164	0.746762971841346
B0024.12	WBGene00001646	139.585058561244	56.0000017444063	-0.376803292872401	1.31764574388582	0.597640554054115
B0024.13	WBGene00007102	176.216233354146	97.999999019593	0.0943492568967238	0.846493194116697	0.925394224079685
B0024.14	WBGene00007103	547.500438842809	253.000003143515	-0.172880267231798	1.11372271824522	0.824231396810282
B0024.15	WBGene00007104	18.0939873619038	7.00000213640141	-0.429240650402024	1.37008310141544	0.86631536436553
B0024.2	WBGene00000723	206.127458947457	201.99992987781	0.911660539128406	0.0291819118850139	0.547297440138434
B0024.3	WBGene00007096	14.4741096344477	13.9999959284551	0.89279425412664	0.0480481968867807	0.518387898415247
B0024.4	WBGene00007097	59.7312644341372	26.0000161322928	-0.259131292683648	1.19997374369707	0.958616542739392
B0024.6	WBGene00001533	5.92966838504242	3.00000012658286	-0.0421464121240478	0.982988863137468	0.990708342080331
B0024.8	WBGene00000491	113.688521479915	65.9999989468754	0.156293757172246	0.784548693841174	0.871853188364595
B0024.9	WBGene00007099	343.242235192289	130.000002176411	-0.459872985750313	1.40071543676373	0.257166633631864
B0025.1	WBGene00006932	640.69735887902	391.999995485903	0.232053045389844	0.708789405623576	0.693761402644986
B0025.2	WBGene00000814	553.091338883933	295.999999164189	0.0389218723998848	0.901920578613536	0.964789837608265
B0025.4	WBGene00015001	79.9444350102893	44.9999992987122	0.111769819812751	0.82907263120067	0.922937447508602
B0025.5	WBGene00194700	1.86618089114102	0.183941612765508	-2.40192658413145	3.34276903514487	NA
B0034.1	WBGene00015002	80.7912509776329	93.9999525250106	1.15930340963683	-0.21846095862341	0.456728747183066
B0034.2	WBGene00015003	NA	NA	NA	NA	NA
B0034.3	WBGene00000403	3825.82735224087	2557.99983722082	0.360086852640079	0.580755598373342	0.756058384118564
B0034.4	WBGene00015004	4.27311247539717	2.99999877446347	0.430517070734398	0.510325380279022	NA
B0034.5	WBGene00015005	6.07732417279453	1.00000296220779	-1.66258952469523	2.60343197570865	0.607342257306907
B0034.7	WBGene00044394	32.3860353319076	3.00000649912655	-2.49149188330481	3.43233433431823	0.184545876228521
B0035.1	WBGene00007105	870.528624489198	390.000002902953	-0.217575151241497	1.15841760225492	0.646607636323601
B0035.10	WBGene00001919	6.81232945947629	3.00000070873805	-0.242342916094373	1.18318536710779	0.935301946290781
B0035.11	WBGene00007110	381.751373484009	230.999998296341	0.216101944383493	0.724740506629927	0.649768136336265
B0035.12	WBGene00007111	829.085577454799	344.000003732992	-0.328269991472643	1.26911244248606	0.438211083632417
B0035.13	WBGene00007112	350.996136358544	261.999994366423	0.518954081815063	0.421888369198357	0.229083868116493
B0035.14	WBGene00001019	737.521735706504	400.999999414173	0.0617591175340869	0.879083333479334	0.89676851846717
B0035.15	WBGene00007113	265.478529662186	86.0000042719714	-0.685344101475301	1.62618655248872	0.225782826534059
B0035.16	WBGene00007114	30.0230503689419	6.00000279648126	-1.38219303426148	2.3230354852749	0.249299288730765
B0035.18	WBGene00044290	23.1084004123127	5.00000292619181	-1.26757410306586	2.20841655407928	0.40611444915133
B0035.2	WBGene00001020	264.865879413673	176.999992601387	0.359329746385369	0.581512704628051	0.690303988711197
B0035.3	WBGene00007106	162.052731979741	84.0000000713712	-0.00715965741435685	0.948002108427777	0.99596805749624
B0035.4	WBGene00007107	425.722451730097	133.00000441782	-0.737644432245917	1.67848688325934	0.073235314684956
B0035.5	WBGene00007108	860.27678118343	320.000008404019	-0.485886506029711	1.42672895704313	0.351713797565583
B0035.6	WBGene00007109	273.946511767407	59.0000170261009	-1.27426450661702	2.21510695763044	0.199101442197071
B0035.7	WBGene00001921	3.63537671838665	1.00000173056906	-0.921259924452271	1.86210237546569	NA
B0035.8	WBGene00001922	7.35929765086144	3.9999998570224	0.0612743130500382	0.879568137963382	0.980581478290168
B0035.9	WBGene00001920	NA	NA	NA	NA	NA
B0041.1	WBGene00015006	0.364143945517165	0.183939862077015	-0.044432243435456	0.985274694448876	NA
B0041.2	WBGene00015007	2492.38717628585	1745.99997304139	0.427367788556985	0.513474662456436	0.306854166761063
B0041.3	WBGene00015008	57.9244447354629	34.9999990520914	0.214025024536819	0.726817426476602	0.837169912153174
B0041.4	WBGene00004415	71917.4348098661	30890.0002119232	-0.278359231062917	1.21920168207634	0.450522435324548
B0041.5	WBGene00015009	301.046643608047	187.999995589626	0.261588046277038	0.679254404736383	0.749218202387479
B0041.6	WBGene00015010	64.672181256587	46.9999971959167	0.48035785145624	0.460484599557181	0.583240083849736
B0041.7	WBGene00006961	1407.68675247289	827.999995560029	0.175218784221941	0.76562366679148	0.707375776641063
B0041.8	WBGene00015011	80.051434338389	38.0000010343466	-0.134085343925247	1.07492779493867	0.923000911866949
B0047.1	WBGene00015012	2.76584560588344	1.00000167004434	-0.526875764715653	1.46771821572907	NA
B0047.2	WBGene00015013	7.59288467390396	3.99999998113877	0.0161943485459057	0.924648102467515	0.99596805749624
B0047.3	WBGene00015014	13.605229654793	7.9999994182777	0.174752941891966	0.766089509121455	0.929778507993096
B0047.4	WBGene00015015	NA	NA	NA	NA	NA
B0198.1	WBGene00006646	48.300742577161	24.0000003591263	-0.0681684908361205	1.00901094184954	0.964486468347518
B0198.2	WBGene00007115	58.6438547891671	22.0000020470543	-0.473633829094	1.41447628010742	0.681042029818337
B0198.3	WBGene00007116	205.606017613721	262.999980096611	1.29602265184562	-0.355180200832199	0.00185378681025307
B0205.1	WBGene00015017	209.24662989231	76.0000048483321	-0.520290520326836	1.46113297134026	0.540377278559119
B0205.10	WBGene00015024	2.11517368809816	1.00000048669245	-0.139932982367319	1.08077543338074	NA
B0205.11	WBGene00015025	753.232274444581	222.000010748472	-0.821692620335111	1.76253507134853	0.0854090051324199
B0205.12	WBGene00044413	118.189244253027	53.0000014105474	-0.2161919956249	1.15703444663832	0.832817200668737
B0205.13	WBGene00044644	37.1061257426608	20.9999988765648	0.119574324878111	0.82126812613531	0.954812520656905
B0205.14	WBGene00044646	3.86827775090212	2.0000000484465	-0.0108489012699868	0.951691352283407	NA
B0205.2	WBGene00015018	1.63590345390295	3.99998964320501	2.23075110831053	-1.28990865729711	NA
B0205.3	WBGene00004466	1249.72432761515	648.00000021986	-0.0067017211265716	0.947544172139992	0.993769228577838
B0205.4	WBGene00015019	64.3081488725678	38.9999977720785	0.219314930864621	0.721527520148799	0.889234749034503
B0205.5	WBGene00015020	0.342618258094862	0.183939582151135	0.0434723846729534	0.897370066340467	NA
B0205.6	WBGene00015021	627.310097228962	279.000002189578	-0.22807120016979	1.16891365118321	0.630321134804612
B0205.7	WBGene00002191	4398.05193811877	2318.99999880581	0.0174806286754581	0.923361822337962	0.974918967811573
B0205.8	WBGene00015022	181.9112854442	80.0000020372765	-0.244320655067854	1.18516310608127	0.786917052568628
B0205.9	WBGene00015023	146.73520484781	46.0000038749157	-0.732666706461496	1.67350915747492	0.32469002745733
B0207.1	WBGene00015026	0.440803050511034	0.183940390687241	-0.320053447085285	1.2608958980987	NA
B0207.10	WBGene00015033	13.003280311938	2.00000316919868	-1.75995897278875	2.70080142380217	0.400732068163751
B0207.11	WBGene00015034	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0207.12	WBGene00000232	90.5822121165873	94.9999943523546	1.00954210668299	-0.0686996556695719	0.0253534861498593
B0207.2	WBGene00015027	7.69161081891671	4.00000000696767	-0.00244331333447289	0.943285764347893	0.999735753603788
B0207.3	WBGene00001676	18.6250732341399	15.9999955712137	0.72166785849914	0.219174592514281	0.65214645848957
B0207.4	WBGene00000099	122.535866725711	119.999988580757	0.910672626057429	0.0301698249559924	0.173177095609459
B0207.5	WBGene00015028	8.54782647666121	4.99999946428984	0.167212770157257	0.773629680856164	0.944913638413619
B0207.6	WBGene00015029	98.3123064659721	39.0000021381118	-0.393055366412454	1.33389781742587	0.687739702620088
B0207.7	WBGene00015030	0.756734566329263	0.99999475493556	1.34297563239704	-0.40213318138362	NA
B0207.8	WBGene00015031	NA	NA	NA	NA	NA
B0207.9	WBGene00015032	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0212.1	WBGene00015035	67.6610725582955	36.9999986688723	0.0700416230442259	0.870800827969194	0.976106505412779
B0212.2	WBGene00015036	3.90138283614091	3.99999468240578	0.976854958546822	-0.036012507533401	NA
B0212.3	WBGene00015037	23.5656023474251	9.00000117205394	-0.447843012312559	1.38868546332598	0.758371299017864
B0212.4	WBGene00015038	37.8514485875741	2.00000552434309	-3.30143017259664	4.24227262361006	0.0411224646175098
B0212.5	WBGene00003889	127.809511676957	70.9999991797872	0.0927381573808756	0.848104293632545	0.932349087125825
B0212.6	WBGene00044111	17.6046274008822	10.9999969711966	0.262390884408509	0.678451566604912	0.933737768827044
B0213.10	WBGene00015040	14.8741700528851	4.00000258928357	-0.953893881333137	1.89473633234656	0.645700121349251
B0213.11	WBGene00015041	9.74072569029324	9.99999618005845	0.978740736784894	-0.0378982857714739	0.518387898415247
B0213.12	WBGene00015042	5.30844984691819	12.9999826984173	2.2329896168043	-1.29214716579088	0.169038652149842
B0213.14	WBGene00015043	134.745222086315	45.0000045187178	-0.641394615106888	1.58223706612031	0.494777922524197
B0213.15	WBGene00015044	209.328296377358	105.000002229455	-0.0545355344689827	0.995377985482403	0.979233171182563
B0213.16	WBGene00015045	22.7380887242459	3.00000596734576	-1.98123126543274	2.92207371644616	0.37042363041467
B0213.17	WBGene00015046	338.443985947091	325.999842467928	0.886796637498548	0.0540458135148728	0.640630488062761
B0213.2	WBGene00003765	749.160496668362	222.000042891101	-0.813872421765076	1.7547148727785	0.482801715448751
B0213.3	WBGene00003766	43.3262126520915	5.00000549670114	-2.17439609234117	3.11523854335459	0.115244678582108
B0213.4	WBGene00003767	828.819750238857	341.000043184909	-0.34044400895569	1.28128645996911	0.854550659281708
B0213.5	WBGene00003768	495.350864418105	248.000009687375	-0.0572681417426079	0.998110592756028	0.983240825442496
B0213.6	WBGene00003769	830.347349057364	285.000060652779	-0.601910290385429	1.54275274139885	0.703611829494299
B0213.7	WBGene00006142	0.80964900996758	0.1839417009324	-1.19720558502693	2.13804803604035	NA
B0213.8	WBGene00006141	0.364143945517165	0.183939862077015	-0.044432243435456	0.985274694448876	NA
B0213.9	WBGene00006274	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0218.1	WBGene00015047	826.905835825134	680.999907709874	0.660774002358365	0.280068448655056	0.554689346576543
B0218.2	WBGene00015048	648.089480366564	157.000023780529	-1.10458578811268	2.0454282391261	0.139904191734714
B0218.3	WBGene00004055	275.637226930943	153.999999086648	0.101002045096522	0.839840405916899	0.892228687483863
B0218.5	WBGene00015049	3.40307284686188	1.9999995009551	0.174004056774865	0.766838394238555	NA
B0218.6	WBGene00015050	208.613489419939	57.0000029441567	-0.930956098876116	1.87179854988954	0.0317536915585089
B0218.7	WBGene00015051	0.419830259514264	0.183940515816616	-0.249724411240385	1.19056686225381	NA
B0218.8	WBGene00015052	220.307979845012	52.0000116019506	-1.14209545103271	2.08293790204613	0.219447262998935
B0222.1	WBGene00015053	103.17805859761	62.9999961963574	0.229129891583252	0.711712559430168	0.884041042452348
B0222.10	WBGene00015058	0.484012474627379	0.183940616090042	-0.454961702369757	1.39580415338318	NA
B0222.11	WBGene00044582	37.9775951889915	11.0000027324042	-0.846802221153297	1.78764467216672	0.508824435359633
B0222.2	WBGene00015054	0.906847242491948	0.183940892794853	-1.36077485171334	2.30161730272677	NA
B0222.3	WBGene00015055	51.6725156634264	54.9999827446365	1.03087649431062	-0.0900340432971973	0.421350242827593
B0222.4	WBGene00006418	87.5837831875528	35.0000026745762	-0.38246628513158	1.323308736145	0.753549442048063
B0222.5	WBGene00015056	252.115734022049	81.0000202143761	-0.697249532460163	1.63809198347358	0.651336562421529
B0222.6	WBGene00000717	4642.75219622687	2414.00000074261	-0.00271215253268984	0.943554603546111	0.998009409833092
B0222.7	WBGene00000718	1970.30095651835	679.000319421688	-0.596089403807681	1.5369318548211	0.815738416201391
B0222.8	WBGene00000599	11511.495362477	4950.00025595069	-0.276732298223268	1.21757474923669	0.825761527191247
B0222.9	WBGene00015057	432.160904912073	204.000003769632	-0.142156935987232	1.08299938700065	0.898911850572689
B0228.1	WBGene00015059	173.117006130634	32.0000331408797	-1.49475969929092	2.43560215030434	0.441104047436509
B0228.4	WBGene00015061	8839.71605662772	4018.00002699998	-0.196680004308772	1.13752245532219	0.687328807766931
B0228.5	WBGene00015062	3.15103799546212	3.99999469092678	1.28501338557899	-0.344170934565572	NA
B0228.6	WBGene00015063	20.1668634832839	12.9999977597476	0.30736710406962	0.633475346943801	0.893551479903212
B0228.7	WBGene00015064	717.478972414385	126.000011543282	-1.56867023357224	2.50951268458567	5.17786710827644e-05
B0228.8	WBGene00015065	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0228.9	WBGene00015066	0.19797927748586	1.99987056226777	4.27732774214352	-3.3364852911301	NA
B0238.1	WBGene00015067	91.6068221816668	65.9999938214708	0.467853297114904	0.472989153898516	0.692553325355196
B0238.10	WBGene00015074	1260.15173150526	536.000003195528	-0.292450089831634	1.23329254084506	0.362067132704375
B0238.11	WBGene00015075	827.951772121735	490.99999743702	0.187018734292259	0.753823716721161	0.667453176654917
B0238.12	WBGene00015076	70.5835196585676	32.0000010774451	-0.200416967429923	1.14125941844334	0.871529291498217
B0238.13	WBGene00015077	1.63833765260304	0.999999472199838	0.228608970226084	0.712233480787337	NA
B0238.15	WBGene00044537	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0238.3	WBGene00015068	0.197979563899972	2.99978257497815	4.86227696522351	-3.92143451421008	NA
B0238.5	WBGene00015069	0.361051638122001	0.999964782143957	2.41051454820125	-1.46967209718783	NA
B0238.6	WBGene00015070	1.22683460555698	0.183941136870358	-1.79678224823301	2.73762469924643	NA
B0238.7	WBGene00015071	0.19797927748586	1.99987056226777	4.27732774214352	-3.3364852911301	NA
B0238.8	WBGene00015072	0.936680372078606	0.18394133640481	-1.4074686558184	2.34831110683182	NA
B0238.9	WBGene00015073	83.8277096900311	16.0000074628309	-1.44851218415207	2.38935463516549	0.221395809818409
B0240.1	WBGene00004359	41.4649615975993	11.0000027601893	-0.973546419422448	1.91438887043587	0.39141050213141
B0240.2	WBGene00007117	2.34141142824985	0.183941666354906	-2.72921579298258	3.670058243996	NA
B0240.3	WBGene00000907	27.3561165593724	20.9999956464916	0.559368038272396	0.381474412741024	0.734893755886572
B0240.4	WBGene00007118	572.781718820591	282.000002597663	-0.0814478206546668	1.02229027166809	0.936969671764983
B0244.10	WBGene00015085	14.9263350544356	17.999992726909	1.21097879856746	-0.270136347554035	0.353938102461593
B0244.11	WBGene00015086	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0244.2	WBGene00002048	4379.55196411969	2187.00003092315	-0.0609875953329257	1.00183004634635	0.969231406244777
B0244.4	WBGene00015079	0.641523599741109	0.183942125380496	-0.861407972318003	1.80225042333142	NA
B0244.5	WBGene00015080	6.77170864802116	19.999984306907	2.50324951110087	-1.56240706008745	0.0182313741262525
B0244.6	WBGene00015081	10.0389023710677	9.99999426309163	0.935240086173592	0.00560236483982834	0.644210562212688
B0244.7	WBGene00015082	3.2663574663374	0.183942040733114	-3.20951707876643	4.15035952977985	NA
B0244.8	WBGene00015083	31.5542485506735	13.0000016070446	-0.338480014096652	1.27932246511007	0.851443629628286
B0244.9	WBGene00015084	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0250.1	WBGene00004413	33719.6148756893	14262.0001898051	-0.300569279487801	1.24141173050122	0.564188823700125
B0250.10	WBGene00007127	NA	NA	NA	NA	NA
B0250.2	WBGene00007119	54.547599662363	20.0000022427004	-0.506673100140188	1.44751555115361	0.678610412973558
B0250.4	WBGene00007121	35.7086420508008	25.9999982512435	0.483080705918337	0.457761745095084	0.607296510887043
B0250.5	WBGene00007122	1564.91931756506	413.000019570789	-0.981032072013109	1.92187452302653	0.013348131729745
B0250.6	WBGene00007123	NA	NA	NA	NA	NA
B0250.8	WBGene00007125	0.977663814261038	0.999997106054625	0.973427914715103	-0.0325854637016827	NA
B0250.9	WBGene00007126	116.335280996759	57.000000694272	-0.0884123962696133	1.02925484728303	0.937409417101808
B0252.1	WBGene00015087	35.4424260010357	15.0000009516736	-0.299672315137868	1.24051476615129	0.81766390636261
B0252.2	WBGene00000211	76.8982358051941	52.9999965498355	0.403884216431557	0.536958234581863	0.705270828562099
B0252.3	WBGene00015088	116.302425158734	44.0000025320484	-0.461463217558764	1.40230566857218	0.599112823176203
B0252.4	WBGene00000886	55.2070386633616	21.0000018239311	-0.453620312022563	1.39446276303598	0.691826249477483
B0252.5	WBGene00015089	6.10382848605169	2.00000134561623	-0.668871002199812	1.60971345321323	0.811743781253657
B0252.8	WBGene00044615	50.2813920525783	15.0000035637118	-0.804219297183545	1.74506174819697	0.538317681832421
B0261.1	WBGene00015091	655.761235784631	328.000000541454	-0.0586323535380721	0.999474804551493	0.90873689986155
B0261.2	WBGene00002583	2328.2448165964	1322.99999715963	0.1254127429018	0.81542970811162	0.722281448639928
B0261.4	WBGene00015092	526.12034022579	166.000006321307	-0.723367079351194	1.66420953036462	0.113509744371641
B0261.5	WBGene00015093	0.362305519755568	0.183939838824661	-0.0371303531455157	0.977972804158936	NA
B0261.6	WBGene00015094	0.680961436984002	0.999994329087898	1.49518926411016	-0.55434681309674	NA
B0261.7	WBGene00015095	202.968246343649	24.0000117794424	-2.13930457053472	3.08014702154814	0.0122155240286477
B0261.8	WBGene00015096	340.957651360061	164.000001646988	-0.115054280115698	1.05589673112912	0.899316707530627
B0261.9	WBGene00195057	0.263450659168009	0.183938375067786	0.422532162249706	0.518310288763714	NA
B0272.1	WBGene00006538	142.089215465618	84.9999977234451	0.199580100177892	0.741262350835528	0.857687771780735
B0272.2	WBGene00007128	53.567787852467	32.9999986521476	0.24194269713343	0.698899753879991	0.842351409308342
B0272.3	WBGene00007129	1446.2127220322	527.000025015288	-0.515562386047488	1.45640483706091	0.47442952694924
B0272.4	WBGene00007130	325.302722987881	116.000007382764	-0.546815550506308	1.48765800151973	0.504421316984553
B0273.1	WBGene00015097	2.06447275089797	1.99999754523095	0.895067303851035	0.0457751471623856	NA
B0273.2	WBGene00004243	7.10756027756798	3.00000105265475	-0.303548971161843	1.24439142217526	0.926040687752757
B0273.3	WBGene00015098	20.1111744550584	0.183943407940644	-5.83174909881084	6.77259154982426	0.0941929158232979
B0273.4	WBGene00006745	353.100797285584	226.999995489888	0.303454641224505	0.637387809788915	0.645021276553083
B0280.1	WBGene00015099	228.997339902412	120.999999849781	0.0205186570545236	0.920323793958897	0.980130057933899
B0280.10	WBGene00015105	34.3361893083801	28.9999973149814	0.697165282327384	0.243677168686036	0.408433401438593
B0280.11	WBGene00015106	0.711908360600417	0.183941497304445	-1.01160210397039	1.95244455498381	NA
B0280.12	WBGene00001613	68.7452268539263	50.9999969599515	0.510080064877063	0.430762386136357	0.53972189123125
B0280.13	WBGene00015107	113.080114463824	50.0000013093116	-0.23650275983894	1.17734521085236	0.801436629275742
B0280.17	WBGene00044674	0.36414391667388	0.183939862076651	-0.0444321291646381	0.985274580178059	NA
B0280.2	WBGene00015100	7.19147536757674	4.99999866819479	0.416482384402815	0.524360066610605	0.862961256538402
B0280.3	WBGene00015101	737.529866717582	199.000011346829	-0.949090509308473	1.88993296032189	0.040909504476702
B0280.4	WBGene00003845	30.3042791998322	11.0000023424539	-0.52117524585366	1.46201769686708	0.765358714389535
B0280.5	WBGene00015102	154.494909879954	18.0000153184766	-2.16064681620875	3.10148926722217	0.0758532626371602
B0280.7	WBGene00015103	177.08916664396	114.999969756591	0.317999974253425	0.622842476759995	0.908936366615388
B0280.8	WBGene00003609	303.275123075078	136.000003017361	-0.216178027532799	1.15702047854622	0.815036078848289
B0280.9	WBGene00015104	462.703912045743	167.000004428981	-0.529398704605941	1.47024115561936	0.271777956170993
B0281.1	WBGene00015108	0.46122632715763	0.183940447753357	-0.385393657098605	1.32623610811203	NA
B0281.3	WBGene00015110	107.342322556202	62.9999986676644	0.17204714520375	0.76879530580967	0.871529291498217
B0281.4	WBGene00015111	0.36414391667388	0.183939862076651	-0.0444321291646381	0.985274580178059	NA
B0281.5	WBGene00015112	3.5235324732162	0.183942329611479	-3.31885463678962	4.25969708780304	NA
B0281.6	WBGene00015113	7.02523142260868	3.99999954386146	0.128296535646531	0.812545915366889	0.96638626771851
B0281.8	WBGene00015114	0.263451919468243	0.999959561979177	2.86517251399575	-1.92433006298233	NA
B0284.1	WBGene00007131	17.4138319165914	15.9999897690027	0.818679730407218	0.122162720606202	0.732843524975696
B0284.2	WBGene00007132	7.17087157923722	5.99998939429689	0.683653920521437	0.257188530491983	0.891102752558934
B0284.3	WBGene00007133	30.1927679743299	41.9999904895769	1.41702842774016	-0.476185976726738	0.0723481293552594
B0284.4	WBGene00007134	1.03132116170052	1.99998821285396	1.89634027885307	-0.955497827839649	NA
B0285.1	WBGene00007135	864.767290600839	547.999993613707	0.28270637251497	0.658136078498451	0.573720414825673
B0285.10	WBGene00000513	2.3344983286618	5.99998413332048	2.30268858088824	-1.36184612987482	NA
B0285.3	WBGene00007136	101.431710276477	36.0000025420626	-0.553597383515306	1.49443983452873	0.516921955433466
B0285.4	WBGene00007137	388.537525010535	126.0000038696	-0.683787712012933	1.62463016302635	0.101088764450124
B0285.5	WBGene00002003	373.296925366751	176.000001071776	-0.143905737374609	1.08474818838803	0.805413144808228
B0285.6	WBGene00007138	22.5195519436073	15.9999986141015	0.447736107791845	0.493106343221576	0.699910635949235
