wbid	N2	ty1916
B0034.1	WBGene00015002	36.5459437253021	132.552050633822
B0034.2	WBGene00015003	NA	NA
B0034.3	WBGene00000403	2210.37152306414	5402.05316853074
B0034.4	WBGene00015004	0.811637769630656	5.23599371705211
B0034.5	WBGene00015005	5.10696678533446	7.74123827176484
B0034.7	WBGene00044394	72.502181811713	54.1207496978554
B0035.1	WBGene00007105	2848.88442137585	2839.47691158312
B0035.10	WBGene00001919	12.2282768004082	8.7710714559644
B0035.11	WBGene00007110	1278.68442998793	1424.30246743198
B0035.12	WBGene00007111	522.126282589093	653.005378134151
B0035.13	WBGene00007112	15.8230399387927	16.7443360671255
B0035.14	WBGene00001019	859.218700030236	1288.27158507471
B0035.15	WBGene00007113	175.00122172506	248.172846522494
B0035.16	WBGene00007114	46.4705313002433	55.3203141359473
B0035.18	WBGene00044290	139.030377875708	93.7600603793887
B0035.2	WBGene00001020	184.700466962684	247.598343435973
B0035.3	WBGene00007106	198.357902679628	225.824882964259
B0035.4	WBGene00007107	583.812019986847	606.40769618651
B0035.5	WBGene00007108	331.365411803258	360.934651521873
B0035.6	WBGene00007109	1712.61887351375	1039.08901369555
B0035.7	WBGene00001921	13.2348104575965	8.13816942415852
B0035.8	WBGene00001922	24.2356668071469	10.3256256643312
B0035.9	WBGene00001920	NA	NA
B0041.1	WBGene00015006	2.85653746658784	1.63741083558977
B0041.2	WBGene00015007	4849.1822900487	7146.01830250969
B0041.3	WBGene00015008	161.427803697253	252.752656676883
B0041.4	WBGene00004415	13385.1478630587	17988.8910922873
B0041.5	WBGene00015009	681.86081310064	754.042638338291
B0041.6	WBGene00015010	77.8036134205491	113.910184682966
B0041.7	WBGene00006961	3149.55266434311	4339.20075567429
B0041.8	WBGene00015011	497.083980749783	472.18392381437
B0047.1	WBGene00015012	2.49387573462495	12.712147201602
B0047.2	WBGene00015013	4.16844204180514	12.2994745929301
B0047.3	WBGene00015014	9.68297435194375	30.5904125404091
B0047.4	WBGene00015015	0.272395862477516	0.952990020594454
B0198.1	WBGene00006646	125.644379138649	227.183371848032
B0198.2	WBGene00007115	29.7104729623268	66.7155155127938
B0198.3	WBGene00007116	232.86971963674	480.730844991949
B0205.1	WBGene00015017	917.300605361889	898.306139214976
B0205.10	WBGene00015024	5.91524346556626	4.88325394160106
B0205.11	WBGene00015025	495.858443581289	648.964304931336
B0205.12	WBGene00044413	127.048995810835	168.999675872214
B0205.13	WBGene00044644	9.77919848877165	94.541512819514
B0205.14	WBGene00044646	0.339186074339036	17.3052810413237
B0205.2	WBGene00015018	0.274642658946444	1.85869389159374
B0205.3	WBGene00004466	1862.31924608497	1537.09498581099
B0205.4	WBGene00015019	41.8306637966525	77.2419347895482
B0205.5	WBGene00015020	0.274921049459285	0.362171404887677
B0205.6	WBGene00015021	343.107619302096	454.691402900376
B0205.7	WBGene00002191	7043.45110515837	7429.46879284223
B0205.8	WBGene00015022	474.291062499509	512.700231751847
B0205.9	WBGene00015023	806.341414301317	687.816335323491
B0207.1	WBGene00015026	0.423819333468229	2.74779714725124
B0207.10	WBGene00015033	1.26289225652904	6.07483651973669
B0207.11	WBGene00015034	0.274921640841678	0.660381961662504
B0207.12	WBGene00000232	92.7863879784006	209.973243952012
B0207.2	WBGene00015027	5.92796342278433	18.3237047118599
B0207.3	WBGene00001676	7.05993103444206	23.2814369327419
B0207.4	WBGene00000099	1294.98313183348	1254.80123588248
B0207.5	WBGene00015028	33.6994030494667	51.6180199368234
B0207.6	WBGene00015029	144.876838806765	222.702633756684
B0207.7	WBGene00015030	0.430410789162678	0.362172177560596
B0207.8	WBGene00015031	NA	NA
B0207.9	WBGene00015032	0.348783863467398	1.10737318720649
B0212.1	WBGene00015035	45.6856354084675	44.5895326890191
B0212.2	WBGene00015036	0.571954041309454	1.07804759383866
B0212.3	WBGene00015037	244.143773695313	279.485298312634
B0212.4	WBGene00015038	22.7465340799397	39.5817368619845
B0212.5	WBGene00003889	52.3896875151157	143.55609619397
B0212.6	WBGene00044111	10.1363533510875	8.23357572622833
B0213.10	WBGene00015040	0.957446933267026	3.55330639534589
B0213.11	WBGene00015041	6.18259430729598	16.5675458738203
B0213.12	WBGene00015042	0.57875711676756	1.36804126800019
B0213.14	WBGene00015043	5.63899219842488	22.5997171154937
B0213.15	WBGene00015044	9.58361244286462	25.5122578247143
B0213.16	WBGene00015045	0.345883380549846	1.31756718711976
B0213.17	WBGene00015046	80.9448252970358	195.010425832632
B0213.2	WBGene00003765	5.90515161300736	164.124536896292
B0213.3	WBGene00003766	1.05041908409471	8.13202460291988
B0213.4	WBGene00003767	135.993211825958	473.808220289356
B0213.5	WBGene00003768	66.3114191994989	116.921752047343
B0213.6	WBGene00003769	510.424104315012	890.394154763232
B0213.7	WBGene00006142	0.424622031125464	0.682328640250314
B0213.8	WBGene00006141	0.346215119016349	1.0504970923885
B0213.9	WBGene00006274	NA	NA
B0218.1	WBGene00015047	161.441581357177	257.783220611937
B0218.2	WBGene00015048	61.7318862516555	187.816082029608
B0218.3	WBGene00004055	426.784904778881	725.479490760479
B0218.5	WBGene00015049	3.815826469598	2.98023901593904
B0218.6	WBGene00015050	6.30349916737249	6.90096925798999
B0218.7	WBGene00015051	0.973815230887473	0.720209790159383
B0218.8	WBGene00015052	6.3437379562755	95.8039043234485
B0222.1	WBGene00015053	9.68107201618163	29.0291503965327
B0222.10	WBGene00015058	0.901756712245826	2.70475174225575
B0222.11	WBGene00044582	2.79829228505537	2.32936998695063
B0222.2	WBGene00015054	0.218953824575924	4.43148840667579
B0222.3	WBGene00015055	30.9752488992877	39.497459373794
B0222.4	WBGene00006418	30.1059332084473	16.8996111162684
B0222.5	WBGene00015056	7.24650615063599	34.7182945215076
B0222.6	WBGene00000717	270.74991144314	604.698343281415
B0222.7	WBGene00000718	70.8756195565719	291.808534017333
B0222.8	WBGene00000599	606.510886192677	1402.67358788335
B0222.9	WBGene00015057	162.437402932989	234.40208469829
B0228.1	WBGene00015059	16.1767467162004	48.2368916173643
B0228.4	WBGene00015061	2020.60861402463	5808.87452881436
B0228.5	WBGene00015062	17.1939012810616	58.3488602196493
B0228.6	WBGene00015063	238.827441700568	561.661465782632
B0228.7	WBGene00015064	234.135489840404	332.758430424442
B0228.8	WBGene00015065	0.218954445306637	0.620632625487521
B0228.9	WBGene00015066	0.336957544137472	0.711699453904862
B0238.1	WBGene00015067	53.6224965033577	121.161540708525
B0238.10	WBGene00015074	1481.94551430303	2250.11390822696
B0238.11	WBGene00015075	3421.52496097783	3777.68348154755
B0238.12	WBGene00015076	6.73401365493681	77.5199091251493
B0238.13	WBGene00015077	0.274704811784708	0.953310121677718
B0238.15	WBGene00044537	18.5797381166329	25.4588398833948
B0238.3	WBGene00015068	0.218954519905567	0.689503044852537
B0238.5	WBGene00015069	NA	NA
B0238.6	WBGene00015070	0.429650195505761	1.00950791783027
B0238.7	WBGene00015071	0.435093994192966	1.28484078908267
B0238.8	WBGene00015072	2.45680390514804	6.78124039107535
B0238.9	WBGene00015073	520.07903926964	449.800067644468
B0240.1	WBGene00004359	14.5990702930473	36.4455606639962
B0240.2	WBGene00007117	2.22204847522938	1.74989007564246
B0240.3	WBGene00000907	56.1156436942089	77.474003753268
B0240.4	WBGene00007118	2069.51296985807	1334.97756169606
B0244.10	WBGene00015085	8.90920519259878	31.0148044604206
B0244.11	WBGene00015086	0.350217141733872	1.07116830883207
B0244.2	WBGene00002048	1038.94135654554	3048.27042368848
B0244.4	WBGene00015079	1.5878391861816	1.3243832918328
B0244.5	WBGene00015080	2.36580070707403	15.9711133295057
B0244.6	WBGene00015081	5.92497106357342	25.1440667970636
B0244.7	WBGene00015082	1.33010333984575	2.69112252856684
B0244.8	WBGene00015083	79.5588021423382	119.514606373688
B0244.9	WBGene00015084	NA	NA
B0250.1	WBGene00004413	6871.92380471588	11042.1693950936
B0250.10	WBGene00007127	0.274920393142924	0.18594620334401
B0250.2	WBGene00007119	73.1852263667144	160.071231772958
B0250.4	WBGene00007121	251.987214851114	414.636184844853
B0250.5	WBGene00007122	743.111924214657	865.92751228878
B0250.6	WBGene00007123	0.272266641705289	0.185946185825516
B0250.8	WBGene00007125	0.890486473529884	7.71954891636728
B0250.9	WBGene00007126	65.1278181320365	104.92577311439
B0252.1	WBGene00015087	13.0894986266797	22.8798348107968
B0252.2	WBGene00000211	294.103360742037	295.605433447936
B0252.3	WBGene00015088	58.5719557270701	95.1031757550895
B0252.4	WBGene00000886	290.297453771017	314.009729576777
B0252.5	WBGene00015089	0.866940528126898	1.42862577809772
B0252.8	WBGene00044615	5.92043222913687	9.26315274170378
B0261.1	WBGene00015091	1172.21414677282	1340.43820949526
B0261.2	WBGene00002583	4105.45317684152	4797.3676004801
B0261.4	WBGene00015092	324.598056324832	456.479176903504
B0261.5	WBGene00015093	0.485804598649247	0.362172530617515
B0261.6	WBGene00015094	1.10480133640947	1.63882745486243
B0261.7	WBGene00015095	629.917602565021	551.130840154035
B0261.8	WBGene00015096	374.549966699308	604.796100327957
B0261.9	WBGene00195057	0.667843911772936	1.07816911649325
B0272.1	WBGene00006538	452.863798475419	963.738493107461
B0272.2	WBGene00007128	201.848746692489	265.059969435221
B0272.3	WBGene00007129	1382.60636453924	1764.28695862876
B0272.4	WBGene00007130	186.217720819427	491.270700778214
B0273.1	WBGene00015097	6.06347233915558	15.957438168346
B0273.2	WBGene00004243	407.905474976727	313.373291057921
B0273.3	WBGene00015098	26.0961111339846	17.1147715229472
B0273.4	WBGene00006745	898.00429671698	1543.22123301035
B0280.1	WBGene00015099	227.802851184535	417.091718967059
B0280.10	WBGene00015105	90.0894401682463	139.469609313935
B0280.11	WBGene00015106	0.44556778357003	0.362171754768467
B0280.12	WBGene00001613	41.9527231444983	57.1689599372549
B0280.13	WBGene00015107	36.0724878117181	78.2932443818552
B0280.17	WBGene00044674	1.30716711027285	1.89593108027692
B0280.2	WBGene00015100	4.57071823505177	13.1307958911101
B0280.3	WBGene00015101	405.815380073451	452.380215745631
B0280.4	WBGene00003845	44.859750291091	88.6348020402133
B0280.5	WBGene00015102	349.262114413198	765.353568670192
B0280.7	WBGene00015103	22.0742920199632	43.207116437292
B0280.8	WBGene00003609	380.844164884056	543.276155953933
B0280.9	WBGene00015104	695.59198485313	725.516332712256
B0281.1	WBGene00015108	0.346705615479592	0.932664292272935
B0281.3	WBGene00015110	2.48057202616287	35.1331930404238
B0281.4	WBGene00015111	4.42026907671985	4.49129555829804
B0281.5	WBGene00015112	1725.53290587624	1674.08434012843
B0281.6	WBGene00015113	0.929585293513279	7.69893395352884
B0281.8	WBGene00015114	0.218954489313053	0.660380561128602
B0284.1	WBGene00007131	11.0292162764883	240.56852223338
B0284.2	WBGene00007132	15.4288316678354	133.190738440256
B0284.3	WBGene00007133	320.939482640597	568.792748823459
B0284.4	WBGene00007134	0.682098111373827	25.2337850804657
B0285.1	WBGene00007135	2095.87587363039	1959.69895724102
B0285.10	WBGene00000513	1.76201644326699	6.88913595099292
B0285.3	WBGene00007136	456.376405943281	515.609199292461
B0285.4	WBGene00007137	518.667235345327	540.591794660657
B0285.5	WBGene00002003	1276.92645001452	1127.55853958531
B0285.6	WBGene00007138	2.0457785014845	8.04834627264003
B0285.7	WBGene00007139	3296.63349428007	6168.84367372615
B0285.8	WBGene00000511	27.4009628246513	62.1425025965323
B0285.9	WBGene00000512	180.546088112044	276.13724771213
B0286.1	WBGene00015115	255.688625152809	572.621443771457
B0286.2	WBGene00002252	99.9398109766948	363.976155710888
B0286.3	WBGene00015116	149.76588089992	181.683048566391
B0286.4	WBGene00003825	4289.49948900656	5273.99030943048
B0286.5	WBGene00001438	4.57304571467339	7.99233489681123
B0286.6	WBGene00023425	0.218954024041476	2.95784515651917
B0294.1	WBGene00015117	13.514714045028	22.341930456046
B0294.3	WBGene00015118	NA	NA
B0302.1	WBGene00002207	2467.87114974813	3536.03598571489
B0302.2	WBGene00015119	4.19285427224103	3.99184135159499
B0302.4	WBGene00015121	6.1056247063883	4.9957143753261
B0302.5	WBGene00015122	127.511366225223	209.055599826025
B0303.11	WBGene00015131	75.3803003773956	108.944762951534
B0303.14	WBGene00015132	340.865879329287	238.906200105311
B0303.15	WBGene00015133	393.893517102989	531.460588745194
B0303.16	WBGene00044678	0.43663695102078	0.185947038879311
B0303.2	WBGene00015124	100.089091072634	186.523728779842
B0303.3	WBGene00015125	2638.3918162372	2902.89244884619
B0303.4	WBGene00015126	1192.2563162606	1334.51296440204
B0303.7	WBGene00015128	420.751067871923	500.174254135225
B0303.8	WBGene00015129	127.437906381491	101.715630916913
B0303.9	WBGene00015130	150.469056164981	251.414539839278
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	270.025862644154	194.369657010127
B0304.3	WBGene00015135	99.5863314383599	227.098504932701
B0304.4	WBGene00015136	96.0967901300221	101.387532632904
B0304.5	WBGene00005058	0.888221066617087	6.43012719777675
B0304.6	WBGene00005059	13.6685751375945	13.5626245073783
B0304.7	WBGene00005060	0.274171454411966	5.1101188451264
B0304.8	WBGene00005061	2.39582771645039	3.0406725777996
B0304.9	WBGene00005062	0.73087266823071	0.600964339629617
B0310.1	WBGene00015137	70.2910139921304	157.627735347341
B0310.2	WBGene00015138	1024.18713644174	687.604977345934
B0310.3	WBGene00015139	2.40936199864787	12.2573820666179
B0310.5	WBGene00015141	155.72315494409	343.744437130896
B0310.6	WBGene00015142	6.26559859308599	5.57446450434167
B0331.1	WBGene00007140	2.01256314432343	2.79353761428665
B0331.2	WBGene00007141	1.41539512765338	7.96858837476119
B0334.1	WBGene00007142	85.4326575292536	418.09383044401
B0334.10	WBGene00007148	0.27226766816007	0.66038190164751
B0334.11	WBGene00003868	652.531062915563	569.382614002109
B0334.13	WBGene00007149	82.3984203681626	91.3618936206763
B0334.15	WBGene00195248	4.3309358354101	7.82388377903481
B0334.2	WBGene00006660	3.74705741193128	7.69901992621994
B0334.3	WBGene00007143	1475.39267337056	3192.77683250488
B0334.4	WBGene00007144	743.617169565011	979.215621546156
B0334.5	WBGene00007145	0.274920393142924	0.18594620334401
B0334.6	WBGene00007146	63.4009318109678	110.19721772831
B0334.7	WBGene00005267	0.55530935122215	0.661833670557102
B0334.8	WBGene00000090	820.803529502972	779.077017722157
B0336.1	WBGene00006943	1295.69485879016	1748.54402130688
B0336.10	WBGene00004435	5802.29614569814	8008.16732107742
B0336.11	WBGene00015148	195.211400919203	372.178809552685
B0336.12	WBGene00015149	0.274700601619618	0.915555387921161
B0336.13	WBGene00015150	607.484974332957	550.706462466033
B0336.2	WBGene00000182	9923.67074509152	11690.482244434
B0336.3	WBGene00015143	4643.61133625047	5218.82640016584
B0336.4	WBGene00004348	365.250842596689	478.309372867531
B0336.5	WBGene00015145	513.482208666444	356.079158118868
B0336.6	WBGene00015146	904.411751957602	1236.98598923421
B0336.7	WBGene00015147	442.472443250026	429.062092103779
B0336.8	WBGene00002982	429.807608379157	516.281830441798
B0336.9	WBGene00006359	648.631988955742	619.311341236389
B0344.2	WBGene00006955	506.658715899344	845.267211557578
B0348.1	WBGene00015151	0.218953918481189	2.87667721484941
B0348.2	WBGene00015152	4.8783358584313	53.1343028054625
B0348.4	WBGene00001177	1480.31677909135	4570.60264767582
B0348.5	WBGene00015153	36.7852814476241	109.68274441467
B0348.6	WBGene00002061	1494.07146198214	2277.29367714708
B0350.2	WBGene00006780	14697.1692347124	37444.9086014736
B0350.3	WBGene00015154	0.272267580241282	0.588066359470631
B0353.1	WBGene00015155	15.9195029712236	18.1869312697444
B0361.10	WBGene00015164	956.140679057155	985.910962400325
B0361.11	WBGene00015165	1.52772892733681	2.1067652277146
B0361.2	WBGene00015156	491.071520925754	431.857357454342
B0361.3	WBGene00015157	408.077719413407	485.117609865797
B0361.4	WBGene00015158	14.8137315674272	49.3523550837517
B0361.5	WBGene00015159	368.750567897734	768.185014531527
B0361.6	WBGene00015160	478.760916870793	456.554617603636
B0361.7	WBGene00015161	189.841305342944	257.181297855278
B0361.8	WBGene00015162	520.862616275273	577.353466001848
B0361.9	WBGene00015163	175.669160363035	287.146795052938
B0365.1	WBGene00007150	308.390732115236	1046.76978041378
B0365.3	WBGene00001137	10480.5491262553	22497.2836776798
B0365.5	WBGene00007152	234.088992138127	332.901153070364
B0365.6	WBGene00007153	70.7066136256819	200.604447294339
B0365.7	WBGene00007154	11.8800631419866	42.3751050848636
B0379.1	WBGene00007155	79.1065888367968	234.409560891636
B0379.2	WBGene00007156	0.274920393142924	0.18594620334401
B0379.3	WBGene00003508	4053.21542819516	2869.69971582794
B0379.4	WBGene00007054	398.50588984543	652.747318256975
B0379.6	WBGene00007158	0.274921049459285	0.362171404887677
B0379.7	WBGene00007159	0.860741132302552	1.01238065620317
B0391.10	WBGene00007165	8.55529352668964	48.9931971346322
B0391.11	WBGene00007166	6.34778417068645	26.1731599439105
B0391.12	WBGene00006289	0.354196375241972	0.68646352808059
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	0.73573420623469	1.71986749088514
B0391.5	WBGene00007162	82.257107018387	183.294806817763
B0391.6	WBGene00007163	1.15811082339571	3.36139131513381
B0391.9	WBGene00007164	5.00317993977137	16.0452113372827
B0393.1	WBGene00004469	11066.7597912577	15976.2624939116
B0393.2	WBGene00007167	902.454704927502	867.576962999981
B0393.3	WBGene00007168	3976.01894025576	2539.46968045248
B0393.4	WBGene00007169	14.3644930717712	5.56348253957144
B0393.5	WBGene00007170	856.765186561393	1509.46713405742
B0393.6	WBGene00007171	726.450248801602	462.903121278306
B0393.7	WBGene00007172	1.22733004552287	0.745598264084815
B0393.8	WBGene00007173	NA	NA
B0393.9	WBGene00044636	17.0503615811648	46.8925552718789
B0395.1	WBGene00003729	52.4209263464818	113.653079709745
B0395.2	WBGene00007174	250.591411689993	293.895446557363
B0395.3	WBGene00007175	1115.53124254982	1797.74414476294
B0399.1	WBGene00007176	78.9540596863513	204.207759574865
B0399.2	WBGene00007177	17.9887944821182	5.22921642920619
B0403.2	WBGene00006712	29.220872316992	75.8206817352686
B0403.3	WBGene00015167	3.21711551683541	28.6945741324425
B0403.4	WBGene00015168	8932.57260880223	11509.8627790789
B0403.5	WBGene00015169	218.769129292661	742.3317150982
B0403.6	WBGene00043982	4.50223141827438	11.9542877379821
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	1394.31468443643	1419.30499958473
B0410.3	WBGene00015172	184.975145216973	163.98497679417
B0412.1	WBGene00000895	13.1221321621691	45.594367189691
B0412.2	WBGene00000903	13.1410139616731	80.7026709161082
B0412.3	WBGene00015173	1346.0901724294	1242.71502126555
B0412.4	WBGene00004498	3870.13159598417	6298.70419210778
B0414.1	WBGene00015175	0.725431705866449	1.51019743865377
B0414.2	WBGene00004393	52.8937007386838	129.354405615839
B0414.3	WBGene00001856	7258.02165818507	4426.17211187728
B0414.5	WBGene00000772	1829.94467513944	934.502479976337
B0414.6	WBGene00001600	444.151786188682	336.371940112229
B0414.7	WBGene00003472	1424.34726734377	2061.23298260475
B0414.8	WBGene00015176	367.048189317745	552.678969428827
B0416.1	WBGene00015177	305.291236003915	554.058577414255
B0416.2	WBGene00015178	NA	NA
B0416.3	WBGene00015179	5.78017968277718	16.4116683378766
B0416.4	WBGene00015180	207.041061205965	167.578331531803
B0416.5	WBGene00015181	4588.45608805149	5765.84953097868
B0416.6	WBGene00001638	182.509255876172	284.494975482193
B0416.7	WBGene00015182	1.87686315720933	31.4629778152976
B0432.1	WBGene00015183	1.95852148995774	3.57013445862025
B0432.10	WBGene00015191	240.480738183959	257.992965067459
B0432.11	WBGene00015192	0.218954979518916	1.31858776674389
B0432.12	WBGene00015193	0.347388326251323	1.61676906229571
B0432.13	WBGene00015194	227.619873209997	158.353386738786
B0432.14	WBGene00044640	5.28608798000172	20.1345231262435
B0432.2	WBGene00015184	798.172146343238	592.035436801125
B0432.3	WBGene00015185	173.622406267355	285.134208516953
B0432.4	WBGene00015186	1057.87014056463	1188.06936845499
B0432.5	WBGene00000296	23.1922759395459	38.5767604350821
B0432.6	WBGene00015187	236.242393046327	302.189785703838
B0432.7	WBGene00015188	378.666125525651	509.108393441816
B0432.8	WBGene00015189	7.5068754413614	8.54766864314494
B0432.9	WBGene00015190	25.3272296848136	32.9183193027569
B0454.1	WBGene00002997	382.466921123121	507.09291504951
B0454.10	WBGene00005542	2.22134561034713	8.33745792844891
B0454.2	WBGene00005543	1.98571970950223	4.91130337788853
B0454.3	WBGene00005540	0.349495135117862	1.54918410544721
B0454.4	WBGene00005541	0.835423305928352	1.9394674953573
B0454.5	WBGene00015196	7.7916919278078	13.2534881826874
B0454.6	WBGene00015197	80.1872701754442	158.57897101697
B0454.7	WBGene00015198	0.417545301010278	7.0697222123053
B0454.8	WBGene00015199	9.47851995826281	36.683645151173
B0454.9	WBGene00015200	318.896858968109	517.087816691181
B0457.1	WBGene00002251	3928.30345463446	4727.94542402015
B0457.2	WBGene00007178	38.3350064390928	131.556820338671
B0457.4	WBGene00007179	0.274921049459285	0.362171404887677
B0457.6	WBGene00007180	119.230104664563	340.625611737298
B0462.1	WBGene00007181	12.0160348953454	30.0136107657478
B0462.3	WBGene00007182	214.188688476102	148.806280199107
B0462.4	WBGene00007183	65.1897620016585	11.7712183422747
B0462.5	WBGene00194695	2.34736507629824	30.8549740765617
B0464.1	WBGene00001094	2091.84398353881	2991.40628205337
B0464.2	WBGene00007184	3768.5688955416	4254.65444714795
B0464.3	WBGene00007185	1000.85413188285	1040.14559062079
B0464.4	WBGene00000268	355.337197700514	649.278198623232
B0464.5	WBGene00004980	4916.26231833516	7345.74987834547
B0464.6	WBGene00007186	2366.03047252995	2019.58877139347
B0464.7	WBGene00000235	2509.53464980808	2461.02274164663
B0464.8	WBGene00007187	491.656026079824	430.06607139373
B0464.9	WBGene00007188	513.548848739938	444.995474307707
B0478.1	WBGene00002178	158.310187862713	291.240338047461
B0478.3	WBGene00015202	5.06379933632984	11.4108607232162
B0491.1	WBGene00007189	308.712872700588	510.822070265675
B0491.2	WBGene00005016	26.5274381094367	17.7452173542788
B0491.3	WBGene00007190	0.883651032713785	1.31775024653934
B0491.4	WBGene00007191	82.0609088855192	167.874583810756
B0491.5	WBGene00007192	3135.97748753857	3095.12433659842
B0491.6	WBGene00007193	476.062209221791	647.286192038975
B0491.7	WBGene00007194	135.981727356092	160.678614336905
B0491.8	WBGene00000529	34.8728543521267	76.89323246417
B0495.1	WBGene00005149	0.441319531422218	3.87518441065228
B0495.10	WBGene00007044	419.741691951119	971.601576077761
B0495.2	WBGene00015203	1079.1396722011	1244.77575047321
B0495.4	WBGene00003730	191.426452115065	417.345303404331
B0495.5	WBGene00015204	245.591012062745	314.021341965587
B0495.6	WBGene00015205	675.197851395288	795.422390097269
B0495.7	WBGene00015206	3142.13420947901	3029.99713257679
B0495.8	WBGene00015207	1059.29232357012	1188.25719204078
B0495.9	WBGene00015208	265.845999703236	299.587454636604
B0496.1	WBGene00015210	0.274719630106254	1.05817545876198
B0496.11	WBGene00194883	0.464430440105407	1.98122264140876
B0496.2	WBGene00015211	0.356890364917445	0.362172322828701
B0496.3	WBGene00006814	943.084553758644	1913.43658642089
B0496.5	WBGene00015214	2.61217670147757	4.22239516904687
B0496.6	WBGene00015215	0.933484162720186	2.18233843579312
B0496.7	WBGene00015216	114.631280361649	201.126339990523
B0496.8	WBGene00015217	256.509543444383	438.790744052767
B0507.1	WBGene00015218	405.449422587445	1026.71649497544
B0507.10	WBGene00015227	11.0759088567179	312.508618189013
B0507.11	WBGene00006006	0.523601574292431	1.67805333227285
