wbid	bc4289	N2
B0213.5	WBGene00003768	23.9998670702835	66.385929578827
B0213.6	WBGene00003769	1025.99749615892	510.271455362919
B0213.7	WBGene00006142	0.183957430297046	0.425369188875458
B0213.8	WBGene00006141	0.183956506560757	0.347894283523023
B0213.9	WBGene00006274	NA	NA
B0218.1	WBGene00015047	139.99954814733	161.425430915535
B0218.2	WBGene00015048	100.999807670904	61.7121027882752
B0218.3	WBGene00004055	1026.99915225732	426.683982710577
B0218.5	WBGene00015049	5.99998621843131	3.82481955850025
B0218.6	WBGene00015050	0.183955551922903	6.30211464795967
B0218.7	WBGene00015051	1.00000447793635	0.965427923224738
B0218.8	WBGene00015052	0.183947725180523	6.35600768244981
B0222.1	WBGene00015053	12.9999617430471	9.64906021813899
B0222.10	WBGene00015058	1.00000624294584	0.902599736448744
B0222.11	WBGene00044582	3.0000026952032	2.78702491083537
B0222.2	WBGene00015054	NA	NA
B0222.3	WBGene00015055	25.9996939278008	30.9870182728306
B0222.4	WBGene00006418	14.9999103298279	30.1207128375802
B0222.5	WBGene00015056	4.00000384013072	7.29779306312122
B0222.6	WBGene00000717	46.9996682636873	270.842856660815
B0222.7	WBGene00000718	24.999831827451	70.893387590136
B0222.8	WBGene00000599	181.997198470961	606.879628030145
B0222.9	WBGene00015057	292.999631519218	162.348133063059
B0228.1	WBGene00015059	18.9999018806222	16.1457586778935
B0228.4	WBGene00015061	1680.94552973853	2023.10632387693
B0228.5	WBGene00015062	70.9991540291658	17.1692487139396
B0228.6	WBGene00015063	574.99462257602	238.856637822472
B0228.7	WBGene00015064	521.999711164277	234.020106330303
B0228.8	WBGene00015065	NA	NA
B0228.9	WBGene00015066	0.183956341342743	0.335605875262028
B0238.1	WBGene00015067	67.9998926101121	53.5708744331606
B0238.10	WBGene00015074	2176.99238218179	1482.33075216777
B0238.11	WBGene00015075	6541.98679752434	3417.07461685549
B0238.12	WBGene00015076	5.99999340072415	6.74084785044474
B0238.13	WBGene00015077	0.183955420361598	0.274644395875015
B0238.15	WBGene00044537	34.9998229068783	18.5887330244284
B0238.3	WBGene00015068	NA	NA
B0238.5	WBGene00015069	NA	NA
B0238.6	WBGene00015070	0.183949746930841	0.444497918373378
B0238.7	WBGene00015071	0.183950032458487	0.444759435700193
B0238.8	WBGene00015072	2.00000453877905	2.47950963742893
B0238.9	WBGene00015073	731.996800626782	519.31152745189
B0240.1	WBGene00004359	19.9998398790245	14.5845800981433
B0240.2	WBGene00007117	2.99999944636472	2.22036469135948
B0240.3	WBGene00000907	41.9995797165708	56.1418218782285
B0240.4	WBGene00007118	3116.981312151	2065.96712079862
B0244.10	WBGene00015085	12.9999067009791	8.88978585737984
B0244.11	WBGene00015086	0.183956613609052	0.356095390804563
B0244.2	WBGene00002048	644.992553669357	1039.77147011255
B0244.4	WBGene00015079	0.183945052834235	1.59010541642506
B0244.5	WBGene00015080	3.99998833160807	2.35366853941202
B0244.6	WBGene00015081	9.99994443653414	5.90789442529677
B0244.7	WBGene00015082	2.99999463112412	1.32284672697538
B0244.8	WBGene00015083	134.999735942352	79.4692117997143
B0244.9	WBGene00015084	NA	NA
B0250.1	WBGene00004413	10042.9723203156	6872.44441805264
B0250.10	WBGene00007127	0.183955420361598	0.274644395875014
B0250.2	WBGene00007119	79.999386017098	73.2122457778333
B0250.4	WBGene00007121	407.998589145728	251.961137981874
B0250.5	WBGene00007122	1154.99849341975	742.545475621577
B0250.6	WBGene00007123	0.183955378849543	0.27217401880433
B0250.8	WBGene00007125	1.99999914424706	0.955536998551979
B0250.9	WBGene00007126	31.9999056479512	65.1280328404653
B0252.1	WBGene00015087	7.99999182486416	13.0669130789601
B0252.2	WBGene00000211	559.997777839045	293.66229513861
B0252.3	WBGene00015088	53.9999144710148	58.578494548377
B0252.4	WBGene00000886	474.998823417947	290.045535318757
B0252.5	WBGene00015089	0.183945351659078	0.860207485544368
B0252.8	WBGene00044615	2.00000963923226	5.95413910164768
B0261.1	WBGene00015091	1969.99800430558	1171.21924137702
B0261.2	WBGene00002583	6936.99452960982	4102.20616816693
B0261.4	WBGene00015092	601.99980547061	324.245444671673
B0261.5	WBGene00015093	1.00000877741696	0.485655499217126
B0261.6	WBGene00015094	0.183944636992227	1.09632632323723
B0261.7	WBGene00015095	1229.99649767104	629.119401268311
B0261.8	WBGene00015096	658.997048712671	374.525067534531
B0261.9	WBGene00195057	2.99998763133617	0.670988298189596
B0272.1	WBGene00006538	737.982790114454	453.455500621397
B0272.2	WBGene00007128	417.999354281767	201.74903495221
B0272.3	WBGene00007129	2523.9979527469	1381.55308839191
B0272.4	WBGene00007130	312.998926353184	186.209563121087
B0273.1	WBGene00015097	6.999996386219	6.14690883630559
B0273.2	WBGene00004243	644.995515703448	407.254677719015
B0273.3	WBGene00015098	16.9999836618992	26.1345831493481
B0273.4	WBGene00006745	1607.9938271434	898.284495395174
B0280.1	WBGene00015099	483.999806947396	227.918604032912
B0280.10	WBGene00015105	184.999892555582	90.1755461880229
B0280.11	WBGene00015106	1.00000343700523	0.444352541751215
B0280.12	WBGene00001613	23.9999217825381	41.9592218818824
B0280.13	WBGene00015107	41.9995658732095	36.0846710591089
B0280.17	WBGene00044674	2.99999378571876	1.31877008612837
B0280.2	WBGene00015100	1.00001454435847	4.57891730939679
B0280.3	WBGene00015101	736.999660893958	405.501022804223
B0280.4	WBGene00003845	139.999493180089	44.7327405729582
B0280.5	WBGene00015102	838.9988646685	348.682757335688
B0280.7	WBGene00015103	11.9999560544221	22.0864892691411
B0280.8	WBGene00003609	764.999872505294	381.371697864499
B0280.9	WBGene00015104	1152.99833054531	694.908042810259
B0281.1	WBGene00015108	0.183956533595601	0.349947457474519
B0281.3	WBGene00015110	3.00000033418476	2.46926419231322
B0281.4	WBGene00015111	4.99999577424674	4.44224833233001
B0281.5	WBGene00015112	3033.98163525404	1722.0832338465
B0281.6	WBGene00015113	0.183945733502464	0.938800068669994
B0281.8	WBGene00015114	NA	NA
B0284.1	WBGene00007131	11.9999271433892	10.9940202679604
B0284.2	WBGene00007132	17.9999922996412	15.444319120817
B0284.3	WBGene00007133	943.997853370361	320.743771699131
B0284.4	WBGene00007134	0.183960343183834	0.801884586419237
B0285.1	WBGene00007135	3197.99636433758	2093.98539706488
B0285.10	WBGene00000513	3.99998974272984	1.76245620229213
B0285.3	WBGene00007136	1093.99866268752	455.986573374379
B0285.4	WBGene00007137	780.99873548234	518.27849054777
B0285.5	WBGene00002003	2368.99502698462	1275.38500192741
B0285.6	WBGene00007138	2.99999899634966	2.09222715000691
B0285.7	WBGene00007139	7865.9696625466	3296.78308281841
B0285.8	WBGene00000511	69.9999115891232	27.3343748723305
B0285.9	WBGene00000512	271.998077272636	180.189839876454
B0286.1	WBGene00015115	452.993702881924	256.00984000766
B0286.2	WBGene00002252	38.9995934365063	100.034353514616
B0286.3	WBGene00015116	68.9995022212473	149.956228508123
B0286.4	WBGene00003825	7837.99928048675	4284.31973694952
B0286.5	WBGene00001438	6.99998951350045	4.5445251795002
B0286.6	WBGene00023425	NA	NA
B0294.1	WBGene00015117	4.0000063482948	13.5103393344261
B0294.3	WBGene00015118	NA	NA
B0302.1	WBGene00002207	3496.99886528055	2467.58997340913
B0302.2	WBGene00015119	3.00000156591051	4.18537753726198
B0302.4	WBGene00015121	4.9999996551704	6.05236935900752
B0302.5	WBGene00015122	63.9994208476069	127.572119274964
B0303.11	WBGene00015131	32.9998777715348	75.4052725765457
B0303.14	WBGene00015132	504.996104372375	340.124317256866
B0303.15	WBGene00015133	769.999459606694	393.395978240252
B0303.16	WBGene00044678	0.183957543164851	0.435948453622279
B0303.2	WBGene00015124	103.998997293401	100.158792320214
B0303.3	WBGene00015125	5162.99858093861	2636.84409403591
B0303.4	WBGene00015126	2027.99775712332	1191.26409564117
B0303.7	WBGene00015128	498.999801468814	419.904412527617
B0303.8	WBGene00015129	206.998846532	127.22540380675
B0303.9	WBGene00015130	279.999791874745	150.135556431495
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	459.998722254096	269.786020711495
B0304.3	WBGene00015135	93.9992184075037	99.6606382876444
B0304.4	WBGene00015136	121.999718122623	96.0463864463336
B0304.5	WBGene00005058	0.183953312900522	0.867761531867028
B0304.6	WBGene00005059	34.9999186963649	13.6581340937606
B0304.7	WBGene00005060	1.00000071134242	0.274645819007721
B0304.8	WBGene00005061	2.00000678121127	2.37248481293769
B0304.9	WBGene00005062	0.183953224043931	0.74297552491301
B0310.1	WBGene00015137	80.9992197593638	70.3380525740333
B0310.2	WBGene00015138	1647.99090790106	1022.21384828375
B0310.3	WBGene00015139	2.00000265705829	2.40515048051032
B0310.5	WBGene00015141	172.998901080242	155.766097142789
B0310.6	WBGene00015142	4.9999982359389	6.27417518040654
B0331.1	WBGene00007140	2.9999987994308	2.013356749456
B0331.2	WBGene00007141	3.99999426330009	1.42789059372562
B0334.1	WBGene00007142	44.9995291231542	85.4629951069042
B0334.10	WBGene00007148	0.183955378849543	0.27217401880433
B0334.11	WBGene00003868	986.995644576866	651.546843156951
B0334.13	WBGene00007149	5.00015798541699	82.3923880477958
B0334.15	WBGene00195248	10.9999712203642	4.34897192398044
B0334.2	WBGene00006660	3.99999892877513	3.76421695661469
B0334.3	WBGene00007143	2267.99752094749	1475.00448856646
B0334.4	WBGene00007144	1337.99878731263	743.094462333901
B0334.5	WBGene00007145	0.183955420361598	0.274644395875015
B0334.6	WBGene00007146	55.9995996179711	63.437969266036
B0334.7	WBGene00005267	1.00000982837326	0.553075124718322
B0334.8	WBGene00000090	1415.99558978417	819.850652845469
B0336.1	WBGene00006943	3052.99557951251	1294.52080680536
B0336.10	WBGene00004435	7727.97112759503	5801.51088990437
B0336.11	WBGene00015148	157.996905199432	195.443396655457
B0336.12	WBGene00015149	1.00000071134242	0.274645819007721
B0336.13	WBGene00015150	1044.99837783584	606.92241315593
B0336.2	WBGene00000182	17803.9943462517	9918.45264385142
B0336.3	WBGene00015143	7504.99126452167	4639.12296869459
B0336.4	WBGene00004348	752.999498879067	364.954805559394
B0336.5	WBGene00015145	757.997462462388	512.914684635785
B0336.6	WBGene00015146	2090.99955277951	904.149155841359
B0336.7	WBGene00015147	840.998753404703	442.137449479331
B0336.8	WBGene00002982	972.999425340345	429.375742821683
B0336.9	WBGene00006359	1259.99823651218	648.17392202725
B0344.2	WBGene00006955	341.99234534918	507.24996664814
B0348.1	WBGene00015151	NA	NA
B0348.2	WBGene00015152	2.00002048664914	4.89307335057207
B0348.4	WBGene00001177	1144.9899618878	1481.57519212207
B0348.5	WBGene00015153	14.9999746948988	36.8022861118489
B0348.6	WBGene00002061	2386.99321227436	1492.16746551698
B0350.2	WBGene00006780	21745.6179654375	14711.5698464797
B0350.3	WBGene00015154	0.183955378849543	0.27217401880433
B0353.1	WBGene00015155	18.9999091183178	15.9058663907055
B0361.10	WBGene00015164	1106.99937249979	955.59967207751
B0361.11	WBGene00015165	1.00000837929524	1.56536423878195
B0361.2	WBGene00015156	703.998241363295	490.490876436211
B0361.3	WBGene00015157	748.999644571769	407.809186186567
B0361.4	WBGene00015158	6.00000983269248	14.8130305638952
B0361.5	WBGene00015159	745.99836995327	368.688569651599
B0361.6	WBGene00015160	749.998549289028	478.339768355417
B0361.7	WBGene00015161	359.999789602308	189.679118946998
B0361.8	WBGene00015162	865.999414426233	520.418374385883
B0361.9	WBGene00015163	146.999574164031	175.650661540231
B0365.1	WBGene00007150	429.997971293746	308.494314511346
B0365.3	WBGene00001137	9396.88816491811	10489.3775491793
B0365.5	WBGene00007152	262.988519033972	234.381459018805
B0365.6	WBGene00007153	20.9999438111262	70.7516175113386
B0365.7	WBGene00007154	5.0000217772915	11.87434948738
B0379.1	WBGene00007155	25.9999373006608	79.1289069453917
B0379.2	WBGene00007156	0.183955420361598	0.274644395875014
B0379.3	WBGene00003508	6286.96676571707	4046.82982302515
B0379.4	WBGene00007054	349.998860256371	398.530702985665
B0379.6	WBGene00007158	0.183955420361598	0.274644395875014
B0379.7	WBGene00007159	0.18395215961121	0.833091900332471
B0391.10	WBGene00007165	11.9999790526373	8.43068289098194
B0391.11	WBGene00007166	1.00003713545548	6.36128366997346
B0391.12	WBGene00006289	0.183956613609052	0.356095390804563
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	2.99998572631867	0.766458108530363
B0391.5	WBGene00007162	142.999841337294	82.1929548970748
B0391.6	WBGene00007163	2.00000055475197	1.17020005547043
B0391.9	WBGene00007164	14.9999546350863	5.05629293596573
B0393.1	WBGene00004469	15909.9264846314	11070.6517552111
B0393.2	WBGene00007167	1574.9938521878	901.21417959991
B0393.3	WBGene00007168	7152.94085712414	3968.7103832789
B0393.4	WBGene00007169	18.9999138681182	14.3559028124052
B0393.5	WBGene00007170	1104.96599805058	857.896981218537
B0393.6	WBGene00007171	1191.99241042075	725.301352467206
B0393.7	WBGene00007172	0.183946733924531	1.22757607313586
B0393.8	WBGene00007173	NA	NA
B0393.9	WBGene00044636	23.9998181864404	17.0090966814239
B0395.1	WBGene00003729	92.9985215588331	52.4521028571108
B0395.2	WBGene00007174	245.991552692039	250.93426006806
B0395.3	WBGene00007175	1777.99431991191	1115.69020401685
B0399.1	WBGene00007176	22.9999247049316	79.0055089494521
B0399.2	WBGene00007177	4.00004565084947	18.01760845948
B0403.2	WBGene00006712	34.9998700061875	29.2012992480978
B0403.3	WBGene00015167	0.183945765912354	3.29726322678988
B0403.4	WBGene00015168	17708.9915005859	8925.49841512402
B0403.5	WBGene00015169	96.9975130773114	218.890577662473
B0403.6	WBGene00043982	2.00001007595756	4.50349920417537
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	2607.99635495185	1392.9454712888
B0410.3	WBGene00015172	65.9996730701655	185.060834904425
B0412.1	WBGene00000895	13.9999007227212	13.0979604575915
B0412.2	WBGene00000903	21.9998559090048	13.112187384643
B0412.3	WBGene00015173	2080.99702699729	1344.8772666304
B0412.4	WBGene00004498	5467.97571864329	3869.92846756151
B0414.1	WBGene00015175	2.99997291705237	0.733820851949471
B0414.2	WBGene00004393	79.9994254260631	52.9146173520827
B0414.3	WBGene00001856	10953.9009249116	7246.07772837162
B0414.5	WBGene00000772	2598.97554969442	1826.12490721546
B0414.6	WBGene00001600	591.996365910074	443.353558791597
B0414.7	WBGene00003472	2645.9984724218	1423.48465323834
B0414.8	WBGene00015176	626.999167672166	366.852343310908
B0416.1	WBGene00015177	361.993182717343	305.644370212269
B0416.2	WBGene00015178	NA	NA
B0416.3	WBGene00015179	2.00001317023263	5.79046859564658
B0416.4	WBGene00015180	398.998089669789	206.685489748848
B0416.5	WBGene00015181	9494.99072660819	4584.09104469632
B0416.6	WBGene00001638	333.999071892937	182.417340147085
B0416.7	WBGene00015182	0.183951906018442	1.89324340718352
B0432.1	WBGene00015183	2.00000322720464	1.98760414103636
B0432.10	WBGene00015191	389.999687565719	240.340913604839
B0432.11	WBGene00015192	NA	NA
B0432.12	WBGene00015193	0.183956533595601	0.349947457474519
B0432.13	WBGene00015194	378.999173493226	227.34416601284
B0432.14	WBGene00044640	3.00000490344889	5.35926634753917
B0432.2	WBGene00015184	1195.99714473297	797.352896801032
B0432.3	WBGene00015185	305.999632154481	173.592580434621
B0432.4	WBGene00015186	1914.99775955409	1056.84476810895
B0432.5	WBGene00000296	10.9999976815361	23.1954743004915
B0432.6	WBGene00015187	357.999749893686	236.111759707603
B0432.7	WBGene00015188	675.999537534217	378.596026299677
B0432.8	WBGene00015189	8.99999153254443	7.49897884437638
B0432.9	WBGene00015190	66.9999541257666	25.3511000419389
B0454.1	WBGene00002997	850.997099037577	382.01586602873
B0454.10	WBGene00005542	1.00001345637571	2.26790706653223
B0454.2	WBGene00005543	2.0000020894265	1.98938085229276
B0454.3	WBGene00005540	0.183956613609052	0.356095390804563
B0454.4	WBGene00005541	1.00001241632786	0.871959737712056
B0454.5	WBGene00015196	10.9999597783319	7.76363572586559
B0454.6	WBGene00015197	90.999387838157	80.2522713159012
B0454.7	WBGene00015198	0.183949337838867	0.418171276104816
B0454.8	WBGene00015199	20.9997861558652	9.48989281995516
B0454.9	WBGene00015200	668.998686685616	318.72254933709
B0457.1	WBGene00002251	6478.99059388396	3925.3692243301
B0457.2	WBGene00007178	12.0000000134259	38.3476114442082
B0457.4	WBGene00007179	0.183955420361598	0.274644395875014
B0457.6	WBGene00007180	73.9994954785016	119.265940416018
B0462.1	WBGene00007181	15.9999752255537	12.0497757889374
B0462.3	WBGene00007182	428.997830623466	213.831587315109
B0462.4	WBGene00007183	11.0000246831356	65.1495865511763
B0462.5	WBGene00194695	0.18394551075614	2.27385569824891
B0464.1	WBGene00001094	3541.99646711252	2090.14950282236
B0464.2	WBGene00007184	6753.98168788195	3763.72096089986
B0464.3	WBGene00007185	1064.99701866072	1000.66711407907
B0464.4	WBGene00000268	484.998951254148	355.2067814606
B0464.5	WBGene00004980	8959.99623976439	4913.56035850712
B0464.6	WBGene00007186	4358.97717705377	2362.1712590496
B0464.7	WBGene00000235	4216.98813472538	2505.90469419515
B0464.8	WBGene00007187	893.997036466828	491.090544619891
B0464.9	WBGene00007188	1047.99669354609	513.010332416404
B0478.1	WBGene00002178	129.998520323079	158.444646860583
B0478.3	WBGene00015202	3.00001387115402	5.06508692677032
B0491.1	WBGene00007189	686.99870573686	308.336279525873
B0491.2	WBGene00005016	8.0000078118721	26.5244730522739
B0491.3	WBGene00007190	0.183948706637651	0.939407156594877
B0491.4	WBGene00007191	96.9988006891436	82.1151120414518
B0491.5	WBGene00007192	5007.99467550667	3133.15575293833
B0491.6	WBGene00007193	598.999803656161	475.60427358842
B0491.7	WBGene00007194	216.999944510917	136.228888715945
B0491.8	WBGene00000529	11.0000030438445	34.8840184461902
B0495.1	WBGene00005149	1.99998084091324	0.468168013707809
B0495.10	WBGene00007044	450.987088934213	420.181736134399
B0495.2	WBGene00015203	1800.99349511697	1077.5682051146
B0495.4	WBGene00003730	223.996189036405	191.614407867342
B0495.5	WBGene00015204	472.999906888349	245.785529470764
B0495.6	WBGene00015205	1558.99912344447	674.782073755907
B0495.7	WBGene00015206	4690.99163915766	3138.52360864814
B0495.8	WBGene00015207	2130.99744445086	1058.36784131651
B0495.9	WBGene00015208	406.999891227826	266.004964943213
B0496.1	WBGene00015210	0.183955420361598	0.274644395875014
B0496.11	WBGene00194883	0.183950005471021	0.467252165662871
B0496.2	WBGene00015211	0.183956613609052	0.356095390804563
B0496.3	WBGene00006814	913.980006237891	944.103647518875
B0496.5	WBGene00015214	1.0000157225021	2.6121292549232
B0496.6	WBGene00015215	0.183944125984687	0.927566513661636
B0496.7	WBGene00015216	105.996993490679	114.766219515259
B0496.8	WBGene00015217	304.998256200283	256.616857421894
B0507.1	WBGene00015218	454.992741756556	405.973640249462
B0507.10	WBGene00015227	10.9999473145688	11.0449026918835
B0507.11	WBGene00006006	1.99999142224758	0.532822585239794
