wbid	bc4289	N2	bc4289vsN2.log2.deseq	bc4289vsN2.log2	bc4289vsN2.log2.pval
B0198.1	WBGene00006646	209.996618261909	125.749362075815	0.134187499575836	0.73981501395936	0.999280089884522
B0198.2	WBGene00007115	11.9999911496416	29.6979191267755	2.18133101957152	-1.30732850603633	0.999280089884522
B0198.3	WBGene00007116	361.989969359555	233.178212454171	0.239485785633867	0.634516727901322	0.999280089884522
B0205.1	WBGene00015017	1590.99409579173	915.877594454124	0.0773007342045132	0.796701779330679	0.999280089884522
B0205.10	WBGene00015024	8.99995411636927	5.91249318982976	0.267851483950009	0.606151029585181	0.999280089884522
B0205.11	WBGene00015025	986.999701238704	495.541757097517	-0.12004050242615	0.994043015961345	0.999280089884522
B0205.12	WBGene00044413	318.998622317499	126.98755384118	-0.45486057564582	1.328863089181	0.999280089884522
B0205.13	WBGene00044644	3.00002218026884	9.75403141375989	2.57502796511285	-1.70102545157767	0.999280089884522
B0205.14	WBGene00044646	0.183956341342743	0.335605875262028	1.74140707622964	-0.86740456269445	0.999280089884522
B0205.2	WBGene00015018	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
B0205.3	WBGene00004466	2993.97988907969	1858.8275452549	0.186330911727162	0.687671601808015	0.999280089884522
B0205.4	WBGene00015019	60.9986687224991	41.8638241052226	0.330928859358802	0.543073654176384	0.999280089884522
B0205.5	WBGene00015020	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
B0205.6	WBGene00015021	520.999496135207	342.891835620991	0.270474089868382	0.603528423666813	0.999280089884522
B0205.7	WBGene00002191	11317.9761552369	7035.11640675679	0.188032710842167	0.685969802693019	0.999280089884522
B0205.8	WBGene00015022	837.998759834274	474.001505200076	0.051946045107102	0.822056468428094	0.999280089884522
B0205.9	WBGene00015023	1281.99506974877	805.082900077192	0.202821051368785	0.671181462166399	0.999280089884522
B0207.1	WBGene00015026	1.99997916888473	0.429511309891125	-1.34521443389323	2.21921694742834	0.999280089884522
B0207.10	WBGene00015033	2.99996772960764	1.27433942206458	-0.361194875730182	1.23519738926534	0.999280089884522
B0207.11	WBGene00015034	0.183955420361598	0.274644395875015	1.4522111806181	-0.578208667082907	0.999280089884522
B0207.12	WBGene00000232	40.9998284268311	92.8204546484213	2.05282740514029	-1.1788248916051	0.999280089884522
B0207.2	WBGene00015027	2.00000794092485	5.86898172855474	2.42710700207185	-1.55310448853665	0.999280089884522
B0207.3	WBGene00001676	7.99998675942792	7.01614720913411	0.684683919274222	0.189318594260964	0.999280089884522
B0207.4	WBGene00000099	2537.9904996055	1293.06361346636	-0.0988909036331495	0.972893417168341	0.999280089884522
B0207.5	WBGene00015028	33.9999336004029	33.608909260764	0.857314307021994	0.0166882065131675	0.999280089884522
B0207.6	WBGene00015029	307.999775376982	144.78548364046	-0.215009821830088	1.08901233536529	0.999280089884522
B0207.7	WBGene00015030	0.183957490529993	0.430982563808303	2.10225959481957	-1.22825708128437	0.999280089884522
B0207.8	WBGene00015031	NA	NA	NA	NA	NA
B0207.9	WBGene00015032	0.183956565107552	0.352355945470304	1.81167090644972	-0.937668392914524	0.999280089884522
B0212.1	WBGene00015035	31.9999429865216	45.7006957597725	1.38814930826372	-0.514146794728521	0.999280089884522
B0212.2	WBGene00015036	0.183958927098124	0.589188652827816	2.55334847070365	-1.67934595716845	0.999280089884522
B0212.3	WBGene00015037	568.998933793808	243.845611500623	-0.348455427270529	1.22245794080573	0.999280089884522
B0212.4	WBGene00015038	29.9999530815915	22.7464727255516	0.474685114386502	0.39931739914869	0.999280089884522
B0212.5	WBGene00003889	25.9999247188566	52.4056551263076	1.88521756977572	-1.01121505624053	0.999280089884522
B0212.6	WBGene00044111	5.00000452721548	10.1308456900717	1.89275581791654	-1.01875330438134	0.999280089884522
B0213.10	WBGene00015040	0.183944509945359	0.988237892181995	3.29959026998409	-2.42558775644937	0.999280089884522
B0213.11	WBGene00015041	12.9999745947502	6.14480334138929	-0.207067545967916	1.0810700595031	0.999280089884522
B0213.12	WBGene00015042	1.00000642467896	0.593446927532299	0.121184164005777	0.752818349528818	0.999280089884522
B0213.14	WBGene00015043	0.183953593305092	5.63097447851253	5.80997336270091	-4.93597084916571	0.999280089884522
B0213.15	WBGene00015044	11.999988657835	9.48531921880143	0.534737703314391	0.339264810220753	0.999280089884522
B0213.16	WBGene00015045	0.183956613609052	0.356095390804563	1.82690073050864	-0.952898216973444	0.999280089884522
B0213.17	WBGene00015046	56.9997235093722	80.9434624234263	1.37996215517267	-0.505959641637484	0.999280089884522
B0213.2	WBGene00003765	1.00001806543917	5.9356805688357	3.44338990565407	-2.56938739211887	0.999280089884522
B0213.3	WBGene00003766	1.0000148103334	1.08374406683381	0.990005242054871	-0.116002728519778	0.999280089884522
B0213.4	WBGene00003767	29.999882439682	136.114664453701	3.05579626662153	-2.18179375308633	0.999280089884522
B0213.5	WBGene00003768	23.9998670702835	66.385929578827	2.34185359485664	-1.46785108132145	0.999280089884522
B0213.6	WBGene00003769	1025.99749615892	510.271455362919	-0.133687852080532	1.00769036561572	0.999280089884522
B0213.7	WBGene00006142	0.183957430297046	0.425369188875458	2.08334610072228	-1.20934358718709	0.999280089884522
B0213.8	WBGene00006141	0.183956506560757	0.347894283523023	1.79328678134142	-0.919284267806229	0.999280089884522
B0213.9	WBGene00006274	NA	NA	NA	NA	NA
B0218.1	WBGene00015047	139.99954814733	161.425430915535	1.07944822097677	-0.205445707441575	0.999280089884522
B0218.2	WBGene00015048	100.999807670904	61.7121027882752	0.163275326971326	0.710727186563857	0.999280089884522
B0218.3	WBGene00004055	1026.99915225732	426.683982710577	-0.393192617898997	1.26719513143419	0.999280089884522
B0218.5	WBGene00015049	5.99998621843131	3.82481955850025	0.224435014730502	0.649567498804685	0.999280089884522
B0218.6	WBGene00015050	0.183955551922903	6.30211464795967	5.97240938986339	-5.0984068763282	0.999280089884522
B0218.7	WBGene00015051	1.00000447793635	0.965427923224738	0.823236513048565	0.0507660004863111	0.999280089884522
B0218.8	WBGene00015052	0.183947725180523	6.35600768244981	5.98475564178447	-5.11075312824927	0.999280089884522
B0222.1	WBGene00015053	12.9999617430471	9.64906021813899	0.443955477223618	0.430047036311565	0.999280089884522
B0222.10	WBGene00015058	1.00000624294584	0.902599736448744	0.726151769305028	0.147850744230164	0.999280089884522
B0222.11	WBGene00044582	3.0000026952032	2.78702491083537	0.767764614214029	0.106237899321178	0.999280089884522
B0222.2	WBGene00015054	NA	NA	NA	NA	NA
B0222.3	WBGene00015055	25.9996939278008	30.9870182728306	1.12717181200882	-0.253169298473637	0.999280089884522
B0222.4	WBGene00006418	14.9999103298279	30.1207128375802	1.87980455055986	-1.00580203702468	0.999280089884522
B0222.5	WBGene00015056	4.00000384013072	7.29779306312122	1.74146137081309	-0.867458857277879	0.999280089884522
B0222.6	WBGene00000717	46.9996682636873	270.842856660815	3.40073607550732	-2.52673356197212	0.999280089884522
B0222.7	WBGene00000718	24.999831827451	70.893387590136	2.37773519338571	-1.50373267985051	0.999280089884522
B0222.8	WBGene00000599	181.997198470961	606.879628030145	2.61149666319657	-1.73749414966138	0.999280089884522
B0222.9	WBGene00015057	292.999631519218	162.348133063059	0.0221944575598837	0.851808055975327	0.999280089884522
B0228.1	WBGene00015059	18.9999018806222	16.1457586778935	0.6391657791062	0.234836734428979	0.999280089884522
B0228.4	WBGene00015061	1680.94552973853	2023.10632387693	1.1413016804555	-0.26729916692031	0.999280089884522
B0228.5	WBGene00015062	70.9991540291658	17.1692487139396	-1.17397240938032	2.04797492291551	0.999280089884522
B0228.6	WBGene00015063	574.99462257602	238.856637822472	-0.393400980474177	1.26740349400937	0.999280089884522
B0228.7	WBGene00015064	521.999711164277	234.020106330303	-0.283414007663642	1.15741652119883	0.999280089884522
B0228.8	WBGene00015065	NA	NA	NA	NA	NA
B0228.9	WBGene00015066	0.183956341342743	0.335605875262028	1.74140707622964	-0.86740456269445	0.999280089884522
B0238.1	WBGene00015067	67.9998926101121	53.5708744331606	0.529918890816159	0.344083622719016	0.999280089884522
B0238.10	WBGene00015074	2176.99238218179	1482.33075216777	0.319533546158113	0.55446896737707	0.999280089884522
B0238.11	WBGene00015075	6541.98679752434	3417.07461685549	-0.0629645828837084	0.936967096418894	0.999280089884522
B0238.12	WBGene00015076	5.99999340072415	6.74084785044474	1.04197166174001	-0.167969148204816	0.999280089884522
B0238.13	WBGene00015077	0.183955420361598	0.274644395875015	1.4522111806181	-0.578208667082907	0.999280089884522
B0238.15	WBGene00044537	34.9998229068783	18.5887330244284	-0.0389166667160856	0.912919180251299	0.999280089884522
B0238.3	WBGene00015068	NA	NA	NA	NA	NA
B0238.5	WBGene00015069	NA	NA	NA	NA	NA
B0238.6	WBGene00015070	0.183949746930841	0.444497918373378	2.14686748480357	-1.27286497126861	0.999280089884522
B0238.7	WBGene00015071	0.183950032458487	0.444759435700193	2.14771379566664	-1.27371128213169	0.999280089884522
B0238.8	WBGene00015072	2.00000453877905	2.47950963742893	1.18405407237242	-0.310051558837299	0.999280089884522
B0238.9	WBGene00015073	731.996800626782	519.31152745189	0.378765420767396	0.495237092767803	0.999280089884522
B0240.1	WBGene00004359	19.9998398790245	14.5845800981433	0.418457914345248	0.455544599189935	0.999280089884522
B0240.2	WBGene00007117	2.99999944636472	2.22036469135948	0.439836935453686	0.434165578081514	0.999280089884522
B0240.3	WBGene00000907	41.9995797165708	56.1418218782285	1.29270350442215	-0.418700990886966	0.999280089884522
B0240.4	WBGene00007118	3116.981312151	2065.96712079862	0.280670302577054	0.593332210958142	0.999280089884522
B0244.10	WBGene00015085	12.9999067009791	8.88978585737984	0.325721816383551	0.54828069715163	0.999280089884522
B0244.11	WBGene00015086	0.183956613609052	0.356095390804563	1.82690073050864	-0.952898216973445	0.999280089884522
B0244.2	WBGene00002048	644.992553669357	1039.77147011255	1.56291457878572	-0.688912065250524	0.999280089884522
B0244.4	WBGene00015079	0.183945052834235	1.59010541642506	3.98577814508585	-3.11177563155063	0.999280089884522
B0244.5	WBGene00015080	3.99998833160807	2.35366853941202	0.108917885978886	0.765084627556331	0.999280089884522
B0244.6	WBGene00015081	9.99994443653414	5.90789442529677	0.114726480002623	0.759276033532562	0.999280089884522
B0244.7	WBGene00015082	2.99999463112412	1.32284672697538	-0.307311493375469	1.18131400691073	0.999280089884522
B0244.8	WBGene00015083	134.999735942352	79.4692117997143	0.109513868663713	0.764488644871477	0.999280089884522
B0244.9	WBGene00015084	NA	NA	NA	NA	NA
B0250.1	WBGene00004413	10042.9723203156	6872.44441805264	0.326711439585949	0.54729107394924	0.999280089884522
B0250.10	WBGene00007127	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
B0250.2	WBGene00007119	79.999386017098	73.2122457778333	0.746098565683712	0.127903947851481	0.999280089884522
B0250.4	WBGene00007121	407.998589145728	251.961137981874	0.178639582431389	0.695362931103803	0.999280089884522
B0250.5	WBGene00007122	1154.99849341975	742.545475621577	0.236662832271631	0.637339681263565	0.999280089884522
B0250.6	WBGene00007123	0.183955378849543	0.27217401880433	1.43917600883753	-0.565173495302335	0.999280089884522
B0250.8	WBGene00007125	1.99999914424706	0.955536998551979	-0.191613228380437	1.06561574191509	0.999280089884522
B0250.9	WBGene00007126	31.9999056479512	65.1280328404653	1.89921351367023	-1.02521100013504	0.999280089884522
B0252.1	WBGene00015087	7.99999182486416	13.0669130789601	1.58185044252839	-0.707847928993215	0.999280089884522
B0252.2	WBGene00000211	559.997777839045	293.66229513861	-0.0572605465246562	0.931263060059849	0.999280089884522
B0252.3	WBGene00015088	53.9999144710148	58.578494548377	0.991416508119932	-0.117413994584734	0.999280089884522
B0252.4	WBGene00000886	474.998823417947	290.045535318757	0.162357985711713	0.711644527823472	0.999280089884522
B0252.5	WBGene00015089	0.183945351659078	0.860207485544368	3.09940997969714	-2.22540746616169	0.999280089884522
B0252.8	WBGene00044615	2.00000963923226	5.95413910164768	2.44788848678128	-1.57388597324608	0.999280089884522
B0261.1	WBGene00015091	1969.99800430558	1171.21924137702	0.123819505613061	0.750183007922142	0.999280089884522
B0261.2	WBGene00002583	6936.99452960982	4102.20616816693	0.116091767063927	0.757910746471258	0.999280089884522
B0261.4	WBGene00015092	601.99980547061	324.245444671673	-0.0186742010807737	0.89267671461597	0.999280089884522
B0261.5	WBGene00015093	1.00000877741696	0.485655499217126	-0.168004946664672	1.04200746019998	0.999280089884522
B0261.6	WBGene00015094	0.183944636992227	1.09632632323723	3.44933627671692	-2.57533376318161	0.999280089884522
B0261.7	WBGene00015095	1229.99649767104	629.119401268311	-0.0932459351675881	0.967248448702775	0.999280089884522
B0261.8	WBGene00015096	658.997048712671	374.525067534531	0.0587927930266005	0.815209720508589	0.999280089884522
B0261.9	WBGene00195057	2.99998763133617	0.670988298189596	-1.28659452746339	2.16059704099805	0.999280089884522
B0272.1	WBGene00006538	737.982790114454	453.455500621397	0.171376321093353	0.70262619244184	0.999280089884522
B0272.2	WBGene00007128	417.999354281767	201.74903495221	-0.17693642760043	1.05093894113564	0.999280089884522
B0272.3	WBGene00007129	2523.9979527469	1381.55308839191	0.00458277449114632	0.869419739044045	0.999280089884522
B0272.4	WBGene00007130	312.998926353184	186.209563121087	0.124771972043603	0.749230541491594	0.999280089884522
B0273.1	WBGene00015097	6.999996386219	6.14690883630559	0.686509425154964	0.187493088380234	0.999280089884522
B0273.2	WBGene00004243	644.995515703448	407.254677719015	0.210644652836037	0.663357860699159	0.999280089884522
B0273.3	WBGene00015098	16.9999836618992	26.1345831493481	1.49442930196807	-0.620426788432852	0.999280089884522
B0273.4	WBGene00006745	1607.9938271434	898.284495395174	0.0339849832400809	0.8400175302951	0.999280089884522
B0280.1	WBGene00015099	483.999806947396	227.918604032912	-0.212485268006357	1.08648778154156	0.999280089884522
B0280.10	WBGene00015105	184.999892555582	90.1755461880229	-0.162713757845139	1.03671627138035	0.999280089884522
B0280.11	WBGene00015106	1.00000343700523	0.444352541751215	-0.296225799306843	1.1702283128416	0.999280089884522
B0280.12	WBGene00001613	23.9999217825381	41.9592218818824	1.67996073346196	-0.805958219926774	0.999280089884522
B0280.13	WBGene00015107	41.9995658732095	36.0846710591089	0.655014201419108	0.218988312116083	0.999280089884522
B0280.17	WBGene00044674	2.99999378571876	1.31877008612837	-0.311763931134629	1.18576644466949	0.999280089884522
B0280.2	WBGene00015100	1.00001454435847	4.57891730939679	3.06898804225123	-2.19498552871604	0.999280089884522
B0280.3	WBGene00015101	736.999660893958	405.501022804223	0.0120441114119817	0.861958402123212	0.999280089884522
B0280.4	WBGene00003845	139.999493180089	44.7327405729582	-0.772016037293045	1.64601855082821	0.999280089884522
B0280.5	WBGene00015102	838.9988646685	348.682757335688	-0.392751321519951	1.26675383505515	0.999280089884522
B0280.7	WBGene00015103	11.9999560544221	22.0864892691411	1.75413750614327	-0.880134992608084	0.999280089884522
B0280.8	WBGene00003609	764.999872505294	381.371697864499	-0.130259210656267	1.00426172419148	0.999280089884522
B0280.9	WBGene00015104	1152.99833054531	694.908042810259	0.143506073184771	0.730496440350426	0.999280089884522
B0281.1	WBGene00015108	0.183956533595601	0.349947457474519	1.80177592227897	-0.927773408743778	0.999280089884522
B0281.3	WBGene00015110	3.00000033418476	2.46926419231322	0.593121054138472	0.280881459396744	0.999280089884522
B0281.4	WBGene00015111	4.99999577424674	4.44224833233001	0.703365683193234	0.170636830341971	0.999280089884522
B0281.5	WBGene00015112	3033.98163525404	1722.0832338465	0.0569450351155408	0.817057478419657	0.999280089884522
B0281.6	WBGene00015113	0.183945733502464	0.938800068669994	3.22554024656632	-2.35153773303119	0.999280089884522
B0281.8	WBGene00015114	NA	NA	NA	NA	NA
B0284.1	WBGene00007131	11.9999271433892	10.9940202679604	0.747695911046491	0.126306602488689	0.999280089884522
B0284.2	WBGene00007132	17.9999922996412	15.444319120817	0.65308249378905	0.220920019746147	0.999280089884522
B0284.3	WBGene00007133	943.997853370361	320.743771699131	-0.683359814507516	1.5573623280427	0.999280089884522
B0284.4	WBGene00007134	0.183960343183834	0.801884586419237	2.99800232683394	-2.12399981329875	0.999280089884522
B0285.1	WBGene00007135	3197.99636433758	2093.98539706488	0.263085596159186	0.610916917375995	0.999280089884522
B0285.10	WBGene00000513	3.99998974272984	1.76245620229213	-0.308406380496181	1.1824088940314	0.999280089884522
