wbid	N2	sp117	N2vssp117.log2.deseq	N2vssp117.log2	N2vssp117.log2.pval
AC7.2	WBGene00004929	596.323812694789	627.028878993229	0.160399719043056	-0.0724359422705701	0.310616407831202
AC7.3	WBGene00014997	118.667370191042	5.71160769185735	-4.28891881692232	4.37688259369481	0.0087659569305271
AC8.10	WBGene00043988	NA	NA	NA	NA	NA
AC8.11	WBGene00043989	NA	NA	NA	NA	NA
AC8.12	WBGene00043990	NA	NA	NA	NA	NA
AC8.3	WBGene00007075	NA	NA	NA	NA	NA
AC8.4	WBGene00007076	NA	NA	NA	NA	NA
AC8.7	WBGene00007079	0.330206447213669	0.185596141940024	-0.743237791172566	0.831201567945052	NA
AH10.1	WBGene00007082	1642.39891746891	102.075734645394	-3.9201289490051	4.00809272577759	0.00392845603510655
AH10.2	WBGene00007083	0.251496400290895	1.39087906461308	2.55535110561622	-2.46738732884373	NA
AH10.3	WBGene00007084	17.5504842960849	10.6959991816156	-0.626475804534162	0.714439581306648	0.399097135968805
AH10.4	WBGene00007085	0.424957443939812	0.704343504237513	0.816924597042546	-0.72896082027006	NA
AH6.1	WBGene00001528	0.798185029830979	1.00908237552027	0.426212603026576	-0.33824882625409	NA
AH6.10	WBGene00005032	0.380171529567105	0.361490221210767	0.0152699027389684	0.0726938740335179	NA
AH6.11	WBGene00005033	NA	NA	NA	NA	NA
AH6.12	WBGene00005034	0.251496513632319	0.185595686149121	-0.350411446149649	0.438375222922136	NA
AH6.14	WBGene00005035	0.251496513632319	0.185595686149121	-0.350411446149649	0.438375222922136	NA
AH6.2	WBGene00007080	318.866405900602	21.9039400430716	-3.77572602622287	3.86368980299536	0.0023328445021667
AH6.3	WBGene00007081	615.254420683374	42.6734753340863	-3.76180782816864	3.84977160494112	0.00362995872763622
AH6.4	WBGene00005027	0.361167227365742	0.185596291962384	-0.872535323482078	0.960499100254564	NA
AH6.5	WBGene00003231	2967.72699756951	5521.63028272781	0.98369968401973	-0.895735907247245	0.388870466404748
AH6.6	WBGene00005028	NA	NA	NA	NA	NA
AH6.7	WBGene00005029	0.329313706734898	0.361489934764598	0.22245669325765	-0.134492916485164	NA
AH6.8	WBGene00005030	0.403878368267675	0.361490305315802	-0.0720001440136607	0.159963920786146	NA
AH9.1	WBGene00014998	10.1044777762165	6.84809587134829	-0.473256180608784	0.56121995738127	0.535711476686203
AH9.2	WBGene00000797	110.050813579212	188.992771077674	0.868125018812889	-0.780161242040403	0.314436391719951
AH9.3	WBGene00014999	85.6468808225752	123.274671424537	0.613367573461093	-0.525403796688607	0.0916174229201708
AH9.4	WBGene00015000	3.75063712815929	2.32382614597352	-0.602669773689428	0.690633550461914	0.666262001037827
AH9.6	WBGene00044701	19.0301299214315	7.41400771797618	-1.27199611224454	1.35995988901702	0.20438553296106
AH9.7	WBGene00175029	5.02877977319686	3.36404638676477	-0.492046998645799	0.580010775418285	0.689437130346354
B0001.1	WBGene00003010	588.440639395159	864.940790836369	0.643668267127199	-0.555704490354713	0.311498014995546
B0001.2	WBGene00007087	858.990099514097	1184.34070690453	0.551334538342325	-0.463370761569839	0.106306652170984
B0001.3	WBGene00007088	537.763888041435	702.528671652171	0.473548004180145	-0.385584227407659	0.221958037700559
B0001.4	WBGene00007089	885.804215721445	883.246613769582	0.0837922265130689	0.0041715502594177	0.770305555787992
B0001.5	WBGene00007090	492.78674662737	486.087317607283	0.0682158147215657	0.0197479620509204	0.792825834565042
B0001.6	WBGene00007091	1278.71408728278	968.975486962428	-0.312197871569893	0.400161648342379	0.270062897106379
B0001.7	WBGene00007092	568.116161972649	958.843519292973	0.84307322136967	-0.755109444597185	0.184679698059518
B0001.8	WBGene00007093	332.936238774539	518.100673676002	0.725950325674353	-0.637986548901866	0.0728398430913919
B0019.1	WBGene00000138	459.989299741584	376.226746371222	-0.202034109578626	0.289997886351112	0.616123886798611
B0019.2	WBGene00007094	512.808256412304	836.909623193982	0.794616123061854	-0.706652346289368	0.254507495812181
B0024.1	WBGene00000722	1697.14360614696	1367.33084221341	-0.223782506229692	0.311746283002179	0.885363603887789
B0024.10	WBGene00007100	920.281140671127	1186.71293431756	0.454788197466587	-0.3668244206941	0.0154764291542057
B0024.11	WBGene00007101	458.057323512756	740.132693809318	0.780219567098981	-0.692255790326496	0.11552832944969
B0024.12	WBGene00001646	61.5233845104165	52.0214822301998	-0.154063587841258	0.242027364613744	0.772113473693615
B0024.13	WBGene00007102	598.062909350653	709.104623100601	0.333665031481788	-0.245701254709302	0.345621749156167
B0024.14	WBGene00007103	338.968420213492	207.277474945319	-0.621623749221215	0.709587525993701	0.017402914459611
B0024.15	WBGene00007104	7.6723891485298	2.99400687616125	-1.26963458510919	1.35759836188167	0.255606732661094
B0024.2	WBGene00000723	437.040108753888	174.756734596572	-1.23445385659888	1.32241763337137	0.164499242280809
B0024.3	WBGene00007096	9.64214868311747	3.34502992766124	-1.43937178108966	1.52733555786215	0.123978991648435
B0024.4	WBGene00007097	183.50171004443	293.577650094279	0.765912410007474	-0.677948633234988	0.4761760751153
B0024.6	WBGene00001533	2.06960077767445	1.33026806607248	-0.549671727898931	0.637635504671417	0.690371205115283
B0024.8	WBGene00000491	47.770488148198	21.7620174975537	-1.04634353132796	1.13430730810044	0.223588309149596
B0024.9	WBGene00007099	326.123044058866	333.07990905145	0.118415725488802	-0.0304519487163153	0.657462788002601
B0025.1	WBGene00006932	520.020318480944	584.088797688551	0.255583498169107	-0.167619721396621	0.0829520334866099
B0025.2	WBGene00000814	836.927139176509	1083.61041325277	0.460636003602918	-0.372672226830432	0.0698698988785052
B0025.4	WBGene00015001	157.670114014241	240.061307842931	0.694457444333453	-0.606493667560967	0.272589213753839
B0025.5	WBGene00194700	1030.36181664293	105.584510457941	-3.19871715115069	3.28668092792317	0.00782165602437409
B0034.1	WBGene00015002	62.8492868792767	38.368119156915	-0.624024554058581	0.711988330831067	0.415272815430115
B0034.2	WBGene00015003	0.251496513632319	0.185595686149121	-0.350411446149649	0.438375222922136	NA
B0034.3	WBGene00000403	1675.20902003755	715.216988309847	-1.13992442881972	1.22788820559221	0.0537402343069373
B0034.4	WBGene00015004	55.7013226172953	4.16838111841289	-3.65218871219971	3.7401524889722	0.0152029546179261
B0034.5	WBGene00015005	6.49623167376489	1.34233239926753	-2.1868973395431	2.27486111631559	0.0655339709613076
B0034.7	WBGene00044394	14.0270218084087	3.70043819789758	-1.83447692752789	1.92244070430037	0.0215795843039233
B0035.1	WBGene00007105	1320.54169438075	1584.47850679306	0.350842013251912	-0.262878236479426	0.305932575245133
B0035.10	WBGene00001919	2.81020492552496	20.9233599584816	2.9843310773347	-2.89636730056221	0.00046294303922783
B0035.11	WBGene00007110	687.865815274648	831.279321266048	0.361169940469418	-0.273206163696932	0.343119493563887
B0035.12	WBGene00007111	1284.07360187718	1945.16904572509	0.687131416707541	-0.599167639935055	0.275611784096163
B0035.13	WBGene00007112	454.560158790271	312.307621284473	-0.453539687773174	0.541503464545659	0.430405493244625
B0035.14	WBGene00001019	936.131249994012	1013.01678881379	0.201839139300885	-0.113875362528399	0.0426030334634906
B0035.15	WBGene00007113	327.500901928993	361.298386738827	0.229655709868509	-0.141691933096023	0.588211529940912
B0035.16	WBGene00007114	53.310361345836	65.2696463391021	0.379960037981816	-0.29199626120933	0.326891199624798
B0035.18	WBGene00044290	201.161910585843	180.572550230647	-0.0678147862458515	0.155778563018338	0.853625721660884
B0035.2	WBGene00001020	201.82144474847	279.275420072188	0.556572902089885	-0.468609125317399	0.00350207003304224
B0035.3	WBGene00007106	410.592600749926	616.163621737846	0.673569656026876	-0.58560587925439	0.0044033761200341
B0035.4	WBGene00007107	380.317114587116	532.21599077119	0.572772771574184	-0.484808994801699	0.203690012912948
B0035.5	WBGene00007108	755.927300275112	990.325081780683	0.477618462444151	-0.389654685671665	0.0738620701699204
B0035.6	WBGene00007109	1062.15271096963	1976.0071554379	0.983560743449262	-0.895596966676776	0.145655251859548
B0035.7	WBGene00001921	2.44799957413503	8.86048432531619	1.9437460301968	-1.85578225342432	0.0224463441841903
B0035.8	WBGene00001922	20.2836821905861	17.6083839355419	-0.116093291043588	0.204057067816073	0.903602532494169
B0035.9	WBGene00001920	0.251496513632319	0.185595686149121	-0.350411446149649	0.438375222922136	NA
B0041.1	WBGene00015006	32.9428943002989	1.93659360866631	-4.00041039294141	4.08837416971389	0.0103733792825399
B0041.2	WBGene00015007	2633.36676047379	2656.21218955925	0.100425710886281	-0.0124619341137953	0.664177715906511
B0041.3	WBGene00015008	60.7828078432141	49.4853164111932	-0.208699041176939	0.296662817949425	0.494151892746265
B0041.4	WBGene00004415	45964.8016312384	52473.9722770024	0.279036268400025	-0.19107249162754	0.415781399383017
B0041.5	WBGene00015009	845.186368840215	838.527521255196	0.0765524122507051	0.0114113645217805	0.720999717678851
B0041.6	WBGene00015010	54.7876247109455	58.6091104259053	0.185238659222015	-0.0972748824495287	0.570945290331992
B0041.7	WBGene00006961	1820.58887562746	1870.73770094882	0.127165896510874	-0.0392021197383881	0.467262624943404
B0041.8	WBGene00015011	353.391416030633	624.475794349072	0.909342431713219	-0.821378654940732	0.0947195187614922
B0047.1	WBGene00015012	13.3604208503733	14.0284482812082	0.158353761642773	-0.0703899848702872	0.759796523405867
B0047.2	WBGene00015013	13.6225674616707	19.3578675416729	0.594885175731682	-0.506921398959196	0.150699537111201
B0047.3	WBGene00015014	30.0884081303409	57.0024546391781	1.00978004183328	-0.921816265060792	0.00188041089734009
B0047.4	WBGene00015015	0.480367510042642	1.09598893774207	1.27798653156873	-1.19002275479624	NA
B0198.1	WBGene00006646	27.2135053249588	24.1132175534368	-0.0865348526868737	0.17449862945936	0.8794592906171
B0198.2	WBGene00007115	31.0173696757468	22.8274641095524	-0.354341971598423	0.442305748370909	0.394000367963635
B0198.3	WBGene00007116	64.4204104263947	60.1668841031107	-0.0105844304484153	0.0985482072209009	0.984298651724769
B0205.1	WBGene00015017	526.072831770115	746.208213249824	0.592279470039341	-0.504315693266855	0.0662961129835045
B0205.10	WBGene00015024	5484.36222490813	271.046056502039	-4.25075016081126	4.33871393758374	0.00203892439600093
B0205.11	WBGene00015025	528.180312269921	854.348959680998	0.781758710645721	-0.693794933873234	0.0128844355456249
B0205.12	WBGene00044413	95.7386188610838	88.8694885504695	-0.0194490315181755	0.107412808290661	0.953951940061255
B0205.13	WBGene00044644	39.8804689444941	11.4200060143752	-1.71615518685479	1.80411896362727	0.101524862994851
B0205.14	WBGene00044646	9.1234352923635	1.38281957476402	-2.63400044383761	2.72196422061009	0.0729421335751238
B0205.2	WBGene00015018	1.59055562902106	0.185596248577568	-3.01132759869939	3.09929137547188	NA
B0205.3	WBGene00004466	2068.68979566295	1889.46835911627	-0.0427731899759235	0.130736966748409	0.868310336479484
B0205.4	WBGene00015019	2.00462524448615	0.361491284017809	-2.38333601225481	2.47129978902729	0.205702367145014
B0205.5	WBGene00015020	0.828811859763827	0.361490800814038	-1.10912193636881	1.1970857131413	NA
B0205.6	WBGene00015021	407.179700764743	487.082065710072	0.346463000953615	-0.258499224181129	0.108173689292721
B0205.7	WBGene00002191	3944.55796966538	3966.83986005218	0.0960902946020422	-0.00812651782955582	0.561808749095565
B0205.8	WBGene00015022	309.541523517646	294.038830854721	0.0138375140743604	0.0741262626981257	0.979756898127064
B0205.9	WBGene00015023	442.496328304087	701.659151232989	0.753068667469826	-0.665104890697339	0.16524886369432
B0207.1	WBGene00015026	439.655047093787	28.4846025302158	-3.86015407341481	3.94811785018729	0.00310563958471509
B0207.10	WBGene00015033	5.87622574004857	1.6849715362161	-1.71420182196116	1.80216559873364	0.0927482692475692
B0207.11	WBGene00015034	179.201957607566	15.4838052185015	-3.44479065144247	3.53275442821496	0.00790078032619816
B0207.12	WBGene00000232	30.4109814769696	29.1366145467922	0.0262046553862572	0.061759121386229	0.972169884801395
B0207.2	WBGene00015027	8.16084211523059	5.03568550442141	-0.608566069752349	0.696529846524834	0.405052974846787
B0207.3	WBGene00001676	6.60877380294306	5.97225105529756	-0.0581440277590839	0.14610780453157	0.952376855990888
B0207.4	WBGene00000099	825.617454894869	837.7021968654	0.108927761744774	-0.0209639849722879	0.622265009345987
B0207.5	WBGene00015028	5163.65043313195	14.779123986434	-8.36072299180066	8.44868676857314	1.62449648941065e-05
B0207.6	WBGene00015029	169.369359370334	369.77700864232	1.21444640274144	-1.12648262596896	0.0395832858748522
B0207.7	WBGene00015030	277.560326978334	18.4377473842866	-3.82410328295766	3.91206705973015	0.0142187166242318
B0207.8	WBGene00015031	NA	NA	NA	NA	NA
B0207.9	WBGene00015032	183.716131245389	13.8280373027057	-3.643846225808	3.73181000258048	0.00733692434285583
B0212.1	WBGene00015035	12.8579628520593	18.1873850135289	0.588239815878283	-0.500276039105797	0.41282111765344
B0212.2	WBGene00015036	0.800661653812667	1.00845576470926	0.420846961385534	-0.332883184613048	NA
B0212.3	WBGene00015037	58.6715116564841	106.204766036954	0.944080218370226	-0.85611644159774	0.356802977738098
B0212.4	WBGene00015038	106.250515338821	33.4725303335696	-1.57845654206196	1.66642031883445	0.0151584000434694
B0212.5	WBGene00003889	40.3006772888418	14.3446525577754	-1.40232728298852	1.490291059761	0.0256034232375668
B0212.6	WBGene00044111	3.7956164490048	5.12710546324467	0.521774136791938	-0.433810360019452	0.729671340650307
B0213.10	WBGene00015040	30.6744276849079	8.84116242719156	-1.70676467865591	1.79472845542839	0.088672359922757
B0213.11	WBGene00015041	24.2537649758959	10.4907615933155	-1.12112552483763	1.20908930161011	0.0495489998044756
B0213.12	WBGene00015042	30.612278630889	4.76809653072279	-2.59466131062051	2.682625087393	0.0500761242487277
B0213.14	WBGene00015043	287.501203028558	135.726466422919	-0.994902144961164	1.08286592173365	3.88622422015862e-05
B0213.15	WBGene00015044	329.175738297936	52.3767505432928	-2.56389576723364	2.65185954400613	0.0416230979533337
B0213.16	WBGene00015045	29.0376502186751	3.79525213600599	-2.8476932969001	2.93565707367258	0.0268358606940003
B0213.17	WBGene00015046	731.094442474402	226.621457000248	-1.60180954313367	1.68977331990616	0.31881233775688
B0213.2	WBGene00003765	2547.46597815567	1588.10440109913	-0.593793344740776	0.681757121513262	0.330815615280645
B0213.3	WBGene00003766	236.894637971007	73.4643037407281	-1.60116644657043	1.68913022334292	0.0258473950979782
B0213.4	WBGene00003767	892.178269103749	172.828355529003	-2.28002829546953	2.36799207224202	0.0144594247872499
B0213.5	WBGene00003768	249.62549826016	45.8870553967423	-2.35564239444281	2.44360617121529	0.0304332678773551
B0213.6	WBGene00003769	696.197685318513	163.580331084459	-2.00153395179008	2.08949772856257	0.0622389133887833
B0213.7	WBGene00006142	0.361167808480405	0.361490042183842	0.0892503745624053	-0.00128659778991908	NA
B0213.8	WBGene00006141	0.251496513632319	0.185595686149121	-0.350411446149649	0.438375222922136	NA
B0213.9	WBGene00006274	0.384284938568451	0.640690016691866	0.825413853812311	-0.737450077039825	NA
B0218.1	WBGene00015047	555.178578693504	330.245056553229	-0.661451160607921	0.749414937380406	0.196529936004755
B0218.2	WBGene00015048	616.14887294868	571.0910774423	-0.0215943535057902	0.109558130278275	0.979726027265503
B0218.3	WBGene00004055	130.155044224016	163.907463291578	0.420614098562429	-0.332650321789943	0.0623617091934051
B0218.5	WBGene00015049	276.011258905973	14.7860967630952	-4.13445017621717	4.22241395298966	0.0036328826465824
B0218.6	WBGene00015050	170.013462620851	131.026036511855	-0.28783169301534	0.375795469787825	0.673275714642496
B0218.7	WBGene00015051	1471.90608043547	143.305939941846	-3.27255152713451	3.360515303907	0.00480135967414536
B0218.8	WBGene00015052	158.902579068892	304.788652888218	1.0276304293271	-0.939666652554611	0.037766046004757
B0222.1	WBGene00015053	37.6947638433547	13.7923813681126	-1.36252878522515	1.45049256199763	0.0605144051067148
B0222.10	WBGene00015058	1339.21160010974	1.73996595874587	-9.50014535641711	9.58810913318959	3.96731848451762e-05
B0222.11	WBGene00044582	19.6583059497201	7.57840578873758	-1.28720892962365	1.37517270639614	0.0894352559249783
B0222.2	WBGene00015054	0.523723277905767	0.601231886241878	0.287080571552276	-0.19911679477979	NA
B0222.3	WBGene00015055	29.3650488896987	34.9068946272407	0.337375755158718	-0.249411978386232	0.492759102857598
B0222.4	WBGene00006418	74.1009515490468	56.0856386656299	-0.313896891435096	0.401860668207582	0.635456436443818
B0222.5	WBGene00015056	549.936066181569	324.897196710327	-0.671316832667514	0.759280609440001	0.185395845881407
B0222.6	WBGene00000717	259.910103395249	345.694106833787	0.499447070180579	-0.411483293408093	0.739411920809119
B0222.7	WBGene00000718	1066.87460654363	1199.08336986026	0.256505125506094	-0.168541348733608	0.905256017213768
B0222.8	WBGene00000599	494.242953387391	508.589950866262	0.129246336099676	-0.0412825593271895	0.943016666329756
B0222.9	WBGene00015057	599.570217290251	189.77262702731	-1.57169303293241	1.6596568097049	0.00139824464324491
B0228.1	WBGene00015059	160.988724926419	68.1338484645564	-1.15255227071016	1.24051604748265	0.0128297506590688
B0228.4	WBGene00015061	4595.35189177243	3294.88654786334	-0.391982774119583	0.479946550892069	0.0377973893927696
B0228.5	WBGene00015062	4.62423686750756	1.02017674681905	-2.0924323997356	2.18039617650809	0.230857399428305
B0228.6	WBGene00015063	11.8365113043738	9.62630598962042	-0.210225958805459	0.298189735577945	0.753956550043932
B0228.7	WBGene00015064	337.002411746299	287.663616371691	-0.140412378392194	0.22837615516468	0.650788357215025
B0228.8	WBGene00015065	49.3348674762281	0.185604097799608	-7.96627148363174	8.05423526040422	0.0688853830991283
B0228.9	WBGene00015066	1.12865031024704	0.361491805029918	-1.5545999413709	1.64256371814338	NA
B0238.1	WBGene00015067	89.8268933954391	33.4229330753797	-1.33834531865117	1.42630909542366	0.0469229913043438
B0238.10	WBGene00015074	1424.71520055192	1151.7049446294	-0.218938617749047	0.306902394521533	0.0457100916202805
B0238.11	WBGene00015075	1169.54137989022	1725.8140187842	0.649297871566795	-0.561334094794309	0.21441272737397
B0238.12	WBGene00015076	318.886818609466	44.3730876602954	-2.7573238369635	2.84528761373598	0.0362074816284341
B0238.13	WBGene00015077	0.988482462643579	0.623672416364272	-0.57646314039637	0.664426917168857	NA
B0238.15	WBGene00044537	3.20989226681361	8.31851715257709	1.46176527804592	-1.37380150127343	0.43923758878006
B0238.3	WBGene00015068	0.195866454619412	0.361488047152697	0.972041387752328	-0.884077610979842	NA
B0238.5	WBGene00015069	1.85272050087879	0.361491937830298	-2.26964610086123	2.35760987763371	0.380946854664157
B0238.6	WBGene00015070	0.251496513632319	0.185595686149121	-0.350411446149649	0.438375222922136	NA
B0238.7	WBGene00015071	0.650324958186434	0.185597276453593	-1.72102147605327	1.80898525282576	NA
B0238.8	WBGene00015072	1.09472597123415	0.361491688780045	-1.51057162381583	1.59853540058832	NA
B0238.9	WBGene00015073	1641.70286804151	1478.3659099318	-0.0632258657300897	0.151189642502576	0.680134179594938
B0240.1	WBGene00004359	23.3868169619973	16.2581229937845	-0.436571034436015	0.524534811208502	0.599195026822723
B0240.2	WBGene00007117	113.141103059343	6.38493438896479	-4.05934375960062	4.1473075363731	0.0113987878004256
B0240.3	WBGene00000907	7.20242788756948	4.46684934267702	-0.601261937649167	0.689225714421653	0.54403445721995
B0240.4	WBGene00007118	993.796016371545	1905.31799853806	1.026973917146	-0.939010140373513	0.199834521892014
B0244.10	WBGene00015085	14.6828839984434	22.1782952389108	0.682976883225387	-0.595013106452901	0.114734312900353
B0244.11	WBGene00015086	NA	NA	NA	NA	NA
B0244.2	WBGene00002048	2241.62477124788	715.717981475477	-1.55911789576696	1.64708167253944	0.0413183782186902
B0244.4	WBGene00015079	0.563317757478333	3.64024621239832	2.77997895338279	-2.6920151766103	0.127500221238884
B0244.5	WBGene00015080	1.48139887585467	2.99434794217593	1.10324550102532	-1.01528172425284	0.344896315993833
B0244.6	WBGene00015081	9.05523939893256	19.7859898818552	1.21561833289528	-1.1276545561228	0.075815666506594
B0244.7	WBGene00015082	1.35850082531974	2.37505693146988	0.893910430824128	-0.805946654051642	0.532611123826113
B0244.8	WBGene00015083	4684.86960623367	8316.60397726807	0.915949417731923	-0.827985640959437	0.557515617078492
B0244.9	WBGene00015084	163.926957282198	10.7117488268953	-3.84782340149155	3.93578717826404	0.00525373483513721
B0250.1	WBGene00004413	29963.3855905615	26664.358004364	-0.0803242748921709	0.168288051664657	0.859135280025574
B0250.10	WBGene00007127	NA	NA	NA	NA	NA
B0250.2	WBGene00007119	26.6481168760787	7.96558367579196	-1.65421782609842	1.74218160287091	0.0722069301388104
B0250.4	WBGene00007121	19.4842825900483	22.1006856995224	0.26974409582588	-0.181780319053394	0.583870229369941
B0250.5	WBGene00007122	1805.28248807126	1339.76680532124	-0.342278916339648	0.430242693112134	0.168688442555285
B0250.6	WBGene00007123	NA	NA	NA	NA	NA
B0250.8	WBGene00007125	8.64188830045439	8.98137354389259	0.143553289877712	-0.0555895131052256	0.83739273379153
B0250.9	WBGene00007126	47.363924123478	36.6202856779502	-0.283181791346123	0.371145568118609	0.639623395383979
B0252.1	WBGene00015087	23.4019820510771	25.0639860678186	0.186948924365566	-0.0989851475930801	0.651258270092402
B0252.2	WBGene00000211	93.0710129998062	74.2813142950168	-0.237368791287348	0.325332568059835	0.746044599239836
B0252.3	WBGene00015088	96.8304705243968	105.220781869664	0.207850442287719	-0.119886665515233	0.493288442324525
B0252.4	WBGene00000886	154.337817975893	231.159081330867	0.67075820405456	-0.582794427282075	0.21620497446683
B0252.5	WBGene00015089	640.298860880888	50.2245561534922	-3.58431685189311	3.67228062866559	0.00576520650753403
B0252.8	WBGene00044615	44.0291805777505	19.8770390495474	-1.05939335370325	1.14735713047574	0.0823539290857705
B0261.1	WBGene00015091	1202.99229332701	1247.73229711493	0.140644811457201	-0.0526810346847151	0.484531876055713
B0261.2	WBGene00002583	2667.6430993883	3561.27922454075	0.50479366932267	-0.416829892550183	0.0668357347908067
B0261.4	WBGene00015092	554.411031137264	565.43290429219	0.116363654159277	-0.0283998773867913	0.766427777664047
B0261.5	WBGene00015093	141.786732978658	10.4284983643442	-3.67715542950969	3.76511920628218	0.00407591138615546
B0261.6	WBGene00015094	1314.76869850188	138.962650246308	-3.15407615894551	3.242039935718	0.00980071850218909
B0261.7	WBGene00015095	873.141558208763	1705.60586601843	1.05396060670702	-0.965996829934533	0.209764998646734
B0261.8	WBGene00015096	166.226351620883	86.2462853913418	-0.858651105136192	0.946614881908678	0.000151197870091124
B0261.9	WBGene00195057	24.5134638132464	1.05576667241128	-4.44924764310245	4.53721141987494	0.0331793543465503
B0272.1	WBGene00006538	39.7178870465654	15.3985829730521	-1.27902750253726	1.36699127930974	0.234560796691817
B0272.2	WBGene00007128	58.4966144576118	71.7703710796329	0.382999026890768	-0.295035250118282	0.559985337452018
B0272.3	WBGene00007129	946.606269336644	855.834803898599	-0.0574683505805215	0.145432127353007	0.828494690633853
B0272.4	WBGene00007130	227.713490626135	123.939274960397	-0.789622554315965	0.87758633108845	0.405578634692795
B0273.1	WBGene00015097	768.7657597805	80.5805320154062	-3.16607706856265	3.25404084533514	0.00712187673720894
B0273.2	WBGene00004243	438.03424698705	833.406390884746	1.01594027102814	-0.927976494255656	0.38803239372481
B0273.3	WBGene00015098	51.3787810100053	54.6382098451899	0.176701331111037	-0.0887375543385506	0.561584577288392
B0273.4	WBGene00006745	294.852662159493	137.746594315307	-1.0100137935724	1.09797757034488	0.0939088527716752
B0280.1	WBGene00015099	273.254120157416	346.546218965829	0.4307683054221	-0.342804528649613	0.130773759636856
B0280.10	WBGene00015105	100.776301184784	139.061427367772	0.552529668909379	-0.464565892136894	0.112577849201149
B0280.11	WBGene00015106	449.272416452584	33.1620438455731	-3.67202188106948	3.75998565784197	0.00442847151552729
B0280.12	WBGene00001613	24.5178983803598	11.1613004999707	-1.0473664050713	1.13533018184379	0.239685466612539
B0280.13	WBGene00015107	92.5385098993529	58.0889628529792	-0.583826019783304	0.67178979655579	0.113961724272993
B0280.17	WBGene00044674	1147.35167547237	107.323148895179	-3.33031068914085	3.41827446591334	0.00739655270654803
B0280.2	WBGene00015100	8.33300706189584	6.00794511991296	-0.384001791461606	0.471965568234092	0.679538589790209
B0280.3	WBGene00015101	829.088690603766	856.743154089061	0.135300095270222	-0.0473363184977364	0.814160185890772
B0280.4	WBGene00003845	16.8226266936176	23.4926575515184	0.569770714500761	-0.481806937728275	0.179275787139874
B0280.5	WBGene00015102	16664.0923284483	33034.1188000423	1.07517789960703	-0.987214122834549	0.470344394088612
B0280.7	WBGene00015103	4.7112541112691	10.4066545216474	1.2312870757116	-1.14332329893911	0.454503717672672
B0280.8	WBGene00003609	196.541067001289	173.046187348673	-0.0957098608873543	0.183673637659841	0.76147947689727
B0280.9	WBGene00015104	563.838432920344	798.198639588436	0.589429777078123	-0.501466000305637	0.363021570094851
B0281.1	WBGene00015108	NA	NA	NA	NA	NA
B0281.3	WBGene00015110	91.9057108834999	87.3333367274239	0.0143417275567	0.0736220492157859	0.972734989591171
B0281.4	WBGene00015111	9.04021451677206	17.6808705998006	1.05572417893046	-0.967760402157969	0.57991694195269
B0281.5	WBGene00015112	20.8277760566089	84.9023285892544	2.11525909958361	-2.02729532281112	0.128564390919333
B0281.6	WBGene00015113	2.4038280647432	3.06146091523946	0.436850331419992	-0.348886554647506	0.735828288328598
B0281.8	WBGene00015114	NA	NA	NA	NA	NA
B0284.1	WBGene00007131	22.3122593912357	7.06166555679499	-1.57179243362483	1.65975621039731	0.112807262536342
B0284.2	WBGene00007132	3.59457426424548	3.07568371507051	-0.136949980673087	0.224913757445573	0.920135938076914
B0284.3	WBGene00007133	30.421457850985	24.2200374893854	-0.240924416354818	0.328888193127303	0.624949579182791
B0284.4	WBGene00007134	0.538949704474745	0.716731096481678	0.499245081209913	-0.411281304437427	NA
