wbid	N2	sp117
B0035.7	WBGene00001921	2.44799957413503	8.86048432531619
B0035.8	WBGene00001922	20.2836821905861	17.6083839355419
B0035.9	WBGene00001920	0.251496513632319	0.185595686149121
B0041.1	WBGene00015006	32.9428943002989	1.93659360866631
B0041.2	WBGene00015007	2633.36676047379	2656.21218955925
B0041.3	WBGene00015008	60.7828078432141	49.4853164111932
B0041.4	WBGene00004415	45964.8016312384	52473.9722770024
B0041.5	WBGene00015009	845.186368840215	838.527521255196
B0041.6	WBGene00015010	54.7876247109455	58.6091104259053
B0041.7	WBGene00006961	1820.58887562746	1870.73770094882
B0041.8	WBGene00015011	353.391416030633	624.475794349072
B0047.1	WBGene00015012	13.3604208503733	14.0284482812082
B0047.2	WBGene00015013	13.6225674616707	19.3578675416729
B0047.3	WBGene00015014	30.0884081303409	57.0024546391781
B0047.4	WBGene00015015	0.480367510042642	1.09598893774207
B0198.1	WBGene00006646	27.2135053249588	24.1132175534368
B0198.2	WBGene00007115	31.0173696757468	22.8274641095524
B0198.3	WBGene00007116	64.4204104263947	60.1668841031107
B0205.1	WBGene00015017	526.072831770115	746.208213249824
B0205.10	WBGene00015024	5484.36222490813	271.046056502039
B0205.11	WBGene00015025	528.180312269921	854.348959680998
B0205.12	WBGene00044413	95.7386188610838	88.8694885504695
B0205.13	WBGene00044644	39.8804689444941	11.4200060143752
B0205.14	WBGene00044646	9.1234352923635	1.38281957476402
B0205.2	WBGene00015018	1.59055562902106	0.185596248577568
B0205.3	WBGene00004466	2068.68979566295	1889.46835911627
B0205.4	WBGene00015019	2.00462524448615	0.361491284017809
B0205.5	WBGene00015020	0.828811859763827	0.361490800814038
B0205.6	WBGene00015021	407.179700764743	487.082065710072
B0205.7	WBGene00002191	3944.55796966538	3966.83986005218
B0205.8	WBGene00015022	309.541523517646	294.038830854721
B0205.9	WBGene00015023	442.496328304087	701.659151232989
B0207.1	WBGene00015026	439.655047093787	28.4846025302158
B0207.10	WBGene00015033	5.87622574004857	1.6849715362161
B0207.11	WBGene00015034	179.201957607566	15.4838052185015
B0207.12	WBGene00000232	30.4109814769696	29.1366145467922
B0207.2	WBGene00015027	8.16084211523059	5.03568550442141
B0207.3	WBGene00001676	6.60877380294306	5.97225105529756
B0207.4	WBGene00000099	825.617454894869	837.7021968654
B0207.5	WBGene00015028	5163.65043313195	14.779123986434
B0207.6	WBGene00015029	169.369359370334	369.77700864232
B0207.7	WBGene00015030	277.560326978334	18.4377473842866
B0207.8	WBGene00015031	NA	NA
B0207.9	WBGene00015032	183.716131245389	13.8280373027057
B0212.1	WBGene00015035	12.8579628520593	18.1873850135289
B0212.2	WBGene00015036	0.800661653812667	1.00845576470926
B0212.3	WBGene00015037	58.6715116564841	106.204766036954
B0212.4	WBGene00015038	106.250515338821	33.4725303335696
B0212.5	WBGene00003889	40.3006772888418	14.3446525577754
B0212.6	WBGene00044111	3.7956164490048	5.12710546324467
B0213.10	WBGene00015040	30.6744276849079	8.84116242719156
B0213.11	WBGene00015041	24.2537649758959	10.4907615933155
B0213.12	WBGene00015042	30.612278630889	4.76809653072279
B0213.14	WBGene00015043	287.501203028558	135.726466422919
B0213.15	WBGene00015044	329.175738297936	52.3767505432928
B0213.16	WBGene00015045	29.0376502186751	3.79525213600599
B0213.17	WBGene00015046	731.094442474402	226.621457000248
B0213.2	WBGene00003765	2547.46597815567	1588.10440109913
B0213.3	WBGene00003766	236.894637971007	73.4643037407281
B0213.4	WBGene00003767	892.178269103749	172.828355529003
B0213.5	WBGene00003768	249.62549826016	45.8870553967423
B0213.6	WBGene00003769	696.197685318513	163.580331084459
B0213.7	WBGene00006142	0.361167808480405	0.361490042183842
B0213.8	WBGene00006141	0.251496513632319	0.185595686149121
B0213.9	WBGene00006274	0.384284938568451	0.640690016691866
B0218.1	WBGene00015047	555.178578693504	330.245056553229
B0218.2	WBGene00015048	616.14887294868	571.0910774423
B0218.3	WBGene00004055	130.155044224016	163.907463291578
B0218.5	WBGene00015049	276.011258905973	14.7860967630952
B0218.6	WBGene00015050	170.013462620851	131.026036511855
B0218.7	WBGene00015051	1471.90608043547	143.305939941846
B0218.8	WBGene00015052	158.902579068892	304.788652888218
B0222.1	WBGene00015053	37.6947638433547	13.7923813681126
B0222.10	WBGene00015058	1339.21160010974	1.73996595874587
B0222.11	WBGene00044582	19.6583059497201	7.57840578873758
B0222.2	WBGene00015054	0.523723277905767	0.601231886241878
B0222.3	WBGene00015055	29.3650488896987	34.9068946272407
B0222.4	WBGene00006418	74.1009515490468	56.0856386656299
B0222.5	WBGene00015056	549.936066181569	324.897196710327
B0222.6	WBGene00000717	259.910103395249	345.694106833787
B0222.7	WBGene00000718	1066.87460654363	1199.08336986026
B0222.8	WBGene00000599	494.242953387391	508.589950866262
B0222.9	WBGene00015057	599.570217290251	189.77262702731
B0228.1	WBGene00015059	160.988724926419	68.1338484645564
B0228.4	WBGene00015061	4595.35189177243	3294.88654786334
B0228.5	WBGene00015062	4.62423686750756	1.02017674681905
B0228.6	WBGene00015063	11.8365113043738	9.62630598962042
B0228.7	WBGene00015064	337.002411746299	287.663616371691
B0228.8	WBGene00015065	49.3348674762281	0.185604097799608
B0228.9	WBGene00015066	1.12865031024704	0.361491805029918
B0238.1	WBGene00015067	89.8268933954391	33.4229330753797
B0238.10	WBGene00015074	1424.71520055192	1151.7049446294
B0238.11	WBGene00015075	1169.54137989022	1725.8140187842
B0238.12	WBGene00015076	318.886818609466	44.3730876602954
B0238.13	WBGene00015077	0.988482462643579	0.623672416364272
B0238.15	WBGene00044537	3.20989226681361	8.31851715257709
B0238.3	WBGene00015068	0.195866454619412	0.361488047152697
B0238.5	WBGene00015069	1.85272050087879	0.361491937830298
B0238.6	WBGene00015070	0.251496513632319	0.185595686149121
B0238.7	WBGene00015071	0.650324958186434	0.185597276453593
B0238.8	WBGene00015072	1.09472597123415	0.361491688780045
B0238.9	WBGene00015073	1641.70286804151	1478.3659099318
B0240.1	WBGene00004359	23.3868169619973	16.2581229937845
B0240.2	WBGene00007117	113.141103059343	6.38493438896479
B0240.3	WBGene00000907	7.20242788756948	4.46684934267702
B0240.4	WBGene00007118	993.796016371545	1905.31799853806
B0244.10	WBGene00015085	14.6828839984434	22.1782952389108
B0244.11	WBGene00015086	NA	NA
B0244.2	WBGene00002048	2241.62477124788	715.717981475477
B0244.4	WBGene00015079	0.563317757478333	3.64024621239832
B0244.5	WBGene00015080	1.48139887585467	2.99434794217593
B0244.6	WBGene00015081	9.05523939893256	19.7859898818552
B0244.7	WBGene00015082	1.35850082531974	2.37505693146988
B0244.8	WBGene00015083	4684.86960623367	8316.60397726807
B0244.9	WBGene00015084	163.926957282198	10.7117488268953
B0250.1	WBGene00004413	29963.3855905615	26664.358004364
B0250.10	WBGene00007127	NA	NA
B0250.2	WBGene00007119	26.6481168760787	7.96558367579196
B0250.4	WBGene00007121	19.4842825900483	22.1006856995224
B0250.5	WBGene00007122	1805.28248807126	1339.76680532124
B0250.6	WBGene00007123	NA	NA
B0250.8	WBGene00007125	8.64188830045439	8.98137354389259
B0250.9	WBGene00007126	47.363924123478	36.6202856779502
B0252.1	WBGene00015087	23.4019820510771	25.0639860678186
B0252.2	WBGene00000211	93.0710129998062	74.2813142950168
B0252.3	WBGene00015088	96.8304705243968	105.220781869664
B0252.4	WBGene00000886	154.337817975893	231.159081330867
B0252.5	WBGene00015089	640.298860880888	50.2245561534922
B0252.8	WBGene00044615	44.0291805777505	19.8770390495474
B0261.1	WBGene00015091	1202.99229332701	1247.73229711493
B0261.2	WBGene00002583	2667.6430993883	3561.27922454075
B0261.4	WBGene00015092	554.411031137264	565.43290429219
B0261.5	WBGene00015093	141.786732978658	10.4284983643442
B0261.6	WBGene00015094	1314.76869850188	138.962650246308
B0261.7	WBGene00015095	873.141558208763	1705.60586601843
B0261.8	WBGene00015096	166.226351620883	86.2462853913418
B0261.9	WBGene00195057	24.5134638132464	1.05576667241128
B0272.1	WBGene00006538	39.7178870465654	15.3985829730521
B0272.2	WBGene00007128	58.4966144576118	71.7703710796329
B0272.3	WBGene00007129	946.606269336644	855.834803898599
B0272.4	WBGene00007130	227.713490626135	123.939274960397
B0273.1	WBGene00015097	768.7657597805	80.5805320154062
B0273.2	WBGene00004243	438.03424698705	833.406390884746
B0273.3	WBGene00015098	51.3787810100053	54.6382098451899
B0273.4	WBGene00006745	294.852662159493	137.746594315307
B0280.1	WBGene00015099	273.254120157416	346.546218965829
B0280.10	WBGene00015105	100.776301184784	139.061427367772
B0280.11	WBGene00015106	449.272416452584	33.1620438455731
B0280.12	WBGene00001613	24.5178983803598	11.1613004999707
B0280.13	WBGene00015107	92.5385098993529	58.0889628529792
B0280.17	WBGene00044674	1147.35167547237	107.323148895179
B0280.2	WBGene00015100	8.33300706189584	6.00794511991296
B0280.3	WBGene00015101	829.088690603766	856.743154089061
B0280.4	WBGene00003845	16.8226266936176	23.4926575515184
B0280.5	WBGene00015102	16664.0923284483	33034.1188000423
B0280.7	WBGene00015103	4.7112541112691	10.4066545216474
B0280.8	WBGene00003609	196.541067001289	173.046187348673
B0280.9	WBGene00015104	563.838432920344	798.198639588436
B0281.1	WBGene00015108	NA	NA
B0281.3	WBGene00015110	91.9057108834999	87.3333367274239
B0281.4	WBGene00015111	9.04021451677206	17.6808705998006
B0281.5	WBGene00015112	20.8277760566089	84.9023285892544
B0281.6	WBGene00015113	2.4038280647432	3.06146091523946
B0281.8	WBGene00015114	NA	NA
B0284.1	WBGene00007131	22.3122593912357	7.06166555679499
B0284.2	WBGene00007132	3.59457426424548	3.07568371507051
B0284.3	WBGene00007133	30.421457850985	24.2200374893854
B0284.4	WBGene00007134	0.538949704474745	0.716731096481678
B0285.1	WBGene00007135	1599.61383872861	1755.54699881821
B0285.10	WBGene00000513	1.93563402662567	1.05745923287177
B0285.3	WBGene00007136	251.235804795763	264.435664033147
B0285.4	WBGene00007137	402.821167996887	631.89406030626
B0285.5	WBGene00002003	522.033957723472	838.150528956677
B0285.6	WBGene00007138	14.710356367622	8.09322312136653
B0285.7	WBGene00007139	210.110897660758	193.918465648788
B0285.8	WBGene00000511	66.7578156695972	39.7267889344986
B0285.9	WBGene00000512	372.567564484289	213.044603526002
B0286.1	WBGene00015115	181.366098398996	54.8769822184353
B0286.2	WBGene00002252	70.8374202359242	37.1190116426707
B0286.3	WBGene00015116	612.428096203155	314.592565724398
B0286.4	WBGene00003825	1739.93513199787	1757.39849792392
B0286.5	WBGene00001438	48.7818213071935	65.177616849583
B0286.6	WBGene00023425	383.659266612851	1.25994568137798
B0294.1	WBGene00015117	54.437632948752	21.5175655927196
B0294.3	WBGene00015118	NA	NA
B0302.1	WBGene00002207	1220.6757872646	1012.51394323147
B0302.2	WBGene00015119	0.251496513632319	0.185595686149121
B0302.4	WBGene00015121	0.25149708070247	0.361488862229927
B0302.5	WBGene00015122	457.19545917674	290.191377584913
B0303.11	WBGene00015131	561.712894486841	325.028155309321
B0303.14	WBGene00015132	35.4201945146301	41.4250701927429
B0303.15	WBGene00015133	539.497869529237	674.581049525387
B0303.16	WBGene00044678	0.969849313365302	1.68342128928802
B0303.2	WBGene00015124	41.999583100784	35.7980567288249
B0303.3	WBGene00015125	3114.98909000017	1982.00320907947
B0303.4	WBGene00015126	1457.7413960872	1457.11341830065
B0303.7	WBGene00015128	383.528443807121	318.020274343249
B0303.8	WBGene00015129	0.646208462352406	4.5375950084742
B0303.9	WBGene00015130	293.353866112755	521.007486732032
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	419.485511406578	645.392121698275
B0304.3	WBGene00015135	7.0047039799497	5.74513486155193
B0304.4	WBGene00015136	82.390104580161	136.872562842995
B0304.5	WBGene00005058	1.17749614860974	3.06899102661537
B0304.6	WBGene00005059	1.12332873951737	1.67871443887098
B0304.7	WBGene00005060	0.251496748818218	0.635533507709082
B0304.8	WBGene00005061	2.06326545656631	1.92557449872244
B0304.9	WBGene00005062	0.823336226521902	0.698064991107042
B0310.1	WBGene00015137	135.789273608228	89.133505040151
B0310.2	WBGene00015138	90.0667896053982	71.6010609308964
B0310.3	WBGene00015139	127.300313501725	12.5870676668562
B0310.5	WBGene00015141	477.95659438696	458.902241006958
B0310.6	WBGene00015142	3.1338169843397	5.29902619626202
B0331.1	WBGene00007140	10.8579248271545	2.02504389269812
B0331.2	WBGene00007141	2.9698153954381	2.74418653228721
B0334.1	WBGene00007142	1315.76398065449	766.641991355423
B0334.10	WBGene00007148	20.6540044255825	0.641510548684775
B0334.11	WBGene00003868	660.741396737779	880.056500371012
B0334.13	WBGene00007149	12.0523483367979	28.0292968309575
B0334.15	WBGene00195248	0.618493039854058	1.6564241750319
B0334.2	WBGene00006660	132.650570634685	114.706744077253
B0334.3	WBGene00007143	3501.94908253244	2220.41047328933
B0334.4	WBGene00007144	475.914781767783	691.943294916348
B0334.5	WBGene00007145	NA	NA
B0334.6	WBGene00007146	8.92560882660925	8.37659306873935
B0334.7	WBGene00005267	0.843910739351029	0.361490817335799
B0334.8	WBGene00000090	821.617087604924	1197.78014893059
B0336.1	WBGene00006943	866.888457882319	1473.42810947666
B0336.10	WBGene00004435	15847.605838896	16850.2603910961
B0336.11	WBGene00015148	249.446538982353	87.1262407811117
B0336.12	WBGene00015149	1.36006454795853	0.185596130833953
B0336.13	WBGene00015150	381.823545878372	558.857548572482
B0336.2	WBGene00000182	5323.55982547615	4770.39276816288
B0336.3	WBGene00015143	3687.89551766586	4494.96451316591
B0336.4	WBGene00004348	112.583706336481	126.800140885892
B0336.5	WBGene00015145	452.353725376044	505.377896441286
B0336.6	WBGene00015146	1187.61107788445	1757.93001458211
B0336.7	WBGene00015147	383.905676674182	579.014084965214
B0336.8	WBGene00002982	357.900206247477	596.126518413596
B0336.9	WBGene00006359	625.83192290032	840.259710173157
B0344.2	WBGene00006955	33.2968923902123	55.7906639780161
B0348.1	WBGene00015151	0.38030766993813	0.361490222488238
B0348.2	WBGene00015152	5.55859896681808	4.56558092914186
B0348.4	WBGene00001177	1663.36301348238	1268.00934557849
B0348.5	WBGene00015153	6.19863770708846	8.0311941536069
B0348.6	WBGene00002061	4234.00658413098	4801.08917994723
B0350.2	WBGene00006780	7495.56226834455	4688.31672650958
B0350.3	WBGene00015154	NA	NA
B0353.1	WBGene00015155	8.39485847517155	5.34885563521537
B0361.10	WBGene00015164	591.072521136981	763.942596906408
B0361.11	WBGene00015165	92.4863404997092	7.80802548902619
B0361.2	WBGene00015156	312.361542460723	484.440642794724
B0361.3	WBGene00015157	492.185222151955	563.559009844933
B0361.4	WBGene00015158	21.5247030670558	10.0409479934948
B0361.5	WBGene00015159	803.892745006983	816.94518489678
B0361.6	WBGene00015160	360.220404288436	634.56190201628
B0361.7	WBGene00015161	294.098226467533	450.561705017707
B0361.8	WBGene00015162	581.442529715687	730.291212676315
B0361.9	WBGene00015163	185.537674318207	128.931269903318
B0365.1	WBGene00007150	2881.19964424737	4648.88130394143
B0365.3	WBGene00001137	20057.7856851342	19595.789999435
B0365.5	WBGene00007152	34.9506246487939	21.3575122028951
B0365.6	WBGene00007153	1851.08410653862	3479.10131309415
B0365.7	WBGene00007154	7.6539077363363	11.0709587197554
B0379.1	WBGene00007155	660.464626713057	442.159712443402
B0379.2	WBGene00007156	337.720435044074	26.8447005319205
B0379.3	WBGene00003508	2336.44491027627	2723.4788907846
B0379.4	WBGene00007054	888.221304978258	786.740431384364
B0379.6	WBGene00007158	0.195866454619412	0.361488047152697
B0379.7	WBGene00007159	1506.31028272673	126.90686453736
B0391.10	WBGene00007165	133.266409052601	141.01210086955
B0391.11	WBGene00007166	0.652218450637956	0.36149091359239
B0391.12	WBGene00006289	NA	NA
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	0.932115994798985	0.361491070984101
B0391.5	WBGene00007162	12.8824357507524	28.4332672857
B0391.6	WBGene00007163	0.379936102358539	0.36149021884375
B0391.9	WBGene00007164	0.679649458420161	1.31505994881606
B0393.1	WBGene00004469	39756.2336002385	45231.2216889234
B0393.2	WBGene00007167	947.266606504402	1715.21929565947
B0393.3	WBGene00007168	1117.48564246619	2252.12186128993
B0393.4	WBGene00007169	2023.25974508855	66.5696248429582
B0393.5	WBGene00007170	58.3760361331249	49.2209033422434
B0393.6	WBGene00007171	963.651905834599	1383.25317589693
B0393.7	WBGene00007172	4.48530854855027	0.70501937677604
B0393.8	WBGene00007173	NA	NA
B0393.9	WBGene00044636	116.59780022329	81.975480494748
B0395.1	WBGene00003729	46.3535678757707	67.000072499298
B0395.2	WBGene00007174	8.03280526885812	9.94392324338619
B0395.3	WBGene00007175	1901.33460656081	992.535177846893
B0399.1	WBGene00007176	172.462572792579	98.4350224160878
B0399.2	WBGene00007177	4.13720976964833	11.9311790011661
B0403.2	WBGene00006712	43.2152411738307	12.9729190343722
B0403.3	WBGene00015167	65.8139120690993	34.2540139878161
B0403.4	WBGene00015168	5436.22316375705	3199.92708932943
B0403.5	WBGene00015169	110.539594795418	103.697892473348
B0403.6	WBGene00043982	50.7940071257655	22.5181275970597
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	78.3028351149841	176.990874362015
B0410.3	WBGene00015172	526.558960758778	161.57695276184
B0412.1	WBGene00000895	39.9911724490669	25.0611250781004
B0412.2	WBGene00000903	270.62229443303	127.444544569794
B0412.3	WBGene00015173	1548.71758073922	1698.67435477954
B0412.4	WBGene00004498	9507.60919363871	11229.9642239546
B0414.1	WBGene00015175	1.35479986855822	0.361491367167412
B0414.2	WBGene00004393	16.3042420418752	7.78353184407641
B0414.3	WBGene00001856	5870.79733384649	7257.82907271812
B0414.5	WBGene00000772	1755.86248705354	3048.8886968713
B0414.6	WBGene00001600	486.125193509563	731.904393658725
B0414.7	WBGene00003472	907.930100525118	1355.41160965397
B0414.8	WBGene00015176	475.608444043942	813.582826340868
B0416.1	WBGene00015177	108.364556064279	72.5856287780772
B0416.2	WBGene00015178	2.96592927055715	0.361491618270937
B0416.3	WBGene00015179	23.7816120717574	31.4335920709304
B0416.4	WBGene00015180	57.0539838377052	88.8056228797616
B0416.5	WBGene00015181	1144.73836906725	1434.91571927481
B0416.6	WBGene00001638	267.579529036785	302.995882703751
B0416.7	WBGene00015182	21.7230459480883	28.4792339198065
B0432.1	WBGene00015183	1.78426949408709	2.38337227409815
B0432.10	WBGene00015191	106.514964760971	238.765837485573
B0432.11	WBGene00015192	82.9581598397672	4.73427174405212
B0432.12	WBGene00015193	289.406895565967	13.5842441972523
B0432.13	WBGene00015194	184.412234295008	226.608124827057
B0432.14	WBGene00044640	48.3009041527336	8.13653982770189
B0432.2	WBGene00015184	752.915975770355	681.815021411754
B0432.3	WBGene00015185	297.753283776289	321.806994568471
B0432.4	WBGene00015186	1131.71291699773	1103.19584081245
B0432.5	WBGene00000296	24.8056227687389	10.4520631268284
B0432.6	WBGene00015187	108.03088678724	164.901032653747
B0432.7	WBGene00015188	143.604940403184	261.577621962565
B0432.8	WBGene00015189	9.00246393957054	16.4153012533441
B0432.9	WBGene00015190	16.7862489110277	24.357871012758
B0454.1	WBGene00002997	122.194964452688	168.608652778687
B0454.10	WBGene00005542	2.19265157877836	3.04308590294715
B0454.2	WBGene00005543	0.326247501756964	1.0107592089154
B0454.3	WBGene00005540	0.508371519294398	0.361490488368358
B0454.4	WBGene00005541	0.557442963851851	0.645604784949971
B0454.5	WBGene00015196	150.790788079593	115.010522819048
B0454.6	WBGene00015197	423.865516151684	213.982295856031
B0454.7	WBGene00015198	1.56625850762364	0.361491382735068
B0454.8	WBGene00015199	0.327773865646704	0.712967103478022
B0454.9	WBGene00015200	122.765389412434	130.653370478227
B0457.1	WBGene00002251	2379.75270678571	3377.09943885762
B0457.2	WBGene00007178	164.268479244104	104.340606928509
B0457.4	WBGene00007179	22.4614922215478	2.42231193023727
B0457.6	WBGene00007180	269.88015936952	200.620531510414
B0462.1	WBGene00007181	7.1456724663045	1.26341621562962
B0462.3	WBGene00007182	1.26910253511863	7.29043175626111
B0462.4	WBGene00007183	5.82033691997339	1.72116559729359
B0462.5	WBGene00194695	102.486661388859	16.8260496586853
B0464.1	WBGene00001094	3069.73232412997	3518.06596851425
B0464.2	WBGene00007184	1794.71233698084	2270.04336706952
B0464.3	WBGene00007185	1603.77755986967	1252.41188079949
B0464.4	WBGene00000268	1231.45156813815	1145.25980618834
B0464.5	WBGene00004980	5896.34332738486	5204.8775451048
B0464.6	WBGene00007186	1630.11506574231	2074.96738063824
B0464.7	WBGene00000235	891.925454960254	1119.43915974035
B0464.8	WBGene00007187	289.753915169212	404.545282422877
B0464.9	WBGene00007188	335.809117080333	537.857982133759
B0478.1	WBGene00002178	32.4943552686028	15.7446313360145
B0478.3	WBGene00015202	11.6059714504981	5.81644503181147
B0491.1	WBGene00007189	491.777185093298	533.643324586134
B0491.2	WBGene00005016	378.012466221508	494.078631468957
B0491.3	WBGene00007190	2227.4902786792	170.959120223051
B0491.4	WBGene00007191	18.0289683049493	7.02692623034046
B0491.5	WBGene00007192	3980.84850790348	3158.84054084956
B0491.6	WBGene00007193	362.244545103929	514.983201376729
B0491.7	WBGene00007194	170.58214586543	255.699884673316
B0491.8	WBGene00000529	96.018201454917	33.9487798514039
B0495.1	WBGene00005149	0.983310488839499	0.361491146564159
B0495.10	WBGene00007044	136.161569106473	71.8054729156975
B0495.2	WBGene00015203	981.730984141721	1292.51624793053
B0495.4	WBGene00003730	333.685497323414	515.07206606162
B0495.5	WBGene00015204	257.530979096339	292.954606199058
B0495.6	WBGene00015205	311.027514895968	529.338186399286
B0495.7	WBGene00015206	1823.29076431523	2021.16931294556
B0495.8	WBGene00015207	705.727670045481	607.117154647193
B0495.9	WBGene00015208	333.296664069023	349.032230353303
B0496.1	WBGene00015210	57.8292903660853	3.77355900930107
B0496.11	WBGene00194883	4.29974723285912	4.33684950722371
B0496.2	WBGene00015211	12.7082830553974	2.02530216423865
B0496.3	WBGene00006814	705.536479024608	372.571137230979
B0496.5	WBGene00015214	2.03230904129279	1.27669583133135
B0496.6	WBGene00015215	60.093759597158	6.55668448929672
B0496.7	WBGene00015216	113.577972559263	49.9683953842007
B0496.8	WBGene00015217	164.554558770742	103.852367999236
B0507.1	WBGene00015218	41.4238882128387	41.694083018912
B0507.10	WBGene00015227	29.9229697347402	10.787450527125
B0507.11	WBGene00006006	0.491737804322588	1.911821567536
B0507.2	WBGene00015219	277.594617779974	189.153903658263
