wbid	bc4289	N2
B0035.18	WBGene00044290	189.478471240485	201.235503111651
B0035.2	WBGene00001020	271.404004386223	201.901579234556
B0035.3	WBGene00007106	605.00343816346	410.934532849932
B0035.4	WBGene00007107	527.949807692546	380.730063524201
B0035.5	WBGene00007108	1013.41259918297	756.298370435055
B0035.6	WBGene00007109	1757.21949061198	1063.76065119892
B0035.7	WBGene00001921	3.27153575558466	2.40606548265202
B0035.8	WBGene00001922	20.7518501141501	20.2779792600238
B0035.9	WBGene00001920	0.184275009014781	0.251548607415622
B0041.1	WBGene00015006	5.45624800466871	32.9071429405121
B0041.2	WBGene00015007	2544.54523199593	2634.91868361451
B0041.3	WBGene00015008	54.9345012770838	60.7482280162778
B0041.4	WBGene00004415	52746.0577472179	45996.794777988
B0041.5	WBGene00015009	925.783459357868	845.176167227447
B0041.6	WBGene00015010	62.4476267317709	54.8120693588105
B0041.7	WBGene00006961	1834.58480353326	1821.56513925745
B0041.8	WBGene00015011	563.439529797869	353.897766403616
B0047.1	WBGene00015012	10.3351567108375	13.3372528147755
B0047.2	WBGene00015013	20.8806364812111	13.6279173069899
B0047.3	WBGene00015014	51.5618645168827	30.0824486665319
B0047.4	WBGene00015015	0.979217368353547	0.480847279677355
B0198.1	WBGene00006646	33.8098909865964	27.2847070870174
B0198.2	WBGene00007115	29.1173758161803	31.0080453982029
B0198.3	WBGene00007116	67.7436307935919	64.4050752360805
B0205.1	WBGene00015017	753.997831348523	526.620442078549
B0205.10	WBGene00015024	457.218640443075	5475.24570008073
B0205.11	WBGene00015025	803.164015704792	528.550351252617
B0205.12	WBGene00044413	112.013015695966	95.8476060166054
B0205.13	WBGene00044644	5.45531916428445	39.8527057607611
B0205.14	WBGene00044646	2.31543361038398	9.13551980246115
B0205.2	WBGene00015018	0.657579205391047	1.62739746176236
B0205.3	WBGene00004466	1797.11591581292	2068.99156451442
B0205.4	WBGene00015019	3.04050425396586	2.01963587980035
B0205.5	WBGene00015020	0.994428648965926	0.820563213381488
B0205.6	WBGene00015021	436.355216752981	407.396523266768
B0205.7	WBGene00002191	4442.10667961066	3945.77157486342
B0205.8	WBGene00015022	313.09672662511	309.837049509941
B0205.9	WBGene00015023	699.824432249712	443.083629076104
B0207.1	WBGene00015026	47.5973699355398	438.949134369502
B0207.10	WBGene00015033	2.00906270841982	5.8743389160378
B0207.11	WBGene00015034	18.8312443469982	178.921191597417
B0207.12	WBGene00000232	21.2863329885553	30.40099264406
B0207.2	WBGene00015027	8.3171418015301	8.17715554132473
B0207.3	WBGene00001676	4.31733665710916	6.52474451041968
B0207.4	WBGene00000099	878.197774076728	826.200546620872
B0207.5	WBGene00015028	6.75617123253106	5154.685887599
B0207.6	WBGene00015029	358.672754982317	169.642944256298
B0207.7	WBGene00015030	18.1432133078111	277.090913819669
B0207.8	WBGene00015031	NA	NA
B0207.9	WBGene00015032	26.3150109402228	183.417814905618
B0212.1	WBGene00015035	17.3794131804086	12.8591552157338
B0212.2	WBGene00015036	0.644160207055265	0.778966095919133
B0212.3	WBGene00015037	91.0540426988975	58.7796220427476
B0212.4	WBGene00015038	59.906146463579	106.167619193499
B0212.5	WBGene00003889	17.8882185865435	40.2938741511212
B0212.6	WBGene00044111	4.28877537643173	3.79966390429293
B0213.10	WBGene00015040	12.8853686482646	30.6417511369125
B0213.11	WBGene00015041	17.8651173790109	24.2418226893284
B0213.12	WBGene00015042	5.04191321643928	30.5950081260973
B0213.14	WBGene00015043	188.136314493483	287.58854508773
B0213.15	WBGene00015044	46.4335586206127	328.773427339983
B0213.16	WBGene00015045	8.74303562864092	28.982944488624
B0213.17	WBGene00015046	210.269174653071	729.530117193937
B0213.2	WBGene00003765	1892.86739438695	2545.99434948892
B0213.3	WBGene00003766	97.2027064864187	236.714334839435
B0213.4	WBGene00003767	380.646569421769	891.136873269121
B0213.5	WBGene00003768	105.905777690506	249.264018450694
B0213.6	WBGene00003769	219.656281596249	695.268574272918
B0213.7	WBGene00006142	0.184275609349723	0.36098956098744
B0213.8	WBGene00006141	0.184275009014781	0.251548607415622
B0213.9	WBGene00006274	0.358914461023147	0.380073708367234
B0218.1	WBGene00015047	531.079747440175	554.856491780465
B0218.2	WBGene00015048	648.389660168949	615.985015664146
B0218.3	WBGene00004055	157.195939131405	130.208438740155
B0218.5	WBGene00015049	29.1238751165312	275.579089747945
B0218.6	WBGene00015050	133.98557260551	169.880716091177
B0218.7	WBGene00015051	262.559857078718	1469.80766817933
B0218.8	WBGene00015052	34.9107889066582	158.978681675726
B0222.1	WBGene00015053	10.6025605836639	37.6558547668771
B0222.10	WBGene00015058	1.0027655292156	1336.78170639644
B0222.11	WBGene00044582	10.9373842981926	19.7145175104862
B0222.2	WBGene00015054	0.679670421262837	0.521221177260911
B0222.3	WBGene00015055	22.3736170489752	29.3575524883767
B0222.4	WBGene00006418	99.7020155444544	74.1028279179215
B0222.5	WBGene00015056	409.765939614637	549.574899616476
B0222.6	WBGene00000717	300.635985592737	260.018937395691
B0222.7	WBGene00000718	1316.19329179526	1066.91253303143
B0222.8	WBGene00000599	631.516175269773	494.315866574838
B0222.9	WBGene00015057	260.474505646814	599.290985484669
B0228.1	WBGene00015059	98.7383371705652	160.883816114348
B0228.4	WBGene00015061	3624.57163674248	4595.15190130999
B0228.5	WBGene00015062	1.65603375057243	4.65567831786262
B0228.6	WBGene00015063	11.7923287102181	11.8233396127786
B0228.7	WBGene00015064	288.349206136016	336.869752740932
B0228.8	WBGene00015065	0.358922536241534	49.2679382841748
B0228.9	WBGene00015066	0.358915211774952	1.12737671516986
B0238.1	WBGene00015067	51.9183309572153	89.7770510782793
B0238.10	WBGene00015074	1333.88994542879	1425.3055604619
B0238.11	WBGene00015075	1662.56828651721	1170.89167257022
B0238.12	WBGene00015076	46.3226532095255	318.38337217741
B0238.13	WBGene00015077	0.358913623075582	0.988551434741426
B0238.15	WBGene00044537	8.295104649593	3.2152177766192
B0238.3	WBGene00015068	NA	NA
B0238.5	WBGene00015069	0.18427431449964	1.83879331601701
B0238.6	WBGene00015070	0.358914391840653	0.251549174600036
B0238.7	WBGene00015071	0.358915591873878	0.633415431492643
B0238.8	WBGene00015072	0.651923304629979	1.11813824729892
B0238.9	WBGene00015073	1566.17283723573	1642.32316539928
B0240.1	WBGene00004359	22.7563544657682	23.3598075846133
B0240.2	WBGene00007117	9.55921643558721	112.939269845457
B0240.3	WBGene00000907	1.30012435454221	7.19315061151921
B0240.4	WBGene00007118	1945.36610033934	995.425867882748
B0244.10	WBGene00015085	19.9965520907583	14.6504676620129
B0244.11	WBGene00015086	NA	NA
B0244.2	WBGene00002048	1012.34621438579	2238.99186928419
B0244.4	WBGene00015079	2.63882263922687	0.573863964154576
B0244.5	WBGene00015080	5.31252770147342	1.48319417663116
B0244.6	WBGene00015081	15.5087231236305	9.08134879055389
B0244.7	WBGene00015082	2.64750089673877	1.37082502149575
B0244.8	WBGene00015083	8042.20437612377	4696.6473827157
B0244.9	WBGene00015084	17.1216323984623	163.664199994245
B0250.1	WBGene00004413	26607.8615362146	29987.1503022922
B0250.10	WBGene00007127	NA	NA
B0250.2	WBGene00007119	13.6164331863165	26.621465439114
B0250.4	WBGene00007121	16.3841833245818	19.4904520092443
B0250.5	WBGene00007122	1376.68855969802	1806.39050136559
B0250.6	WBGene00007123	NA	NA
B0250.8	WBGene00007125	7.01248478056094	8.61947120368646
B0250.9	WBGene00007126	27.7273429569262	47.3308052081323
B0252.1	WBGene00015087	18.292735891078	23.3995797992058
B0252.2	WBGene00000211	47.9597384086939	92.9739633945367
B0252.3	WBGene00015088	110.263383861403	96.6877939575823
B0252.4	WBGene00000886	215.778644286567	154.5413042485
B0252.5	WBGene00015089	83.33431349228	639.279589929762
B0252.8	WBGene00044615	22.8156389614045	44.0018557228547
B0261.1	WBGene00015091	1284.03470721869	1203.50590512069
B0261.2	WBGene00002583	3481.46697394885	2669.57957909014
B0261.4	WBGene00015092	590.61770096346	554.885902547104
B0261.5	WBGene00015093	10.6477395267898	141.590020888858
B0261.6	WBGene00015094	197.543781436925	1312.94478132212
B0261.7	WBGene00015095	1650.54150871589	874.62043178639
B0261.8	WBGene00015096	108.640235931878	166.044256096022
B0261.9	WBGene00195057	1.71223506134062	24.4858384290668
B0272.1	WBGene00006538	18.0002086902634	39.6690420859926
B0272.2	WBGene00007128	76.5165279709779	58.5715568267
B0272.3	WBGene00007129	854.59942592212	946.865511250651
B0272.4	WBGene00007130	113.96846329858	227.431821620949
B0273.1	WBGene00015097	128.405466058744	767.641988455875
B0273.2	WBGene00004243	844.130488409437	439.069471271657
B0273.3	WBGene00015098	59.1742449101866	51.3691132792377
B0273.4	WBGene00006745	137.73292316928	294.619979253231
B0280.1	WBGene00015099	349.317686430387	273.487200201245
B0280.10	WBGene00015105	124.300129074796	100.931772992265
B0280.11	WBGene00015106	67.1035886748466	448.56455012118
B0280.12	WBGene00001613	11.6926252085208	24.4514949714171
B0280.13	WBGene00015107	87.2411786106386	92.5544705883056
B0280.17	WBGene00044674	183.779778754698	1145.57425653963
B0280.2	WBGene00015100	7.92450402743042	8.35840135572927
B0280.3	WBGene00015101	1106.11722595655	830.060668171601
B0280.4	WBGene00003845	24.7120360255425	16.8211801105903
B0280.5	WBGene00015102	32877.8042670423	16703.0763637358
B0280.7	WBGene00015103	12.6857041957881	4.71017628010378
B0280.8	WBGene00003609	177.552550643695	196.600909762153
B0280.9	WBGene00015104	814.838152969321	564.59484291234
B0281.1	WBGene00015108	0.358913582572845	0.195906859807599
B0281.3	WBGene00015110	73.281754504712	91.8820446271065
B0281.4	WBGene00015111	16.0841834100611	9.07056068140584
B0281.5	WBGene00015112	62.2267578851903	20.8792936637516
B0281.6	WBGene00015113	1.68074413756994	2.39580099499073
B0281.8	WBGene00015114	0.358913582572845	0.195906859807599
B0284.1	WBGene00007131	15.895404563443	22.261242894587
B0284.2	WBGene00007132	5.70585852546746	3.51768457538155
B0284.3	WBGene00007133	26.0824063044067	30.4524999766194
B0284.4	WBGene00007134	0.358915177209651	0.540209479149843
B0285.1	WBGene00007135	1928.48178984199	1601.2270732792
B0285.10	WBGene00000513	0.663916519889215	1.94051259839873
B0285.3	WBGene00007136	286.973952570712	251.570936620466
B0285.4	WBGene00007137	625.413251307337	403.285426493259
B0285.5	WBGene00002003	901.443761239592	522.828826132035
B0285.6	WBGene00007138	12.0216060078093	14.731894326009
B0285.7	WBGene00007139	137.023116731399	209.865443452188
B0285.8	WBGene00000511	48.2245716174722	66.7054753676347
B0285.9	WBGene00000512	107.776888681568	371.998154711757
B0286.1	WBGene00015115	56.4533257189381	181.187328596647
B0286.2	WBGene00002252	55.5097898824583	70.7896441553706
B0286.3	WBGene00015116	565.819228753671	612.580101811941
B0286.4	WBGene00003825	1858.75055128725	1740.55213410592
B0286.5	WBGene00001438	73.2534127603175	48.8352975317712
B0286.6	WBGene00023425	3.78631436204041	382.98812415064
B0294.1	WBGene00015117	37.7547715175784	54.4094396069229
B0294.3	WBGene00015118	NA	NA
B0302.1	WBGene00002207	1132.5773362357	1221.16551452053
B0302.2	WBGene00015119	0.647042051933869	0.251549373364196
B0302.4	WBGene00015121	0.184275009014781	0.251548607415622
B0302.5	WBGene00015122	340.564317131426	457.337214413148
B0303.11	WBGene00015131	467.89710875324	561.416914977036
B0303.14	WBGene00015132	30.9450360355825	35.4462616846049
B0303.15	WBGene00015133	758.57326454319	539.975739435797
B0303.16	WBGene00044678	0.671197615591669	0.953802366221012
B0303.2	WBGene00015124	39.7997047979818	42.0206124668137
B0303.3	WBGene00015125	2005.41792467052	3113.60840420436
B0303.4	WBGene00015126	1467.69949682031	1458.44905957862
B0303.7	WBGene00015128	341.887398206995	383.698150631376
B0303.8	WBGene00015129	2.72014862080828	0.651645827224019
B0303.9	WBGene00015130	482.162058488428	293.716402665814
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	671.717385894827	420.098073150354
B0304.3	WBGene00015135	6.06291045639466	6.98327676270712
B0304.4	WBGene00015136	135.128911845487	82.481136757847
B0304.5	WBGene00005058	2.05006768411077	1.19129574578846
B0304.6	WBGene00005059	0.358913808419239	1.11835652671739
B0304.7	WBGene00005060	0.184275009014781	0.251548607415622
B0304.8	WBGene00005061	1.98573720961709	2.05017451964598
B0304.9	WBGene00005062	0.976451661788443	0.823563748247051
B0310.1	WBGene00015137	109.182241237533	135.717336866774
B0310.2	WBGene00015138	80.9579755975568	90.0542611271237
B0310.3	WBGene00015139	9.27264817024628	127.056733342725
B0310.5	WBGene00015141	550.449263004561	478.206519657814
B0310.6	WBGene00015142	3.72745061822588	3.13133251359567
B0331.1	WBGene00007140	3.13997990345043	10.8519630481064
B0331.2	WBGene00007141	4.71157877589793	2.96998347300746
B0334.1	WBGene00007142	1382.01565756191	1315.4104376814
B0334.10	WBGene00007148	1.67582613866299	20.6304009524924
B0334.11	WBGene00003868	953.918563210203	661.6301964706
B0334.13	WBGene00007149	17.2939507035541	12.0557869520672
B0334.15	WBGene00195248	2.62665727482334	0.618540992262232
B0334.2	WBGene00006660	114.815479393508	132.555473007502
B0334.3	WBGene00007143	2463.30871366472	3500.61279031034
B0334.4	WBGene00007144	693.660241612168	476.457067768157
B0334.5	WBGene00007145	NA	NA
B0334.6	WBGene00007146	5.66097562025594	8.91005194779673
B0334.7	WBGene00005267	0.184272963353642	0.837834735645285
B0334.8	WBGene00000090	1167.15792462716	822.565922233604
B0336.1	WBGene00006943	1501.79033088834	868.140804854995
B0336.10	WBGene00004435	17332.4087515635	15861.7496114356
B0336.11	WBGene00015148	123.917090932446	249.155973320134
B0336.12	WBGene00015149	0.358913848145763	1.38660453080524
B0336.13	WBGene00015150	613.935066852981	382.383802829968
B0336.2	WBGene00000182	5557.518963952	5324.92023167669
B0336.3	WBGene00015143	4478.54291666975	3691.21063806387
B0336.4	WBGene00004348	131.718743635487	112.601384550801
B0336.5	WBGene00015145	574.708177606352	453.084007904417
B0336.6	WBGene00015146	1792.15708342983	1189.56619851838
B0336.7	WBGene00015147	558.118259230756	384.357253378311
B0336.8	WBGene00002982	552.122294137841	358.354692039826
B0336.9	WBGene00006359	785.579328212077	626.584822149656
B0344.2	WBGene00006955	54.5807255102112	33.2871661861988
B0348.1	WBGene00015151	0.184275686741403	0.3781966898175
B0348.2	WBGene00015152	3.70200532979363	5.54697585093652
B0348.4	WBGene00001177	1141.86569499699	1662.98920211162
B0348.5	WBGene00015153	6.67340312872638	6.14835307186395
B0348.6	WBGene00002061	4926.75426071942	4237.56680075205
B0350.2	WBGene00006780	5597.60287694412	7493.34303740296
B0350.3	WBGene00015154	NA	NA
B0353.1	WBGene00015155	4.21321542785412	8.39570883306678
B0361.10	WBGene00015164	800.100665987903	591.135372420842
B0361.11	WBGene00015165	11.0990794741387	92.3256664867878
B0361.2	WBGene00015156	437.497250179361	312.77103013534
B0361.3	WBGene00015157	535.719617108087	492.238131799648
B0361.4	WBGene00015158	17.8257794542174	21.5128006971498
B0361.5	WBGene00015159	767.298306440776	804.133894754737
B0361.6	WBGene00015160	597.726756790331	360.659020187036
B0361.7	WBGene00015161	435.918814405925	294.36306105663
B0361.8	WBGene00015162	752.661696141892	581.544005452092
B0361.9	WBGene00015163	200.386448438067	185.370275414439
B0365.1	WBGene00007150	4617.00970271297	2884.99408469599
B0365.3	WBGene00001137	22507.8325972429	20067.6572713921
B0365.5	WBGene00007152	35.5267485285536	34.9387173688694
B0365.6	WBGene00007153	2990.20313477628	1852.36940119461
B0365.7	WBGene00007154	8.95423509848549	7.65126915612023
B0379.1	WBGene00007155	545.793476217943	660.24713930373
B0379.2	WBGene00007156	45.5411940721187	337.226894839579
B0379.3	WBGene00003508	2755.29510268069	2338.22257635872
B0379.4	WBGene00007054	830.088366503496	888.516841836154
B0379.6	WBGene00007158	NA	NA
B0379.7	WBGene00007159	191.720120600415	1504.12778770183
B0391.10	WBGene00007165	126.712221054161	133.267601715475
B0391.11	WBGene00007166	0.358914115638214	0.651737407483899
B0391.12	WBGene00006289	NA	NA
B0391.3	WBGene00007161	0.358913582572845	0.195906859807599
B0391.4	WBGene00006080	0.358913915376214	0.933140342984868
B0391.5	WBGene00007162	29.4465642418514	12.9132755622452
B0391.6	WBGene00007163	1.00228877473947	0.388544111629646
B0391.9	WBGene00007164	0.184273648961459	0.721261353159408
B0393.1	WBGene00004469	47923.1948900473	39790.3036846371
B0393.2	WBGene00007167	1754.68705079656	948.907852552989
B0393.3	WBGene00007168	2179.36703387326	1119.7601083343
B0393.4	WBGene00007169	104.579689927752	2019.80395582446
B0393.5	WBGene00007170	54.8975465722827	58.352389587668
B0393.6	WBGene00007171	1610.61210971324	965.338725293913
B0393.7	WBGene00007172	2.4255981620236	4.4891440625837
B0393.8	WBGene00007173	NA	NA
B0393.9	WBGene00044636	95.2092661716223	116.572537175199
B0395.1	WBGene00003729	89.8784034939196	46.3541843832298
B0395.2	WBGene00007174	12.0004887602268	8.01617561163574
B0395.3	WBGene00007175	1032.29563650033	1900.67279453518
B0399.1	WBGene00007176	99.8372665201862	172.34050392214
B0399.2	WBGene00007177	9.58226299879203	4.13920754405532
B0403.2	WBGene00006712	16.4566918476243	43.152303682089
B0403.3	WBGene00015167	31.3075848354184	65.7637455248243
B0403.4	WBGene00015168	3917.11822287374	5434.63600236997
B0403.5	WBGene00015169	143.834966468288	110.510176179998
B0403.6	WBGene00043982	24.1123272402215	50.7348487390752
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	131.551010887394	78.4871918451259
B0410.3	WBGene00015172	285.624062604042	526.677802103838
B0412.1	WBGene00000895	24.0028768849528	39.972290348642
B0412.2	WBGene00000903	141.993839776381	270.362261150663
B0412.3	WBGene00015173	1643.22452625056	1549.5377154645
B0412.4	WBGene00004498	10010.061320056	9514.65645852945
B0414.1	WBGene00015175	0.18427369111397	1.33178270257282
B0414.2	WBGene00004393	12.2608037940696	16.3446564743234
B0414.3	WBGene00001856	7187.1943099151	5879.72760606541
B0414.5	WBGene00000772	3197.61820014204	1758.80426834698
B0414.6	WBGene00001600	679.174435619497	486.708230981874
B0414.7	WBGene00003472	1344.29034993997	908.813329314075
B0414.8	WBGene00015176	791.720100100734	476.23052085632
B0416.1	WBGene00015177	91.0029769063568	108.373589956349
B0416.2	WBGene00015178	1.36392300877778	2.96519413505766
B0416.3	WBGene00015179	34.801833555306	23.8212997629515
B0416.4	WBGene00015180	81.6816168806487	57.2211257602891
B0416.5	WBGene00015181	1403.50539181598	1145.56847583912
B0416.6	WBGene00001638	362.141833672815	267.842842983064
B0416.7	WBGene00015182	39.5024269268237	21.7055413419083
B0432.1	WBGene00015183	0.987834691779659	1.78142363716147
B0432.10	WBGene00015191	206.209259999103	106.621594160319
B0432.11	WBGene00015192	8.7760452954099	82.8106161438444
B0432.12	WBGene00015193	26.062443126074	288.987924891227
B0432.13	WBGene00015194	230.168335806509	184.65779885643
B0432.14	WBGene00044640	12.9843378570466	48.2389633736683
B0432.2	WBGene00015184	713.779431976817	753.209584686554
B0432.3	WBGene00015185	299.174159288002	297.900791034496
B0432.4	WBGene00015186	1172.46499639461	1131.90733617555
B0432.5	WBGene00000296	10.1113369402308	24.7537227988403
B0432.6	WBGene00015187	195.187904907792	108.197165757276
B0432.7	WBGene00015188	283.708748347885	143.800933699734
B0432.8	WBGene00015189	15.2213691267276	9.00221293006244
B0432.9	WBGene00015190	28.430510953108	16.8092487482377
B0454.1	WBGene00002997	189.029485260814	122.330783695392
B0454.10	WBGene00005542	2.01883994694361	2.18951811254679
B0454.2	WBGene00005543	1.28226311312528	0.327835399626062
B0454.3	WBGene00005540	0.676606307272914	0.509385018314148
B0454.4	WBGene00005541	1.00196200202789	0.549376629090483
B0454.5	WBGene00015196	132.006834595894	150.868621710854
B0454.6	WBGene00015197	290.140184062005	423.49671639334
B0454.7	WBGene00015198	0.358914076360034	1.56579652068956
B0454.8	WBGene00015199	3.72734715443554	0.327463572610011
B0454.9	WBGene00015200	132.54119988929	122.888557597938
B0457.1	WBGene00002251	3492.08795337639	2382.22519585664
B0457.2	WBGene00007178	136.615060735531	164.217732920711
B0457.4	WBGene00007179	2.6655747903852	22.4228746385326
B0457.6	WBGene00007180	275.368582497962	270.266232228828
B0462.1	WBGene00007181	4.97285738065485	7.15323867823484
B0462.3	WBGene00007182	3.29849527244141	1.29651862564455
B0462.4	WBGene00007183	4.94814925421127	5.80534231919302
B0462.5	WBGene00194695	31.1550945010451	102.383603627939
B0464.1	WBGene00001094	3968.30653734201	3071.74661266063
B0464.2	WBGene00007184	2241.70840080305	1796.26216238517
B0464.3	WBGene00007185	1825.47035346968	1604.95632414591
B0464.4	WBGene00000268	1221.16151337518	1231.40217787886
B0464.5	WBGene00004980	5784.74898313633	5897.55602623066
B0464.6	WBGene00007186	2241.82477414209	1632.22795754646
B0464.7	WBGene00000235	1185.60949225796	892.649649507843
B0464.8	WBGene00007187	403.306956743597	290.181910757143
B0464.9	WBGene00007188	481.049427417909	336.278259625332
B0478.1	WBGene00002178	19.2424499439429	32.4882674224422
B0478.3	WBGene00015202	8.98611790906661	11.6049138913293
B0491.1	WBGene00007189	539.837907516172	491.961498553274
B0491.2	WBGene00005016	460.813150491445	377.967258498294
B0491.3	WBGene00007190	298.797789232747	2224.30946721584
B0491.4	WBGene00007191	10.3605088185203	17.9965813956387
B0491.5	WBGene00007192	3764.58203898212	3981.44909487178
B0491.6	WBGene00007193	525.801299006618	362.563071269047
B0491.7	WBGene00007194	265.704652611781	170.815245090478
B0491.8	WBGene00000529	35.0872283456006	95.9127040739053
B0495.1	WBGene00005149	0.678035241422189	0.994194778048725
B0495.10	WBGene00007044	88.2051364844211	136.112893080364
B0495.2	WBGene00015203	1300.98883582319	982.383139897458
B0495.4	WBGene00003730	509.673978746025	333.927747096921
B0495.5	WBGene00015204	284.818887310092	257.703791882942
B0495.6	WBGene00015205	534.934712952672	311.327100573359
B0495.7	WBGene00015206	2055.11370052116	1823.92141569223
B0495.8	WBGene00015207	611.226990872284	706.381313761716
B0495.9	WBGene00015208	381.63127723781	333.446313528956
B0496.1	WBGene00015210	5.67525162733249	57.7450458871268
B0496.11	WBGene00194883	2.61437889281415	4.32918442047257
B0496.2	WBGene00015211	1.69738039439708	12.676907135685
B0496.3	WBGene00006814	477.056082860322	705.22443584228
B0496.5	WBGene00015214	0.64813508128934	2.01247338708832
B0496.6	WBGene00015215	9.46802082803929	59.9964906947323
B0496.7	WBGene00015216	70.2496175520682	113.457275043135
B0496.8	WBGene00015217	120.670060776032	164.530303703309
B0507.1	WBGene00015218	52.0830128456012	41.3302869317008
B0507.10	WBGene00015227	34.3375421668494	29.8880689317228
B0507.11	WBGene00006006	0.358913660859099	0.480621410658939
B0507.2	WBGene00015219	200.67928037288	277.497997740723
