wbid	bc4289	N2	bc4289vsN2.log2.deseq	bc4289vsN2.log2	bc4289vsN2.log2.pval
B0001.7	WBGene00007092	80.9744991200651	109.920890061331	0.221903018592418	-0.440926047082479	0.947821333202703
B0001.8	WBGene00007093	156.875117360258	169.924558718719	-0.103745190602931	-0.115277837886999	0.9424428120899
B0019.1	WBGene00000138	435.849362119341	540.717853789957	0.0920233664693838	-0.31104639495939	0.969260539669242
B0019.2	WBGene00007094	148.049470767983	218.392729644304	0.341822467514629	-0.560845496004628	0.737335367607973
B0024.1	WBGene00000722	6395.45773643173	5081.75644349163	-0.550743415922762	0.331720387432742	0.843413162419728
B0024.10	WBGene00007100	278.176596819023	291.934934774585	-0.149377215434363	-0.0696458130556551	0.932948069756014
B0024.11	WBGene00007101	297.998903317443	371.819510194313	0.100272423808043	-0.319295452298059	0.95490712833816
B0024.12	WBGene00001646	134.361711295621	139.590583214202	-0.163943483582153	-0.0550795449078669	0.906561758938963
B0024.13	WBGene00007102	186.121373621779	176.156911099793	-0.298405691512248	0.0793826630222392	0.816288574039384
B0024.14	WBGene00007103	474.023805316383	547.661724798927	-0.0106974848503967	-0.208325543639637	0.998113604215369
B0024.15	WBGene00007104	17.5527002385578	18.0905066026016	-0.17548320519696	-0.0435398232930633	0.971838657225677
B0024.2	WBGene00000723	117.730799706217	206.088494580048	0.588749141413243	-0.807772169903269	0.830083834229953
B0024.3	WBGene00007096	21.0159675675341	14.5499472586252	-0.749494984076389	0.530471955585956	0.638244931218735
B0024.4	WBGene00007097	73.5768517414493	59.6978651541301	-0.520595634637825	0.30157260614781	0.959893523342778
B0024.6	WBGene00001533	5.51625871595773	5.93318928250882	-0.113905341369368	-0.105117687120753	0.987463817066795
B0024.8	WBGene00000491	90.9933933138856	113.77177415934	0.103285947185123	-0.322308975675178	0.959893523342778
B0024.9	WBGene00007099	357.012309733565	343.169435222332	-0.276075784243447	0.0570527557534541	0.458707414393179
B0025.1	WBGene00006932	523.195110480544	640.607609852524	0.0730688494733322	-0.29209187796334	0.959496795194591
B0025.2	WBGene00000814	499.480481657434	553.090098282058	-0.0719368166213064	-0.147086211868712	0.963301089006338
B0025.4	WBGene00015001	72.0839731722936	80.0048688875944	-0.0686137599281979	-0.150409268561846	0.978426688517731
B0025.5	WBGene00194700	1.4863550351541	1.86474869743321	0.10817942707985	-0.327202455569583	NA
B0034.1	WBGene00015002	90.4521849517926	80.8092505312927	-0.381657928297137	0.162634899807212	0.920034229209196
B0034.2	WBGene00015003	NA	NA	NA	NA	NA
B0034.3	WBGene00000403	3038.67614151635	3825.84250318404	0.113311533274574	-0.332334561764578	0.965076573473964
B0034.4	WBGene00015004	3.00798920398749	4.26670105440118	0.28529861440669	-0.504321642896416	0.960492366493705
B0034.5	WBGene00015005	5.00063808210847	6.07281955583525	0.0612312792294138	-0.280254307719328	0.993726828347654
B0034.7	WBGene00044394	29.5430271254234	32.4154602999924	-0.0851586285185765	-0.133864399971408	0.987463817066795
B0035.1	WBGene00007105	894.686875494457	870.50404833733	-0.258554874336669	0.0395318458466521	0.569878944924788
B0035.10	WBGene00001919	1.50280813402059	6.8048863197947	1.95988720248024	-2.17891023097	0.509610403899981
B0035.11	WBGene00007110	352.021003320362	381.740778187847	-0.10209123238737	-0.116931796102635	0.921897701607373
B0035.12	WBGene00007111	563.901083621227	828.971851238465	0.336857970262736	-0.55588099875274	0.310408880285688
B0035.13	WBGene00007112	545.163242971635	351.140623881263	-0.853662408796301	0.634639380306239	0.000260337568031884
B0035.14	WBGene00001019	618.687715620782	737.69869940497	0.0347972748873666	-0.253820303377422	0.969260539669242
B0035.15	WBGene00007113	223.662500421334	265.635153006793	0.0290996585154433	-0.2481226870055	0.988080356647416
B0035.16	WBGene00007114	28.0342530816515	30.0645999632588	-0.118147898695696	-0.100875129794519	0.960492366493705
B0035.18	WBGene00044290	24.0045355446186	22.9966083852711	-0.280908947060018	0.0618859185703148	0.915297081843347
B0035.2	WBGene00001020	272.90324375957	264.792103935207	-0.262552469429179	0.0435294409391533	0.874018007014681
B0035.3	WBGene00007106	150.813323031074	161.928774118262	-0.116427542386854	-0.102595486103161	0.958706931845831
B0035.4	WBGene00007107	512.619451911642	425.83776919366	-0.486607339165107	0.267584310675067	0.0897670456388066
B0035.5	WBGene00007108	582.27505648641	860.375576282665	0.344242724782813	-0.563265753272843	0.547379713835692
B0035.6	WBGene00007109	175.284652352272	273.810559581132	0.424455375593345	-0.64347840408339	0.834673186539458
B0035.7	WBGene00001921	1.49780653166014	3.64033016354393	1.06219498848047	-1.28121801697088	0.837751512822812
B0035.8	WBGene00001922	2.5022940206449	7.36308599100994	1.33803620510606	-1.55705923359631	0.574029525339157
B0035.9	WBGene00001920	NA	NA	NA	NA	NA
B0041.1	WBGene00015006	0.183969912659632	0.364184640410727	0.766177208877588	-0.985200237367606	NA
B0041.2	WBGene00015007	1869.12747943921	2492.51539818157	0.196214420738732	-0.415237449228744	0.78632824495528
B0041.3	WBGene00015008	72.0277653031112	57.9480052769478	-0.532817172428541	0.313794143938504	0.47886260565231
B0041.4	WBGene00004415	58928.6179824181	71918.0102895329	0.068361646852382	-0.287384675342402	0.939170415683647
B0041.5	WBGene00015009	288.764833557522	300.887195115728	-0.159695375636776	-0.0593276528532352	0.924170096518098
B0041.6	WBGene00015010	68.4038445347532	64.6929951582667	-0.299490932138024	0.0804679036479859	0.840230501055512
B0041.7	WBGene00006961	1034.19702384611	1408.0389450292	0.226153151387696	-0.445176179877731	0.665044129088001
B0041.8	WBGene00015011	73.974166648593	79.9606089460602	-0.106755108331385	-0.112267920158652	0.969260539669242
B0047.1	WBGene00015012	4.49443461165887	2.73380226330113	-0.93625377213665	0.717230743646898	0.88890791026491
B0047.2	WBGene00015013	4.97404141607802	7.59471986639815	0.391555202839863	-0.610578231329433	0.937473927633765
B0047.3	WBGene00015014	15.0246748851276	13.5558721665935	-0.367438864455083	0.148415835965371	0.906561758938963
B0047.4	WBGene00015015	NA	NA	NA	NA	NA
B0198.1	WBGene00006646	43.638305068052	48.2795194271185	-0.073206780675758	-0.145816247814258	0.982922031699315
B0198.2	WBGene00007115	48.8220109857928	58.6505517876476	0.0455899316193651	-0.264612960109396	0.989029276306365
B0198.3	WBGene00007116	157.528749618205	205.759767143949	0.166322736429522	-0.385345764919591	0.892816906468427
B0205.1	WBGene00015017	144.491870362769	209.252106302845	0.315230792579613	-0.534253821069639	0.843175382598273
B0205.10	WBGene00015024	0.990310388905192	2.11994423289041	0.879050606215027	-1.09807363470477	NA
B0205.11	WBGene00015025	553.03352555768	753.02676853006	0.226311181096471	-0.445334209586476	0.808497955071089
B0205.12	WBGene00044413	156.634670495771	118.154807420492	-0.625748281471534	0.406725252981521	0.335851442424496
B0205.13	WBGene00044644	30.6020115721032	37.067403275683	0.0575015342922844	-0.276524562782382	0.991594525711572
B0205.14	WBGene00044646	2.0003477346924	3.85040846484502	0.725737655835449	-0.944760684325363	0.934233458693606
B0205.2	WBGene00015018	1.00009907565533	1.63518638487271	0.490289131692998	-0.709312160184036	NA
B0205.3	WBGene00004466	1114.63252344486	1249.743158778	-0.0539595539083025	-0.165063474581705	0.969260539669242
B0205.4	WBGene00015019	44.4749698246876	64.2701209848819	0.312131533024039	-0.531154561514075	0.910090597309356
B0205.5	WBGene00015020	0.497883442506061	0.343324883805957	-0.755256640749274	0.536233612259182	NA
B0205.6	WBGene00015021	569.946970876998	627.123539350388	-0.0811010497083241	-0.137921978781659	0.935519919158343
B0205.7	WBGene00002191	3369.19088035599	4398.42183394258	0.165560778918571	-0.384583807408602	0.798468767889471
B0205.8	WBGene00015022	204.43796251351	181.952002360453	-0.387128218749362	0.168105190259337	0.687625546198107
B0205.9	WBGene00015023	121.591974493444	146.619218361264	0.051003182186203	-0.270026210676199	0.98247249327868
B0207.1	WBGene00015026	0.18396854478799	0.440720972645709	1.04138341022248	-1.26040643871267	NA
B0207.10	WBGene00015033	15.5268633178032	13.0011642903408	-0.475148613099633	0.25612558460961	0.83327183258082
B0207.11	WBGene00015034	0.506034865095547	0.263455107473783	-1.1607026677104	0.941679639220381	NA
B0207.12	WBGene00000232	90.5563836019667	90.6180618974522	-0.218040737922345	-0.000982290567743756	0.836291487971025
B0207.2	WBGene00015027	9.46335367915173	7.68609620250041	-0.519123539548194	0.300100511058331	0.885798523300352
B0207.3	WBGene00001676	9.51746623639088	18.6482096655675	0.751364649802342	-0.970387678292453	0.775326788465406
B0207.4	WBGene00000099	102.488712220656	122.392880365938	0.0370315852795846	-0.256054613769574	0.988080356647416
B0207.5	WBGene00015028	6.00088880726421	8.53365293927045	0.288964211465571	-0.507987239955429	0.953834889779304
B0207.6	WBGene00015029	86.666696349636	98.2647254946877	-0.037827120886778	-0.181195907603232	0.988760779426925
B0207.7	WBGene00015030	0.183967546907915	0.762134349694046	1.83157102338147	-2.05059405187108	NA
B0207.8	WBGene00015031	NA	NA	NA	NA	NA
B0207.9	WBGene00015032	1.00021704812899	0.263455133583954	-2.14370693188099	1.92468390339098	NA
B0212.1	WBGene00015035	40.1171887844844	67.6670769975853	0.535210529057328	-0.754233557547385	0.879918184787581
B0212.2	WBGene00015036	6.02677319533092	3.94264072212309	-0.831246552459258	0.612223523968732	0.874768606519759
B0212.3	WBGene00015037	18.4981729028425	23.5407810426747	0.128756378578385	-0.347779407068268	0.961077869855514
B0212.4	WBGene00015038	27.4809548567886	37.7997495238718	0.240921513024638	-0.459944541514463	0.903434548430519
B0212.5	WBGene00003889	104.125024034991	127.925526536992	0.0779643143469222	-0.296987342836947	0.971838657225677
B0212.6	WBGene00044111	8.4812903366572	17.6008612644295	0.834267320561015	-1.05329034905115	0.868954832680797
B0213.10	WBGene00015040	18.5227697609349	14.9652469477	-0.526706787857391	0.307683759367138	0.85043555399096
B0213.11	WBGene00015041	10.0112362169464	9.74891880946321	-0.257329029176911	0.038306000686748	0.948333034501659
B0213.12	WBGene00015042	3.47608691028982	5.27179936582862	0.381808283455728	-0.600831311946237	0.958044661373956
B0213.14	WBGene00015043	85.0343107519843	134.829499727174	0.445996172656928	-0.665019201146939	0.732306194376022
B0213.15	WBGene00015044	83.9430182115553	209.434777230106	1.09999575515227	-1.31901878364227	0.458169521758123
B0213.16	WBGene00015045	8.5450801648561	22.7527489696475	1.19385190107457	-1.41287492956446	0.644927902593113
B0213.17	WBGene00015046	499.288937480151	338.763193417813	-0.77862083583487	0.559597807344827	0.802018992988668
B0213.2	WBGene00003765	2130.58038357385	749.330768231749	-1.72659491550684	1.50757188701683	0.00949261929648793
B0213.3	WBGene00003766	37.0356058961402	43.3754219184267	0.00894182291575057	-0.227964851405761	0.998113604215369
B0213.4	WBGene00003767	707.125677274977	829.626646631692	0.0114725564097952	-0.23049558489982	0.998113604215369
B0213.5	WBGene00003768	232.357599666718	496.029074038804	0.875054824602592	-1.09407785309263	0.798468767889471
B0213.6	WBGene00003769	703.451985640835	831.145232484435	0.0216256087100987	-0.240648637200124	0.998113604215369
B0213.7	WBGene00006142	0.503422719538108	0.799416852271843	0.448154630621693	-0.667177659111164	NA
B0213.8	WBGene00006141	0.183969912659632	0.364184640410727	0.766177208877588	-0.985200237367606	NA
B0213.9	WBGene00006274	0.183969168805813	0.263454156327543	0.299064904930311	-0.518087933420328	NA
B0218.1	WBGene00015047	778.538837460813	826.788370900093	-0.132273941686538	-0.0867490868034647	0.962184907828815
B0218.2	WBGene00015048	717.530541859195	648.011570811319	-0.366043696327823	0.147020667837792	0.804506730673252
B0218.3	WBGene00004055	248.001481514266	275.49099313839	-0.0673666152069687	-0.151656413283007	0.960492366493705
B0218.5	WBGene00015049	2.00802303550992	3.41472389056954	0.546970080992249	-0.765993109483269	0.942443672250469
B0218.6	WBGene00015050	148.268580857936	208.617955608243	0.273627393430675	-0.492650421920696	0.690768859245212
B0218.7	WBGene00015051	0.183970240685272	0.42007876259317	0.972164410071485	-1.1911874385615	NA
B0218.8	WBGene00015052	20.0149462009724	220.230501588196	3.24084162234882	-3.45986465083885	1.80082754718528e-10
B0222.1	WBGene00015053	79.943855232316	103.251501127439	0.150080675573477	-0.369103704063433	0.960492366493705
B0222.10	WBGene00015058	0.503603418433076	0.479550556254463	-0.289628186222467	0.0706051577329029	NA
B0222.11	WBGene00044582	38.4760861913159	38.0505066618583	-0.235069419251712	0.0160463907616253	0.925500018854285
B0222.2	WBGene00015054	0.18396683199634	0.906439171507649	2.08174149831844	-2.30076452680741	NA
B0222.3	WBGene00015055	28.9928071130827	51.6284465118679	0.613448136535322	-0.832471165025401	0.787482515071877
B0222.4	WBGene00006418	77.6933263458063	87.6033162441729	-0.0458282242812388	-0.173194804208798	0.989333278370384
B0222.5	WBGene00015056	280.085242028433	252.062370859457	-0.371108235373022	0.152085206883031	0.910764755380073
B0222.6	WBGene00000717	4313.69788888977	4642.43888182253	-0.113065251892013	-0.105957776598009	0.959893523342778
B0222.7	WBGene00000718	1288.08944342017	1969.93553608416	0.393892615415678	-0.612915643905693	0.960083946785777
B0222.8	WBGene00000599	12446.1484890612	11511.5057475144	-0.331645836378264	0.112622807888246	0.874018007014681
B0222.9	WBGene00015057	250.049211186083	432.221432459236	0.570535530173035	-0.789558558663061	0.527495657136809
B0228.1	WBGene00015059	141.721837714754	173.060328488672	0.0691899394975492	-0.288212967987521	0.992530098840164
B0228.4	WBGene00015061	6027.61193081306	8840.54906852421	0.333526410305401	-0.552549438795419	0.392377751180071
B0228.5	WBGene00015062	3.49586924821222	3.17396011416859	-0.358390256412552	0.139367227921398	0.959496795194591
B0228.6	WBGene00015063	9.51998927073671	20.2091459619594	0.866953473563095	-1.08597650205304	0.778611879943091
B0228.7	WBGene00015064	436.023257603953	717.383124432054	0.499315688737074	-0.718338717227095	0.269559179005093
B0228.8	WBGene00015065	0.183969168805813	0.263454156327543	0.299064904930312	-0.518087933420327	NA
B0228.9	WBGene00015066	0.506031761671287	0.197980732836774	-1.57289093228245	1.35386790379243	NA
B0238.1	WBGene00015067	83.2910731978452	91.6344513309785	-0.0812948072087167	-0.137728221281252	0.979805987876862
B0238.10	WBGene00015074	1003.54520650946	1260.21643527767	0.10954289452177	-0.328565923011793	0.867299583038464
B0238.11	WBGene00015075	711.069682298038	828.18585671453	0.000940591153788442	-0.219963619643852	0.998787557487495
B0238.12	WBGene00015076	162.721183529559	70.687841676899	-1.42189110842926	1.20286807993923	0.0014130746253954
B0238.13	WBGene00015077	5.0116411137327	1.62147212854416	-1.8470019091468	1.62797888065759	0.441733775784958
B0238.15	WBGene00044537	0.183969168805813	0.263454156327543	0.299064904930312	-0.518087933420327	NA
B0238.3	WBGene00015068	NA	NA	NA	NA	NA
B0238.5	WBGene00015069	0.183969891770574	0.360888305630228	0.753059689482137	-0.972082717972153	NA
B0238.6	WBGene00015070	0.183966839078795	1.22728155059145	2.5189255850645	-2.73794861355548	NA
B0238.7	WBGene00015071	0.506031761671287	0.197980732836774	-1.57289093228245	1.35386790379243	NA
B0238.8	WBGene00015072	0.498573448381916	0.942524697763687	0.699701340638942	-0.918724369129555	NA
B0238.9	WBGene00015073	60.448168294834	83.7357370234238	0.251121820544171	-0.470144849034234	0.932916678420383
B0240.1	WBGene00004359	37.1480052632044	41.454347204649	-0.0607843717646457	-0.158238656725386	0.987077109086473
B0240.2	WBGene00007117	2.50477824022785	2.31026841424835	-0.335645430775772	0.116622402286828	0.96265326819466
B0240.3	WBGene00000907	25.0600518033527	27.3789887184192	-0.091343265843842	-0.127679762646133	0.98445306528716
B0240.4	WBGene00007118	402.07178870006	572.576544370672	0.290992429744148	-0.510015458234172	0.842459431606673
B0244.10	WBGene00015085	18.4857326111896	14.9575008632631	-0.524566102581883	0.305543074091712	0.834796180386406
B0244.11	WBGene00015086	0.183969168805813	0.263454156327543	0.299064904930311	-0.518087933420327	NA
B0244.2	WBGene00002048	2617.29550884796	4379.62443202069	0.523707307765269	-0.742730336255282	0.78632824495528
B0244.4	WBGene00015079	4.4789773645984	0.667177413721371	-2.96605004928526	2.74702702079497	NA
B0244.5	WBGene00015080	8.97160487174775	6.77123988673744	-0.6249690800606	0.405946051570503	0.837103425737792
B0244.6	WBGene00015081	10.5205030726612	10.0317722995465	-0.287650214571294	0.0686271860812951	0.955398526222553
B0244.7	WBGene00015082	2.00882038114496	3.27672462429356	0.486882834363939	-0.705905862854269	0.953318463545478
B0244.8	WBGene00015083	28.9252373794216	31.4902036955509	-0.0964487379408387	-0.122574290549196	0.980592172542042
B0244.9	WBGene00015084	0.985403209776495	0.263455582659703	-2.1221774485316	1.90315442004159	NA
B0250.1	WBGene00004413	32828.0386681934	33721.2530928341	-0.180293437956137	-0.0387295905338681	0.840230501055512
B0250.10	WBGene00007127	NA	NA	NA	NA	NA
B0250.2	WBGene00007119	41.087256797384	54.5853124253468	0.190798769098104	-0.409821797588138	0.945056048201236
B0250.4	WBGene00007121	22.516160312295	35.7693770128572	0.448741137802299	-0.667764166292618	0.74824815824675
B0250.5	WBGene00007122	999.253548803525	1565.06216711693	0.428274239844816	-0.64729726833484	0.318731008728981
B0250.6	WBGene00007123	NA	NA	NA	NA	NA
B0250.8	WBGene00007125	0.501810431143663	0.977570796301458	0.743035698219264	-0.962058726709781	NA
B0250.9	WBGene00007126	100.487951728923	116.405740606639	-0.00688335727234447	-0.212139671217678	0.998113604215369
B0252.1	WBGene00015087	38.079344296485	35.434081859738	-0.322893997471119	0.103870968981113	0.862372951030696
B0252.2	WBGene00000211	38.9955418702384	76.7898736069778	0.758583846085731	-0.977606874575731	0.399930778192255
B0252.3	WBGene00015088	87.5811015590027	116.25964350528	0.189635860725928	-0.408658889215941	0.916538451089002
B0252.4	WBGene00000886	47.5418927282135	55.0960323273677	-0.0062739405587684	-0.212749087931173	0.998384995360025
B0252.5	WBGene00015089	4.49709084619542	6.07801596376251	0.215585407247293	-0.43460843573652	0.963301089006338
B0252.8	WBGene00044615	79.1991603032348	50.3120247221987	-0.873604913316986	0.654581884826975	0.389617924232847
B0261.1	WBGene00015091	545.333802613933	656.112811263025	0.047781279024185	-0.266804307514276	0.960492366493705
B0261.2	WBGene00002583	1884.69409766208	2328.05036507498	0.0857688609085897	-0.304791889398594	0.888350766807151
B0261.4	WBGene00015092	413.967599414546	526.145053309575	0.126919708803698	-0.345942737293722	0.912311902134687
B0261.5	WBGene00015093	0.183969899736715	0.362141844301834	0.758062117812888	-0.977085146302906	NA
B0261.6	WBGene00015094	0.183967425668122	0.672986795819994	1.65210483355889	-1.87112786204977	NA
B0261.7	WBGene00015095	133.186069476847	202.870434563726	0.388092407543145	-0.607115436033192	0.838314513198889
B0261.8	WBGene00015096	280.609724238622	341.170342385634	0.0629042065821829	-0.281927235072208	0.973465679456254
B0261.9	WBGene00195057	0.183969168805813	0.263454156327543	0.299064904930311	-0.518087933420329	NA
B0272.1	WBGene00006538	116.116713975619	142.146276747085	0.0727776319898153	-0.29180066047983	0.976804949705254
B0272.2	WBGene00007128	47.5036449999637	53.5629793068101	-0.0458250363477858	-0.173197992142221	0.988080356647416
B0272.3	WBGene00007129	1442.63950096874	1446.25955057402	-0.215407374046085	-0.00361565444393085	0.882837021839084
B0272.4	WBGene00007130	197.049857457402	325.276255049105	0.504081776097169	-0.723104804587192	0.567613185930272
B0273.1	WBGene00015097	4.02044782576043	2.05875094740749	-1.18460992250721	0.965586894017655	0.771987641777711
B0273.2	WBGene00004243	2.00809739329754	7.09531507809975	1.60201448014654	-1.82103750863638	0.669103807754398
B0273.3	WBGene00015098	10.9765095890072	20.0489025716572	0.650080874827427	-0.869103903317547	0.867702626445923
B0273.4	WBGene00006745	318.845880164595	353.278292322781	-0.0710771650758925	-0.147945863414151	0.961413686282439
B0280.1	WBGene00015099	205.977654453368	228.793407036187	-0.0674653835093194	-0.151557644980631	0.960492366493705
B0280.10	WBGene00015105	29.4278604873047	34.3272010856652	0.00314654462334185	-0.222169573113113	0.998787557487495
B0280.11	WBGene00015106	0.498188951511646	0.697438349958303	0.266349640259149	-0.485372668748177	NA
B0280.12	WBGene00001613	37.0742121211816	68.7494258880846	0.671908603723868	-0.890931632213891	0.401807531821441
B0280.13	WBGene00015107	100.543068913533	113.233583554655	-0.0475347536877353	-0.171488274802344	0.983427886574766
B0280.17	WBGene00044674	0.183969912659443	0.364184610388032	0.766177089946011	-0.98520011843603	NA
B0280.2	WBGene00015100	7.04396324669612	7.18977511188373	-0.189463764641006	-0.029559263849182	0.97028966590821
B0280.3	WBGene00015101	493.703354330401	737.57903268125	0.360130168952751	-0.57915319744278	0.566243669175625
B0280.4	WBGene00003845	17.9788593266711	30.2590756806971	0.532043398355546	-0.751066426845569	0.83979741612709
B0280.5	WBGene00015102	109.997338196816	154.465070923955	0.270788998232789	-0.489812026722863	0.941856073180758
B0280.7	WBGene00015103	120.363757237251	177.144852723016	0.338505470154257	-0.557528498644299	0.958422396036462
B0280.8	WBGene00003609	226.210453295748	303.1348410163	0.203271051820001	-0.422294080310022	0.904231789272177
B0280.9	WBGene00015104	327.498809404411	462.682142892145	0.27950872915602	-0.498531757646043	0.659681645967242
B0281.1	WBGene00015108	0.183968259306534	0.46144242406677	1.10767074555902	-1.32669377404891	NA
B0281.3	WBGene00015110	139.733824500215	107.439361396204	-0.598181681016029	0.379158652525995	0.423088092955346
B0281.4	WBGene00015111	0.183969912659443	0.364184610388032	0.766177089946011	-0.98520011843603	NA
B0281.5	WBGene00015112	2.00031658409395	3.50856301212269	0.591628895192203	-0.810651923682074	0.945763141964971
B0281.6	WBGene00015113	4.00060129016288	7.05708788388689	0.599833094611369	-0.818856123101838	0.906561758938963
B0281.8	WBGene00015114	0.183969168805813	0.263454156327543	0.299064904930312	-0.518087933420327	NA
B0284.1	WBGene00007131	17.004063810182	17.4243289456388	-0.183799511129735	-0.0352235173602979	0.97567266772881
B0284.2	WBGene00007132	11.0182979906563	7.16966650668431	-0.838946495434362	0.619923466944141	0.925267273217361
B0284.3	WBGene00007133	57.6405426134042	30.2275998310053	-1.15024051636036	0.931217487870243	0.0498220236825769
B0284.4	WBGene00007134	4.95921861123493	1.00331287229342	-2.5243642868296	2.30534125834052	0.517643553140075
B0285.1	WBGene00007135	606.554345072017	865.082412716208	0.293177638830911	-0.512200667320958	0.572413095424805
B0285.10	WBGene00000513	2.00965438350113	2.33292139010713	-0.00383274407749296	-0.215190284412966	0.999326039412235
