wbid	bc4289	N2
B0047.1	WBGene00015012	4.49443461165887	2.73380226330113
B0047.2	WBGene00015013	4.97404141607802	7.59471986639815
B0047.3	WBGene00015014	15.0246748851276	13.5558721665935
B0047.4	WBGene00015015	NA	NA
B0198.1	WBGene00006646	43.638305068052	48.2795194271185
B0198.2	WBGene00007115	48.8220109857928	58.6505517876476
B0198.3	WBGene00007116	157.528749618205	205.759767143949
B0205.1	WBGene00015017	144.491870362769	209.252106302845
B0205.10	WBGene00015024	0.990310388905192	2.11994423289041
B0205.11	WBGene00015025	553.03352555768	753.02676853006
B0205.12	WBGene00044413	156.634670495771	118.154807420492
B0205.13	WBGene00044644	30.6020115721032	37.067403275683
B0205.14	WBGene00044646	2.0003477346924	3.85040846484502
B0205.2	WBGene00015018	1.00009907565533	1.63518638487271
B0205.3	WBGene00004466	1114.63252344486	1249.743158778
B0205.4	WBGene00015019	44.4749698246876	64.2701209848819
B0205.5	WBGene00015020	0.497883442506061	0.343324883805957
B0205.6	WBGene00015021	569.946970876998	627.123539350388
B0205.7	WBGene00002191	3369.19088035599	4398.42183394258
B0205.8	WBGene00015022	204.43796251351	181.952002360453
B0205.9	WBGene00015023	121.591974493444	146.619218361264
B0207.1	WBGene00015026	0.18396854478799	0.440720972645709
B0207.10	WBGene00015033	15.5268633178032	13.0011642903408
B0207.11	WBGene00015034	0.506034865095547	0.263455107473783
B0207.12	WBGene00000232	90.5563836019667	90.6180618974522
B0207.2	WBGene00015027	9.46335367915173	7.68609620250041
B0207.3	WBGene00001676	9.51746623639088	18.6482096655675
B0207.4	WBGene00000099	102.488712220656	122.392880365938
B0207.5	WBGene00015028	6.00088880726421	8.53365293927045
B0207.6	WBGene00015029	86.666696349636	98.2647254946877
B0207.7	WBGene00015030	0.183967546907915	0.762134349694046
B0207.8	WBGene00015031	NA	NA
B0207.9	WBGene00015032	1.00021704812899	0.263455133583954
B0212.1	WBGene00015035	40.1171887844844	67.6670769975853
B0212.2	WBGene00015036	6.02677319533092	3.94264072212309
B0212.3	WBGene00015037	18.4981729028425	23.5407810426747
B0212.4	WBGene00015038	27.4809548567886	37.7997495238718
B0212.5	WBGene00003889	104.125024034991	127.925526536992
B0212.6	WBGene00044111	8.4812903366572	17.6008612644295
B0213.10	WBGene00015040	18.5227697609349	14.9652469477
B0213.11	WBGene00015041	10.0112362169464	9.74891880946321
B0213.12	WBGene00015042	3.47608691028982	5.27179936582862
B0213.14	WBGene00015043	85.0343107519843	134.829499727174
B0213.15	WBGene00015044	83.9430182115553	209.434777230106
B0213.16	WBGene00015045	8.5450801648561	22.7527489696475
B0213.17	WBGene00015046	499.288937480151	338.763193417813
B0213.2	WBGene00003765	2130.58038357385	749.330768231749
B0213.3	WBGene00003766	37.0356058961402	43.3754219184267
B0213.4	WBGene00003767	707.125677274977	829.626646631692
B0213.5	WBGene00003768	232.357599666718	496.029074038804
B0213.6	WBGene00003769	703.451985640835	831.145232484435
B0213.7	WBGene00006142	0.503422719538108	0.799416852271843
B0213.8	WBGene00006141	0.183969912659632	0.364184640410727
B0213.9	WBGene00006274	0.183969168805813	0.263454156327543
B0218.1	WBGene00015047	778.538837460813	826.788370900093
B0218.2	WBGene00015048	717.530541859195	648.011570811319
B0218.3	WBGene00004055	248.001481514266	275.49099313839
B0218.5	WBGene00015049	2.00802303550992	3.41472389056954
B0218.6	WBGene00015050	148.268580857936	208.617955608243
B0218.7	WBGene00015051	0.183970240685272	0.42007876259317
B0218.8	WBGene00015052	20.0149462009724	220.230501588196
B0222.1	WBGene00015053	79.943855232316	103.251501127439
B0222.10	WBGene00015058	0.503603418433076	0.479550556254463
B0222.11	WBGene00044582	38.4760861913159	38.0505066618583
B0222.2	WBGene00015054	0.18396683199634	0.906439171507649
B0222.3	WBGene00015055	28.9928071130827	51.6284465118679
B0222.4	WBGene00006418	77.6933263458063	87.6033162441729
B0222.5	WBGene00015056	280.085242028433	252.062370859457
B0222.6	WBGene00000717	4313.69788888977	4642.43888182253
B0222.7	WBGene00000718	1288.08944342017	1969.93553608416
B0222.8	WBGene00000599	12446.1484890612	11511.5057475144
B0222.9	WBGene00015057	250.049211186083	432.221432459236
B0228.1	WBGene00015059	141.721837714754	173.060328488672
B0228.4	WBGene00015061	6027.61193081306	8840.54906852421
B0228.5	WBGene00015062	3.49586924821222	3.17396011416859
B0228.6	WBGene00015063	9.51998927073671	20.2091459619594
B0228.7	WBGene00015064	436.023257603953	717.383124432054
B0228.8	WBGene00015065	0.183969168805813	0.263454156327543
B0228.9	WBGene00015066	0.506031761671287	0.197980732836774
B0238.1	WBGene00015067	83.2910731978452	91.6344513309785
B0238.10	WBGene00015074	1003.54520650946	1260.21643527767
B0238.11	WBGene00015075	711.069682298038	828.18585671453
B0238.12	WBGene00015076	162.721183529559	70.687841676899
B0238.13	WBGene00015077	5.0116411137327	1.62147212854416
B0238.15	WBGene00044537	0.183969168805813	0.263454156327543
B0238.3	WBGene00015068	NA	NA
B0238.5	WBGene00015069	0.183969891770574	0.360888305630228
B0238.6	WBGene00015070	0.183966839078795	1.22728155059145
B0238.7	WBGene00015071	0.506031761671287	0.197980732836774
B0238.8	WBGene00015072	0.498573448381916	0.942524697763687
B0238.9	WBGene00015073	60.448168294834	83.7357370234238
B0240.1	WBGene00004359	37.1480052632044	41.454347204649
B0240.2	WBGene00007117	2.50477824022785	2.31026841424835
B0240.3	WBGene00000907	25.0600518033527	27.3789887184192
B0240.4	WBGene00007118	402.07178870006	572.576544370672
B0244.10	WBGene00015085	18.4857326111896	14.9575008632631
B0244.11	WBGene00015086	0.183969168805813	0.263454156327543
B0244.2	WBGene00002048	2617.29550884796	4379.62443202069
B0244.4	WBGene00015079	4.4789773645984	0.667177413721371
B0244.5	WBGene00015080	8.97160487174775	6.77123988673744
B0244.6	WBGene00015081	10.5205030726612	10.0317722995465
B0244.7	WBGene00015082	2.00882038114496	3.27672462429356
B0244.8	WBGene00015083	28.9252373794216	31.4902036955509
B0244.9	WBGene00015084	0.985403209776495	0.263455582659703
B0250.1	WBGene00004413	32828.0386681934	33721.2530928341
B0250.10	WBGene00007127	NA	NA
B0250.2	WBGene00007119	41.087256797384	54.5853124253468
B0250.4	WBGene00007121	22.516160312295	35.7693770128572
B0250.5	WBGene00007122	999.253548803525	1565.06216711693
B0250.6	WBGene00007123	NA	NA
B0250.8	WBGene00007125	0.501810431143663	0.977570796301458
B0250.9	WBGene00007126	100.487951728923	116.405740606639
B0252.1	WBGene00015087	38.079344296485	35.434081859738
B0252.2	WBGene00000211	38.9955418702384	76.7898736069778
B0252.3	WBGene00015088	87.5811015590027	116.25964350528
B0252.4	WBGene00000886	47.5418927282135	55.0960323273677
B0252.5	WBGene00015089	4.49709084619542	6.07801596376251
B0252.8	WBGene00044615	79.1991603032348	50.3120247221987
B0261.1	WBGene00015091	545.333802613933	656.112811263025
B0261.2	WBGene00002583	1884.69409766208	2328.05036507498
B0261.4	WBGene00015092	413.967599414546	526.145053309575
B0261.5	WBGene00015093	0.183969899736715	0.362141844301834
B0261.6	WBGene00015094	0.183967425668122	0.672986795819994
B0261.7	WBGene00015095	133.186069476847	202.870434563726
B0261.8	WBGene00015096	280.609724238622	341.170342385634
B0261.9	WBGene00195057	0.183969168805813	0.263454156327543
B0272.1	WBGene00006538	116.116713975619	142.146276747085
B0272.2	WBGene00007128	47.5036449999637	53.5629793068101
B0272.3	WBGene00007129	1442.63950096874	1446.25955057402
B0272.4	WBGene00007130	197.049857457402	325.276255049105
B0273.1	WBGene00015097	4.02044782576043	2.05875094740749
B0273.2	WBGene00004243	2.00809739329754	7.09531507809975
B0273.3	WBGene00015098	10.9765095890072	20.0489025716572
B0273.4	WBGene00006745	318.845880164595	353.278292322781
B0280.1	WBGene00015099	205.977654453368	228.793407036187
B0280.10	WBGene00015105	29.4278604873047	34.3272010856652
B0280.11	WBGene00015106	0.498188951511646	0.697438349958303
B0280.12	WBGene00001613	37.0742121211816	68.7494258880846
B0280.13	WBGene00015107	100.543068913533	113.233583554655
B0280.17	WBGene00044674	0.183969912659443	0.364184610388032
B0280.2	WBGene00015100	7.04396324669612	7.18977511188373
B0280.3	WBGene00015101	493.703354330401	737.57903268125
B0280.4	WBGene00003845	17.9788593266711	30.2590756806971
B0280.5	WBGene00015102	109.997338196816	154.465070923955
B0280.7	WBGene00015103	120.363757237251	177.144852723016
B0280.8	WBGene00003609	226.210453295748	303.1348410163
B0280.9	WBGene00015104	327.498809404411	462.682142892145
B0281.1	WBGene00015108	0.183968259306534	0.46144242406677
B0281.3	WBGene00015110	139.733824500215	107.439361396204
B0281.4	WBGene00015111	0.183969912659443	0.364184610388032
B0281.5	WBGene00015112	2.00031658409395	3.50856301212269
B0281.6	WBGene00015113	4.00060129016288	7.05708788388689
B0281.8	WBGene00015114	0.183969168805813	0.263454156327543
B0284.1	WBGene00007131	17.004063810182	17.4243289456388
B0284.2	WBGene00007132	11.0182979906563	7.16966650668431
B0284.3	WBGene00007133	57.6405426134042	30.2275998310053
B0284.4	WBGene00007134	4.95921861123493	1.00331287229342
B0285.1	WBGene00007135	606.554345072017	865.082412716208
B0285.10	WBGene00000513	2.00965438350113	2.33292139010713
B0285.3	WBGene00007136	106.108170180038	101.391183805403
B0285.4	WBGene00007137	323.525424559232	388.466336848132
B0285.5	WBGene00002003	240.945525428953	373.249328390315
B0285.6	WBGene00007138	21.5693837701534	22.5158699804737
B0285.7	WBGene00007139	363.576980848892	445.210704432247
B0285.8	WBGene00000511	77.0818360071954	86.7681832330421
B0285.9	WBGene00000512	191.293392287848	192.725061921299
B0286.1	WBGene00015115	90.7452161778322	156.041140828014
B0286.2	WBGene00002252	208.118737418203	238.808316120122
B0286.3	WBGene00015116	577.939186468552	763.808543237894
B0286.4	WBGene00003825	2000.27379686988	2397.14311956459
B0286.5	WBGene00001438	3.48626706624054	10.6720903802012
B0286.6	WBGene00023425	0.183967243925747	1.21125381636223
B0294.1	WBGene00015117	606.631625799251	530.348947299057
B0294.3	WBGene00015118	0.183969168805813	0.263454156327543
B0302.1	WBGene00002207	675.8911078964	979.514679897452
B0302.2	WBGene00015119	0.183969168805813	0.263454156327543
B0302.4	WBGene00015121	0.497652169179793	0.197980721041184
B0302.5	WBGene00015122	261.113293822611	418.458381141369
B0303.11	WBGene00015131	426.027664131107	479.270516160563
B0303.14	WBGene00015132	41.5240921648255	46.9204859169349
B0303.15	WBGene00015133	625.577513778754	673.159472875787
B0303.16	WBGene00044678	2.97723708273522	1.30944262884591
B0303.2	WBGene00015124	114.206457825072	112.75109981378
B0303.3	WBGene00015125	2795.6757582256	2509.10135760653
B0303.4	WBGene00015126	532.174052744519	645.84673573316
B0303.7	WBGene00015128	328.492306765323	364.253794542795
B0303.8	WBGene00015129	0.183970369148737	0.600965801587745
B0303.9	WBGene00015130	207.851048779372	207.752778955285
B0304.1	WBGene00001948	NA	NA
B0304.2	WBGene00015134	39.960899256238	67.4604314415574
B0304.3	WBGene00015135	82.5330379371793	107.796948347931
B0304.4	WBGene00015136	13.0026462909112	14.3504518878123
B0304.5	WBGene00005058	1.51722753183201	1.31873456303556
B0304.6	WBGene00005059	0.498798710896374	1.01883854276724
B0304.7	WBGene00005060	0.183968318586912	0.483618798909289
B0304.8	WBGene00005061	3.0005941221591	1.26303018472706
B0304.9	WBGene00005062	0.183967076762465	1.14722057959084
B0310.1	WBGene00015137	227.890013600189	274.6302900558
B0310.2	WBGene00015138	78.3212399651361	130.507454264589
B0310.3	WBGene00015139	77.1404809110045	129.201049031275
B0310.5	WBGene00015141	705.457033882103	986.745908896069
B0310.6	WBGene00015142	8.51535633557249	9.48497642798734
B0331.1	WBGene00007140	0.49889026841391	1.49848405003862
B0331.2	WBGene00007141	35.951359289681	33.1740103341904
B0334.1	WBGene00007142	2648.81849410203	2559.56224649872
B0334.10	WBGene00007148	0.183968983679087	0.984302443293075
B0334.11	WBGene00003868	319.674805350787	340.075053123635
B0334.13	WBGene00007149	47.6000621472758	33.9449873814366
B0334.15	WBGene00195248	0.183967779793511	1.09615987989
B0334.2	WBGene00006660	26.9532392495635	42.7078421148419
B0334.3	WBGene00007143	2206.48157856381	3005.82478620528
B0334.4	WBGene00007144	173.150056409359	167.413706273073
B0334.5	WBGene00007145	NA	NA
B0334.6	WBGene00007146	57.3391723623173	110.019235347342
B0334.7	WBGene00005267	2.00026617825417	2.34781666437804
B0334.8	WBGene00000090	269.571382489888	337.520424655099
B0336.1	WBGene00006943	194.232510613351	251.489783464742
B0336.10	WBGene00004435	21362.2016105417	20110.6819194761
B0336.11	WBGene00015148	490.045350594586	673.720505204832
B0336.12	WBGene00015149	1.01530735451019	0.263455762049542
B0336.13	WBGene00015150	77.1757761283059	95.8843959057086
B0336.2	WBGene00000182	5407.50134142768	6308.69037987683
B0336.3	WBGene00015143	1522.2923155623	1860.07134791775
B0336.4	WBGene00004348	135.786895144245	171.862653109481
B0336.5	WBGene00015145	89.5474153626385	87.1545102282192
B0336.6	WBGene00015146	303.883209610808	322.294407485441
B0336.7	WBGene00015147	116.027347501484	160.185510766547
B0336.8	WBGene00002982	120.209700982464	122.322069729205
B0336.9	WBGene00006359	297.17093958869	366.530201974936
B0344.2	WBGene00006955	400.217174033516	866.70539074509
B0348.1	WBGene00015151	0.183970082320259	0.392097285820172
B0348.2	WBGene00015152	43.8264826975893	5.51892628451655
B0348.4	WBGene00001177	1782.15792899011	2431.04217471079
B0348.5	WBGene00015153	43.9167339138938	82.6844755770402
B0348.6	WBGene00002061	877.487194758898	1075.02574920871
B0350.2	WBGene00006780	10558.589519799	15213.7608489427
B0350.3	WBGene00015154	NA	NA
B0353.1	WBGene00015155	3.01373546167019	1.51363774067655
B0361.10	WBGene00015164	435.205156710725	508.052538889043
B0361.11	WBGene00015165	0.183967820308562	0.918585372981906
B0361.2	WBGene00015156	158.049229939379	184.8735751153
B0361.3	WBGene00015157	324.331797213676	383.684538648332
B0361.4	WBGene00015158	53.070854784693	57.7449329111351
B0361.5	WBGene00015159	409.50063843905	708.906188428352
B0361.6	WBGene00015160	183.565588977354	235.166673952746
B0361.7	WBGene00015161	192.935590588383	245.968587603122
B0361.8	WBGene00015162	287.430194804157	328.451475201704
B0361.9	WBGene00015163	354.799129669843	352.612429041087
B0365.1	WBGene00007150	736.98580896908	1244.54629589244
B0365.3	WBGene00001137	25839.8318268521	30829.1647551278
B0365.5	WBGene00007152	301.798028753648	449.485940415067
B0365.6	WBGene00007153	6071.60765615065	1782.50139231562
B0365.7	WBGene00007154	15.0279543323488	19.5935193516717
B0379.1	WBGene00007155	455.609149276624	419.783201405907
B0379.2	WBGene00007156	0.183969168805813	0.263454156327543
B0379.3	WBGene00003508	449.142799438251	668.115770057308
B0379.4	WBGene00007054	522.550458280049	620.474610542224
B0379.6	WBGene00007158	NA	NA
B0379.7	WBGene00007159	0.498188966935368	0.626644734473064
B0391.10	WBGene00007165	21.0048873675549	29.3918153103755
B0391.11	WBGene00007166	9.97424169208188	7.44367876008043
B0391.12	WBGene00006289	0.183969168805813	0.263454156327543
B0391.3	WBGene00007161	NA	NA
B0391.4	WBGene00006080	0.183966882249077	2.81065404762909
B0391.5	WBGene00007162	4.49125510470448	9.30066614472078
B0391.6	WBGene00007163	4.48795125827727	3.63327053260374
B0391.9	WBGene00007164	1.00021606879917	0.361207572276901
B0393.1	WBGene00004469	53892.4937663915	59066.727184741
B0393.2	WBGene00007167	295.842402060721	329.954325802332
B0393.3	WBGene00007168	175.623552574071	226.995572666029
B0393.4	WBGene00007169	2.50454782100747	8.8732904654742
B0393.5	WBGene00007170	221.805997997495	406.434414286153
B0393.6	WBGene00007171	50.9222188739582	75.6899578538411
B0393.7	WBGene00007172	1.00006339495632	4.10882941118908
B0393.8	WBGene00007173	0.183971615874622	2.67604089126897
B0393.9	WBGene00044636	70.1940749330207	70.5601399316296
B0395.1	WBGene00003729	48.1141540176509	62.5983608998284
B0395.2	WBGene00007174	323.784757222772	480.808351849473
B0395.3	WBGene00007175	1147.45949026676	1798.58373354097
B0399.1	WBGene00007176	318.57596827222	403.136913948274
B0399.2	WBGene00007177	156.289261311758	288.104771818115
B0403.2	WBGene00006712	41.5386303498396	61.5906425699594
B0403.3	WBGene00015167	28.0510098378456	27.7695428624186
B0403.4	WBGene00015168	7286.42293472172	8248.04169826038
B0403.5	WBGene00015169	278.411333136505	306.612240783593
B0403.6	WBGene00043982	21.4662058446235	17.0982562494327
B0410.1	WBGene00015170	NA	NA
B0410.2	WBGene00015171	58.0222810085125	74.226276550535
B0410.3	WBGene00015172	429.56832588297	395.913240415351
B0412.1	WBGene00000895	84.1101451266644	131.738704290007
B0412.2	WBGene00000903	1169.79921993414	971.55050370277
B0412.3	WBGene00015173	849.575932151297	930.463794696805
B0412.4	WBGene00004498	14276.7860570394	9560.39049737033
B0414.1	WBGene00015175	0.183966993592483	0.945853739692457
B0414.2	WBGene00004393	39.6529102793696	30.0899412072445
B0414.3	WBGene00001856	992.824387655231	1377.55280914643
B0414.5	WBGene00000772	177.413572152683	254.543298934923
B0414.6	WBGene00001600	79.4200667994759	102.139791930869
B0414.7	WBGene00003472	712.700041301834	756.155634278195
B0414.8	WBGene00015176	401.865213435336	295.153651278372
B0416.1	WBGene00015177	284.431012586624	361.606340885206
B0416.2	WBGene00015178	NA	NA
B0416.3	WBGene00015179	12.5200968495326	20.5147387554301
B0416.4	WBGene00015180	1.00014687692276	0.844858433059328
B0416.5	WBGene00015181	1106.45463503616	1441.1126505687
B0416.6	WBGene00001638	234.341126298791	216.269143068885
B0416.7	WBGene00015182	26.1598040496607	30.7398499408991
B0432.1	WBGene00015183	1.00017941749572	1.26484151754055
B0432.10	WBGene00015191	64.5562136736637	77.6398317755454
B0432.11	WBGene00015192	NA	NA
B0432.12	WBGene00015193	0.183969168805813	0.263454156327543
B0432.13	WBGene00015194	32.9774091183867	63.2553900402162
B0432.14	WBGene00044640	58.1559511650228	78.6682709537233
B0432.2	WBGene00015184	361.432319128848	386.098864547596
B0432.3	WBGene00015185	339.476679974203	390.40832704336
B0432.4	WBGene00015186	1092.94465214387	1283.74685939787
B0432.5	WBGene00000296	60.8128037767055	62.7745529124355
B0432.6	WBGene00015187	50.484957928664	62.3366463432605
B0432.7	WBGene00015188	70.4514907498488	97.3523636816557
B0432.8	WBGene00015189	2.00020808633326	3.42706416691347
B0432.9	WBGene00015190	24.058025787452	31.0597022945737
B0454.1	WBGene00002997	89.2362652697306	104.659441407158
B0454.10	WBGene00005542	8.01318799538212	11.1071911513172
B0454.2	WBGene00005543	1.00015635840654	1.38300705784397
B0454.3	WBGene00005540	2.02615512142059	1.41337579454111
B0454.4	WBGene00005541	9.01440627394593	6.77493192032607
B0454.5	WBGene00015196	240.997003714862	164.341345811712
B0454.6	WBGene00015197	217.665226359359	315.281998151828
B0454.7	WBGene00015198	0.501274210619718	1.65358780683179
B0454.8	WBGene00015199	17.0492105155924	9.64486068510606
B0454.9	WBGene00015200	73.0989412617101	90.0414963702831
B0457.1	WBGene00002251	676.675655051734	748.695592049365
B0457.2	WBGene00007178	175.541671794309	183.869565491986
B0457.4	WBGene00007179	0.183969772723812	0.342664010824802
B0457.6	WBGene00007180	253.651015963068	224.19964652502
B0462.1	WBGene00007181	1.51380939878092	3.80535997041462
B0462.3	WBGene00007182	0.183969168805813	0.263454156327543
B0462.4	WBGene00007183	9.48625208218014	10.1002767942407
B0462.5	WBGene00194695	40.7659947839291	17.2596563376474
B0464.1	WBGene00001094	2922.84206076507	3661.27809612627
B0464.2	WBGene00007184	923.034602283008	1305.36745640993
B0464.3	WBGene00007185	2387.33090185163	1932.28159069997
B0464.4	WBGene00000268	503.973871069992	581.50223864759
B0464.5	WBGene00004980	3341.00912307493	4347.30189503022
B0464.6	WBGene00007186	450.100814750198	575.164499455875
B0464.7	WBGene00000235	652.594058041464	698.837085865021
B0464.8	WBGene00007187	74.3179653337557	70.8491107438568
B0464.9	WBGene00007188	112.573118299925	132.039444226942
B0478.1	WBGene00002178	120.089521979087	135.501138295344
B0478.3	WBGene00015202	29.1413879651625	29.728732048385
B0491.1	WBGene00007189	153.557391056944	160.809763172527
B0491.2	WBGene00005016	8156.59717782568	14595.4251339615
B0491.3	WBGene00007190	2.98068109783893	2.96351828152697
B0491.4	WBGene00007191	32.9611240983515	33.9302119910275
B0491.5	WBGene00007192	3250.80984642937	4223.71664800083
B0491.6	WBGene00007193	258.094122440813	312.226869845669
B0491.7	WBGene00007194	148.364880082303	254.467655434038
B0491.8	WBGene00000529	156.008224180478	214.313579949254
B0495.1	WBGene00005149	3.97982513280648	2.15544307839523
B0495.10	WBGene00007044	322.616323317066	517.256859192232
B0495.2	WBGene00015203	472.06960075559	542.857352651514
B0495.4	WBGene00003730	782.767739481016	924.638278219858
B0495.5	WBGene00015204	186.573840070632	229.791955250379
B0495.6	WBGene00015205	340.328863117307	246.441291865921
B0495.7	WBGene00015206	2601.77169283631	2958.9492541288
B0495.8	WBGene00015207	287.272139665203	329.757857491664
B0495.9	WBGene00015208	193.146986825459	228.768373251371
B0496.1	WBGene00015210	0.504551581585777	0.482880283696353
B0496.11	WBGene00194883	19.5245908407752	16.1113241919333
B0496.2	WBGene00015211	0.183969772723812	0.342664010824801
B0496.3	WBGene00006814	1135.21231570133	1320.33260731028
B0496.5	WBGene00015214	2.00021073916393	5.88903890601354
B0496.6	WBGene00015215	0.501743796209132	1.27833521258159
B0496.7	WBGene00015216	82.6257760603357	56.7901860801104
B0496.8	WBGene00015217	133.164266853024	180.094352729623
B0507.1	WBGene00015218	249.26583707059	365.298649409925
B0507.10	WBGene00015227	112.085926604258	35.3783390674149
B0507.11	WBGene00006006	2.46786411609804	0.773586016249678
B0507.2	WBGene00015219	337.331735582097	368.880609849004
B0507.3	WBGene00015220	68.0413299613405	88.5495880314471
